tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2977941.176471,0.297794,381000000.0,-10000000.0,-10000000.0,193000000.0,67000000.0,1770000000.0,371000000.0,304000000.0,-17000000.0,32000000.0,,200022058.823529,194000000.0,2698000000.0,293000000.0,268700000.0,267800000.0,0.72,0.73,194000000.0,194000000.0,194000000.0,-1000000.0,195000000.0,1000000.0,194000000.0,3000000.0,81000000.0,272000000.0,-14000000.0,-10000000.0,0.0,10000000.0,,-17000000.0,32000000.0,,303000000.0,920000000.0,59000000.0,59000000.0,23000000.0,23000000.0,36000000.0,861000000.0,1223000000.0,1778000000.0,3001000000.0,2828000000.0,2022-12-31
1305000.0,0.261,457000000.0,5000000.0,5000000.0,270000000.0,65000000.0,1970000000.0,462000000.0,397000000.0,-27000000.0,36000000.0,9000000.0,266305000.0,270000000.0,2966000000.0,365000000.0,268300000.0,267400000.0,1.01,1.01,270000000.0,270000000.0,270000000.0,,270000000.0,0.0,270000000.0,3000000.0,94000000.0,361000000.0,5000000.0,-18000000.0,,18000000.0,23000000.0,-27000000.0,36000000.0,9000000.0,383000000.0,989000000.0,58000000.0,58000000.0,22000000.0,22000000.0,36000000.0,931000000.0,1372000000.0,1977000000.0,3349000000.0,3152000000.0,2023-03-31
4200000.0,0.28,496000000.0,15000000.0,15000000.0,281000000.0,70000000.0,2025000000.0,511000000.0,441000000.0,-41000000.0,52000000.0,11000000.0,270200000.0,281000000.0,3033000000.0,407000000.0,268200000.0,267600000.0,1.05,1.05,281000000.0,281000000.0,281000000.0,-1000000.0,282000000.0,0.0,282000000.0,2000000.0,109000000.0,389000000.0,15000000.0,-8000000.0,0.0,8000000.0,23000000.0,-41000000.0,52000000.0,11000000.0,415000000.0,999000000.0,61000000.0,61000000.0,23000000.0,23000000.0,38000000.0,938000000.0,1414000000.0,2034000000.0,3448000000.0,3259000000.0,2023-06-30
-5424000.0,0.226,433000000.0,-24000000.0,-24000000.0,207000000.0,84000000.0,2170000000.0,409000000.0,325000000.0,-48000000.0,62000000.0,14000000.0,225576000.0,208000000.0,3233000000.0,308000000.0,268400000.0,267800000.0,0.78,0.78,208000000.0,208000000.0,208000000.0,0.0,208000000.0,1000000.0,207000000.0,4000000.0,60000000.0,263000000.0,-24000000.0,-27000000.0,0.0,27000000.0,3000000.0,-48000000.0,62000000.0,14000000.0,335000000.0,1055000000.0,76000000.0,76000000.0,36000000.0,36000000.0,40000000.0,979000000.0,1390000000.0,2178000000.0,3568000000.0,3407000000.0,2023-09-30
-2518018.018018,0.193694,399000000.0,-13000000.0,-13000000.0,184000000.0,100000000.0,2090000000.0,386000000.0,286000000.0,-54000000.0,64000000.0,10000000.0,194481981.981982,177000000.0,3212000000.0,277000000.0,268100000.0,267600000.0,0.66,0.66,177000000.0,177000000.0,177000000.0,-1000000.0,178000000.0,-7000000.0,185000000.0,6000000.0,43000000.0,222000000.0,-13000000.0,-13000000.0,0.0,12000000.0,0.0,-54000000.0,64000000.0,10000000.0,289000000.0,1110000000.0,88000000.0,88000000.0,45000000.0,45000000.0,43000000.0,1022000000.0,1399000000.0,2102000000.0,3501000000.0,3356000000.0,2023-12-31
-9210000.0,0.307,425000000.0,-30000000.0,-30000000.0,158000000.0,100000000.0,2240000000.0,395000000.0,295000000.0,-58000000.0,64000000.0,6000000.0,178790000.0,158000000.0,3384000000.0,289000000.0,267700000.0,267100000.0,0.59,0.59,158000000.0,158000000.0,158000000.0,,158000000.0,,158000000.0,-2000000.0,71000000.0,231000000.0,-30000000.0,-30000000.0,,30000000.0,,-58000000.0,64000000.0,6000000.0,319000000.0,1133000000.0,89000000.0,89000000.0,45000000.0,45000000.0,44000000.0,1044000000.0,1452000000.0,2251000000.0,3703000000.0,3535000000.0,2024-03-31
