free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
398000000.0,-4000000.0,-480000000.0,27000000.0,-419000000.0,2101000000.0,2499000000.0,-97000000.0,-301000000.0,-442000000.0,-442000000.0,113000000.0,-222000000.0,-222000000.0,-40000000.0,-4000000.0,-293000000.0,160000000.0,-453000000.0,-480000000.0,27000000.0,-676000000.0,-676000000.0,-150000000.0,26000000.0,332000000.0,-306000000.0,-133000000.0,,-133000000.0,-463000000.0,817000000.0,817000000.0,-246000000.0,40000000.0,-91000000.0,139000000.0,-46000000.0,185000000.0,185000000.0,30000000.0,-364000000.0,115000000.0,-80000000.0,-80000000.0,240000000.0,240000000.0,204000000.0,1000000.0,94000000.0,109000000.0,,644000000.0,2022-12-31
302000000.0,0.0,-142000000.0,43000000.0,-193000000.0,1980000000.0,2101000000.0,-25000000.0,-96000000.0,-363000000.0,-363000000.0,-13000000.0,-222000000.0,-222000000.0,0.0,0.0,-128000000.0,-29000000.0,-99000000.0,-142000000.0,43000000.0,-228000000.0,-228000000.0,-54000000.0,19000000.0,345000000.0,-326000000.0,0.0,0.0,,-193000000.0,495000000.0,495000000.0,-430000000.0,64000000.0,-142000000.0,532000000.0,151000000.0,381000000.0,381000000.0,-263000000.0,-621000000.0,-12000000.0,-38000000.0,-38000000.0,246000000.0,246000000.0,-77000000.0,1000000.0,-67000000.0,-11000000.0,0.0,806000000.0,2023-03-31
262000000.0,0.0,-86000000.0,694000000.0,-221000000.0,1802000000.0,1980000000.0,-43000000.0,-135000000.0,-240000000.0,-240000000.0,4000000.0,-223000000.0,-223000000.0,0.0,0.0,-21000000.0,-629000000.0,608000000.0,-86000000.0,694000000.0,-378000000.0,-378000000.0,24000000.0,-47000000.0,275000000.0,-322000000.0,-134000000.0,,,-221000000.0,483000000.0,483000000.0,-344000000.0,11000000.0,5000000.0,-206000000.0,110000000.0,-316000000.0,-316000000.0,-140000000.0,-14000000.0,19000000.0,-94000000.0,-94000000.0,257000000.0,257000000.0,-92000000.0,2000000.0,-46000000.0,-48000000.0,,737000000.0,2023-06-30
1249000000.0,0.0,-163000000.0,42000000.0,-280000000.0,2612000000.0,1802000000.0,1000000.0,809000000.0,-466000000.0,-466000000.0,-199000000.0,-238000000.0,-238000000.0,0.0,0.0,-29000000.0,92000000.0,-121000000.0,-163000000.0,42000000.0,-254000000.0,-254000000.0,-35000000.0,54000000.0,382000000.0,-328000000.0,7000000.0,,7000000.0,-280000000.0,1529000000.0,1529000000.0,404000000.0,,-54000000.0,260000000.0,282000000.0,-22000000.0,-22000000.0,85000000.0,188000000.0,211000000.0,-106000000.0,-106000000.0,257000000.0,257000000.0,73000000.0,1000000.0,13000000.0,,,690000000.0,2023-09-30
940000000.0,0.0,-745000000.0,82000000.0,-519000000.0,2179000000.0,2612000000.0,-1000000.0,-432000000.0,-1108000000.0,-1108000000.0,6000000.0,-238000000.0,-238000000.0,0.0,0.0,-876000000.0,-213000000.0,-663000000.0,-745000000.0,82000000.0,-783000000.0,-783000000.0,2000000.0,-101000000.0,332000000.0,-433000000.0,-165000000.0,,-165000000.0,-519000000.0,1459000000.0,1459000000.0,2788000000.0,,71000000.0,2282000000.0,2391000000.0,-109000000.0,-109000000.0,318000000.0,117000000.0,-4000000.0,-219000000.0,-219000000.0,264000000.0,264000000.0,23000000.0,4000000.0,19000000.0,,,-1393000000.0,2023-12-31
