treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
81200000.0,141300000.0,222500000.0,5754000000.0,8355000000.0,3945000000.0,16830000000.0,3030000000.0,3945000000.0,500000000.0,8975000000.0,13473000000.0,10225000000.0,1250000000.0,8975000000.0,-1890000000.0,,9415000000.0,18037000000.0,,2243000000.0,2243000000.0,20074000000.0,8653000000.0,437000000.0,151000000.0,770000000.0,586000000.0,744000000.0,192000000.0,1493000000.0,844000000.0,649000000.0,4866000000.0,368000000.0,4498000000.0,11421000000.0,1004000000.0,1004000000.0,3489000000.0,132000000.0,3357000000.0,573000000.0,2574000000.0,210000000.0,617000000.0,6311000000.0,1662000000.0,4649000000.0,397000000.0,173000000.0,4252000000.0,30299000000.0,15848000000.0,1023000000.0,1398000000.0,625000000.0,625000000.0,1759000000.0,1759000000.0,5030000000.0,2687000000.0,2343000000.0,6013000000.0,-4986000000.0,10999000000.0,1001000000.0,492000000.0,6598000000.0,2908000000.0,14451000000.0,1073000000.0,,5603000000.0,-240000000.0,2917000000.0,2926000000.0,5202000000.0,376000000.0,4826000000.0,-78000000.0,4904000000.0,2573000000.0,472000000.0,2101000000.0,2022-12-31
80900000.0,141561784.0,222461784.0,5772000000.0,8249000000.0,4618000000.0,17375000000.0,3445000000.0,4618000000.0,497000000.0,9623000000.0,14032000000.0,10881000000.0,1258000000.0,9623000000.0,-1823000000.0,-1823000000.0,9389000000.0,18605000000.0,1674000000.0,556000000.0,556000000.0,20552000000.0,8629000000.0,442000000.0,118000000.0,752000000.0,580000000.0,753000000.0,192000000.0,1599000000.0,937000000.0,662000000.0,4773000000.0,364000000.0,4409000000.0,11923000000.0,1040000000.0,1040000000.0,3476000000.0,133000000.0,3343000000.0,798000000.0,2545000000.0,,510000000.0,6897000000.0,1694000000.0,5203000000.0,567000000.0,341000000.0,4636000000.0,31433000000.0,16065000000.0,937000000.0,1496000000.0,688000000.0,688000000.0,1860000000.0,1860000000.0,5005000000.0,2640000000.0,2365000000.0,6079000000.0,-5039000000.0,11118000000.0,,11118000000.0,,,15368000000.0,1217000000.0,,5878000000.0,-230000000.0,3089000000.0,3019000000.0,5834000000.0,,5834000000.0,,,2439000000.0,459000000.0,1980000000.0,2023-03-31
80900000.0,141647129.0,222547129.0,5898000000.0,8221000000.0,5349000000.0,18037000000.0,4365000000.0,5349000000.0,521000000.0,10337000000.0,15426000000.0,11356000000.0,1019000000.0,10337000000.0,-1917000000.0,-1917000000.0,9380000000.0,19102000000.0,1976000000.0,556000000.0,556000000.0,20379000000.0,9334000000.0,511000000.0,138000000.0,762000000.0,579000000.0,778000000.0,116000000.0,1554000000.0,939000000.0,615000000.0,5475000000.0,386000000.0,5089000000.0,11045000000.0,1017000000.0,1017000000.0,2746000000.0,135000000.0,2611000000.0,994000000.0,1617000000.0,,721000000.0,6561000000.0,1818000000.0,4743000000.0,435000000.0,202000000.0,4308000000.0,31735000000.0,16325000000.0,949000000.0,1523000000.0,767000000.0,767000000.0,1861000000.0,1861000000.0,4988000000.0,2584000000.0,2404000000.0,6237000000.0,-5199000000.0,11436000000.0,,11436000000.0,,,15410000000.0,1207000000.0,,6026000000.0,-245000000.0,3169000000.0,3102000000.0,5863000000.0,,5863000000.0,,,2314000000.0,512000000.0,1802000000.0,2023-06-30
80800000.0,141744863.0,222544863.0,5077000000.0,7970000000.0,5761000000.0,18122000000.0,4786000000.0,5761000000.0,506000000.0,10658000000.0,15608000000.0,11678000000.0,1020000000.0,10658000000.0,-2051000000.0,-2051000000.0,9369000000.0,19520000000.0,2002000000.0,556000000.0,556000000.0,20419000000.0,9293000000.0,506000000.0,155000000.0,765000000.0,573000000.0,806000000.0,120000000.0,1618000000.0,1011000000.0,607000000.0,5323000000.0,373000000.0,4950000000.0,11126000000.0,1029000000.0,1029000000.0,2647000000.0,133000000.0,2514000000.0,804000000.0,1710000000.0,,884000000.0,6566000000.0,1827000000.0,4739000000.0,477000000.0,239000000.0,4262000000.0,32097000000.0,16185000000.0,837000000.0,1500000000.0,865000000.0,865000000.0,1785000000.0,1785000000.0,4897000000.0,2518000000.0,2379000000.0,6301000000.0,-5297000000.0,11598000000.0,,11598000000.0,,,15912000000.0,1280000000.0,225000000.0,5906000000.0,-250000000.0,3168000000.0,2988000000.0,5662000000.0,,5662000000.0,,,2839000000.0,452000000.0,2387000000.0,2023-09-30
80700000.0,141800000.0,222500000.0,4517000000.0,7208000000.0,3832000000.0,15546000000.0,2295000000.0,3832000000.0,512000000.0,8850000000.0,13652000000.0,9904000000.0,1054000000.0,8850000000.0,-2206000000.0,-2206000000.0,9359000000.0,17851000000.0,2008000000.0,556000000.0,556000000.0,22101000000.0,9198000000.0,647000000.0,117000000.0,874000000.0,661000000.0,777000000.0,111000000.0,1496000000.0,966000000.0,530000000.0,5176000000.0,374000000.0,4802000000.0,12903000000.0,1220000000.0,1220000000.0,2032000000.0,138000000.0,1894000000.0,398000000.0,1496000000.0,,1108000000.0,8543000000.0,3745000000.0,4798000000.0,538000000.0,242000000.0,4260000000.0,32005000000.0,16807000000.0,960000000.0,1197000000.0,1082000000.0,1082000000.0,1800000000.0,1800000000.0,5018000000.0,2519000000.0,2499000000.0,6750000000.0,-5425000000.0,12175000000.0,1390000000.0,501000000.0,7245000000.0,3039000000.0,15198000000.0,1197000000.0,,5677000000.0,-249000000.0,2770000000.0,3156000000.0,5583000000.0,,5583000000.0,-75000000.0,5658000000.0,2741000000.0,562000000.0,2179000000.0,2023-12-31
