tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,write_off,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
516709.511568,0.172237,1102000000.0,3000000.0,3000000.0,631000000.0,240000000.0,5742000000.0,1105000000.0,865000000.0,-67000000.0,87000000.0,20000000.0,628516709.511568,631000000.0,7057000000.0,802000000.0,142300000.0,141300000.0,4.43,4.47,631000000.0,631000000.0,631000000.0,-13000000.0,644000000.0,644000000.0,134000000.0,778000000.0,132000000.0,41000000.0,13000000.0,0.0,-12000000.0,-1000000.0,88000000.0,-10000000.0,-67000000.0,87000000.0,20000000.0,713000000.0,1106000000.0,0.0,31000000.0,31000000.0,31000000.0,31000000.0,333000000.0,742000000.0,1819000000.0,5951000000.0,7770000000.0,7770000000.0,2022-12-31
7595000.0,0.217,1327000000.0,35000000.0,35000000.0,790000000.0,246000000.0,6210000000.0,1362000000.0,1116000000.0,-69000000.0,87000000.0,18000000.0,762595000.0,790000000.0,7545000000.0,1026000000.0,142400000.0,141500000.0,5.55,5.58,790000000.0,790000000.0,790000000.0,-16000000.0,806000000.0,806000000.0,223000000.0,1029000000.0,190000000.0,36000000.0,18000000.0,,-19000000.0,1000000.0,119000000.0,17000000.0,-69000000.0,87000000.0,18000000.0,908000000.0,1121000000.0,-14000000.0,32000000.0,32000000.0,32000000.0,32000000.0,350000000.0,753000000.0,2029000000.0,6424000000.0,8453000000.0,8453000000.0,2023-03-31
-1784000.0,0.223,1313000000.0,-8000000.0,-8000000.0,720000000.0,257000000.0,6267000000.0,1305000000.0,1048000000.0,-74000000.0,99000000.0,25000000.0,726216000.0,720000000.0,7773000000.0,997000000.0,142500000.0,141700000.0,5.05,5.08,720000000.0,720000000.0,720000000.0,-17000000.0,737000000.0,737000000.0,212000000.0,949000000.0,158000000.0,33000000.0,0.0,,-1000000.0,1000000.0,133000000.0,-8000000.0,-74000000.0,99000000.0,25000000.0,865000000.0,1283000000.0,-8000000.0,34000000.0,34000000.0,34000000.0,34000000.0,384000000.0,873000000.0,2148000000.0,6490000000.0,8638000000.0,8638000000.0,2023-06-30
-7276000.0,0.214,1266000000.0,-34000000.0,-34000000.0,656000000.0,257000000.0,6137000000.0,1232000000.0,975000000.0,-73000000.0,97000000.0,24000000.0,682724000.0,656000000.0,7598000000.0,950000000.0,142800000.0,141800000.0,4.59,4.63,656000000.0,656000000.0,656000000.0,-34000000.0,690000000.0,690000000.0,188000000.0,878000000.0,118000000.0,34000000.0,-29000000.0,,28000000.0,1000000.0,118000000.0,-5000000.0,-73000000.0,97000000.0,24000000.0,833000000.0,1238000000.0,-3000000.0,34000000.0,34000000.0,34000000.0,34000000.0,376000000.0,831000000.0,2071000000.0,6360000000.0,8431000000.0,8431000000.0,2023-09-30
1890000.0,0.21,-883000000.0,9000000.0,9000000.0,-1431000000.0,264000000.0,6311000000.0,-874000000.0,-1138000000.0,-36000000.0,92000000.0,56000000.0,-1438110000.0,-1431000000.0,9737000000.0,-1212000000.0,,,,,-1431000000.0,-1431000000.0,-1431000000.0,-38000000.0,-1393000000.0,-1393000000.0,163000000.0,-1230000000.0,0.0,-94000000.0,28000000.0,,-34000000.0,6000000.0,85000000.0,-19000000.0,-36000000.0,92000000.0,56000000.0,-1194000000.0,3195000000.0,2021000000.0,33000000.0,33000000.0,33000000.0,33000000.0,390000000.0,751000000.0,2001000000.0,6542000000.0,8543000000.0,8543000000.0,2023-12-31
