treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
80738259.0,283901642.0,364639901.0,15844000000.0,16456000000.0,-11281000000.0,41927000000.0,550000000.0,-11279000000.0,25471000000.0,2000000.0,39741000000.0,25473000000.0,25473000000.0,24000000.0,-1559000000.0,-1559000000.0,8333000000.0,15384000000.0,19590000000.0,367000000.0,365000000.0,2000000.0,27656000000.0,20031000000.0,4861000000.0,902000000.0,4862000000.0,4862000000.0,14268000000.0,14268000000.0,7625000000.0,,2188000000.0,2188000000.0,,,5437000000.0,,5437000000.0,,,5437000000.0,53129000000.0,44954000000.0,1955000000.0,36752000000.0,11989000000.0,24763000000.0,6247000000.0,-6679000000.0,12926000000.0,,,,,,8175000000.0,1544000000.0,,133000000.0,1545000000.0,3604000000.0,2352000000.0,443000000.0,809000000.0,2282000000.0,2282000000.0,612000000.0,0.0,612000000.0,2022-12-31
80625000.0,284014905.0,364639905.0,16243000000.0,18224000000.0,-10768000000.0,43913000000.0,2283000000.0,-10766000000.0,25689000000.0,2000000.0,41701000000.0,25691000000.0,25691000000.0,24000000.0,-1575000000.0,-1575000000.0,8327000000.0,15563000000.0,19639000000.0,367000000.0,365000000.0,2000000.0,28703000000.0,21399000000.0,4469000000.0,920000000.0,4471000000.0,4471000000.0,16010000000.0,16010000000.0,7304000000.0,,2214000000.0,2214000000.0,,,5090000000.0,,,,,,54394000000.0,44807000000.0,1994000000.0,36457000000.0,11677000000.0,24780000000.0,6356000000.0,-6848000000.0,13204000000.0,,,,,,9587000000.0,1443000000.0,,87000000.0,,3657000000.0,2441000000.0,428000000.0,788000000.0,2413000000.0,2413000000.0,1987000000.0,6000000.0,1981000000.0,2023-03-31
80485827.0,290108574.0,370594401.0,15859000000.0,16782000000.0,-9959000000.0,42720000000.0,1710000000.0,-9959000000.0,25938000000.0,,40864000000.0,25938000000.0,25938000000.0,23000000.0,-1507000000.0,-1507000000.0,8321000000.0,15691000000.0,19681000000.0,371000000.0,371000000.0,0.0,27079000000.0,20201000000.0,4371000000.0,904000000.0,4373000000.0,4373000000.0,14926000000.0,14926000000.0,6878000000.0,1000000.0,1856000000.0,1856000000.0,,,5021000000.0,,,,,,53017000000.0,44430000000.0,2059000000.0,35897000000.0,11313000000.0,24584000000.0,6474000000.0,-7002000000.0,13476000000.0,,,,,,8588000000.0,1283000000.0,271000000.0,101000000.0,,3588000000.0,2416000000.0,406000000.0,766000000.0,2414000000.0,2414000000.0,931000000.0,8000000.0,923000000.0,2023-06-30
80202608.0,290391793.0,370594401.0,14463000000.0,15879000000.0,-9672000000.0,41676000000.0,2035000000.0,-9672000000.0,25797000000.0,,40535000000.0,25797000000.0,25797000000.0,24000000.0,-1548000000.0,-1548000000.0,8305000000.0,15535000000.0,19720000000.0,371000000.0,371000000.0,0.0,26983000000.0,20342000000.0,4581000000.0,1023000000.0,,,14738000000.0,14738000000.0,6641000000.0,1000000.0,1141000000.0,1141000000.0,1141000000.0,0.0,5499000000.0,3719000000.0,1780000000.0,139000000.0,139000000.0,1641000000.0,52780000000.0,44104000000.0,2078000000.0,35469000000.0,10947000000.0,24522000000.0,6557000000.0,-7021000000.0,13578000000.0,301000000.0,9609000000.0,3537000000.0,131000000.0,0.0,8676000000.0,1380000000.0,,65000000.0,,3273000000.0,2178000000.0,381000000.0,714000000.0,2534000000.0,2534000000.0,1424000000.0,8000000.0,1416000000.0,2023-09-30
81692169.0,288902232.0,370594401.0,14930000000.0,16110000000.0,-9878000000.0,41443000000.0,616000000.0,-9878000000.0,25333000000.0,,39427000000.0,25333000000.0,25333000000.0,24000000.0,-1515000000.0,-1515000000.0,8828000000.0,15540000000.0,19741000000.0,371000000.0,371000000.0,,26941000000.0,19401000000.0,4413000000.0,894000000.0,,,14094000000.0,14094000000.0,7540000000.0,,2016000000.0,2016000000.0,,,5524000000.0,,,,,,52274000000.0,44117000000.0,2259000000.0,35211000000.0,10614000000.0,24597000000.0,6647000000.0,-7253000000.0,13900000000.0,,,,,,8156000000.0,1349000000.0,,54000000.0,,3304000000.0,2160000000.0,368000000.0,776000000.0,2267000000.0,2267000000.0,1182000000.0,2000000.0,1180000000.0,2023-12-31
