tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-23064047.822374,0.180188,1511000000.0,-128000000.0,-128000000.0,584000000.0,161000000.0,-502000000.0,1383000000.0,1222000000.0,-6000000.0,51000000.0,45000000.0,688935952.177626,584000000.0,3549000000.0,,,,,-378000000.0,,-378000000.0,,,584000000.0,-376000000.0,960000000.0,960000000.0,211000000.0,1171000000.0,-116000000.0,12000000.0,-134000000.0,134000000.0,6000000.0,-6000000.0,0.0,51000000.0,45000000.0,1293000000.0,4051000000.0,2825000000.0,1226000000.0,1226000000.0,210000000.0,,5344000000.0,-502000000.0,4842000000.0,4832000000.0,2022-12-31
-15510000.0,0.141,2126000000.0,-110000000.0,-110000000.0,1010000000.0,165000000.0,670000000.0,2016000000.0,1851000000.0,-27000000.0,60000000.0,33000000.0,1104490000.0,1010000000.0,3405000000.0,584200000.0,584100000.0,1.66,1.67,744000000.0,-5000000.0,749000000.0,261000000.0,,1010000000.0,-528000000.0,1538000000.0,1538000000.0,253000000.0,1791000000.0,-78000000.0,32000000.0,-138000000.0,138000000.0,28000000.0,-27000000.0,,60000000.0,33000000.0,1896000000.0,2735000000.0,2538000000.0,197000000.0,197000000.0,197000000.0,,4631000000.0,670000000.0,5301000000.0,5288000000.0,2023-03-31
-29329000.0,0.211,1324000000.0,-139000000.0,-139000000.0,599000000.0,180000000.0,257000000.0,1185000000.0,1005000000.0,-13000000.0,54000000.0,41000000.0,708671000.0,599000000.0,12647000000.0,579000000.0,579000000.0,1.0,1.0,333000000.0,,333000000.0,266000000.0,9165000.0,599000000.0,-151000000.0,750000000.0,750000000.0,201000000.0,951000000.0,-91000000.0,48000000.0,-153000000.0,153000000.0,14000000.0,-13000000.0,,54000000.0,41000000.0,1055000000.0,12390000000.0,11905000000.0,485000000.0,485000000.0,226000000.0,259000000.0,13445000000.0,257000000.0,13702000000.0,13695000000.0,2023-06-30
-61919592.298981,0.275198,1413000000.0,-225000000.0,-225000000.0,682000000.0,241000000.0,254000000.0,1188000000.0,947000000.0,-5000000.0,64000000.0,59000000.0,845080407.701019,682000000.0,1504000000.0,578797225.0,578797225.0,0.677267,0.677267,392000000.0,0.0,392000000.0,268000000.0,22000000.0,682000000.0,42000000.0,640000000.0,640000000.0,243000000.0,883000000.0,-203000000.0,22000000.0,-211000000.0,211000000.0,-14000000.0,-5000000.0,,64000000.0,59000000.0,1091000000.0,1250000000.0,727000000.0,523000000.0,523000000.0,220000000.0,303000000.0,2341000000.0,254000000.0,2595000000.0,2032000000.0,2023-09-30
-29400000.0,0.21,2398000000.0,-140000000.0,-140000000.0,2756000000.0,217000000.0,261000000.0,2258000000.0,2041000000.0,-37000000.0,80000000.0,43000000.0,2866600000.0,2756000000.0,8942000000.0,601000000.0,584000000.0,4.65,4.75,2448000000.0,46000000.0,2402000000.0,330000000.0,24000000.0,2756000000.0,-825000000.0,3581000000.0,3581000000.0,-1620000000.0,1961000000.0,-106000000.0,34000000.0,-186000000.0,186000000.0,46000000.0,-37000000.0,,80000000.0,43000000.0,2104000000.0,8681000000.0,7734000000.0,947000000.0,947000000.0,229000000.0,718000000.0,10785000000.0,261000000.0,11046000000.0,11038000000.0,2023-12-31
