free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
1465000000.0,-172000000.0,-3242000000.0,1994000000.0,0.0,-196000000.0,575000000.0,11128000000.0,13236000000.0,3000000.0,-2111000000.0,7697000000.0,7697000000.0,9357000000.0,-240000000.0,0.0,-240000000.0,-172000000.0,-172000000.0,0.0,-1248000000.0,-1248000000.0,-3242000000.0,1994000000.0,-11273000000.0,-11273000000.0,-776000000.0,,,53393000000.0,5012000000.0,48381000000.0,1465000000.0,1465000000.0,-1028000000.0,-1127000000.0,99000000.0,1859000000.0,130000000.0,161000000.0,161000000.0,-617000000.0,-617000000.0,960000000.0,2022-12-31
1071000000.0,-458000000.0,-1858000000.0,1203000000.0,,169000000.0,35000000.0,18085000000.0,11128000000.0,3000000.0,6954000000.0,11523000000.0,11523000000.0,12877000000.0,-241000000.0,,-241000000.0,-458000000.0,-458000000.0,,-655000000.0,-655000000.0,-1858000000.0,1203000000.0,-5640000000.0,-5640000000.0,459000000.0,-11031000000.0,-11031000000.0,4932000000.0,6329000000.0,-1397000000.0,1071000000.0,1071000000.0,1441000000.0,1377000000.0,64000000.0,318000000.0,140000000.0,165000000.0,165000000.0,-2531000000.0,-2531000000.0,1538000000.0,2023-03-31
3551000000.0,-77000000.0,-404000000.0,1214000000.0,,176000000.0,99000000.0,14784000000.0,18085000000.0,2000000.0,-3303000000.0,5014000000.0,5014000000.0,4537000000.0,-256000000.0,,-256000000.0,-77000000.0,-77000000.0,,810000000.0,810000000.0,-404000000.0,1214000000.0,-11868000000.0,-11868000000.0,-144000000.0,-19145000000.0,-19145000000.0,7421000000.0,8337000000.0,-916000000.0,3551000000.0,3551000000.0,3580000000.0,-183000000.0,3763000000.0,-1508000000.0,140000000.0,180000000.0,180000000.0,409000000.0,409000000.0,750000000.0,2023-06-30
-364000000.0,-16000000.0,-507000000.0,1404000000.0,,188000000.0,28000000.0,14427000000.0,14784000000.0,-3000000.0,-354000000.0,10221000000.0,10221000000.0,9596000000.0,-256000000.0,,-256000000.0,-16000000.0,-16000000.0,,897000000.0,897000000.0,-507000000.0,1404000000.0,-10211000000.0,-10211000000.0,39000000.0,-16743000000.0,-16743000000.0,6493000000.0,6899000000.0,-406000000.0,-364000000.0,-364000000.0,-1707000000.0,-797000000.0,-910000000.0,-1162000000.0,142000000.0,241000000.0,241000000.0,1482000000.0,1482000000.0,640000000.0,2023-09-30
2064000000.0,-10000000.0,-1011000000.0,1091000000.0,,187000000.0,196000000.0,17691000000.0,14427000000.0,8000000.0,3256000000.0,15880000000.0,15880000000.0,14693000000.0,-281000000.0,,-259000000.0,-10000000.0,-10000000.0,,80000000.0,80000000.0,-1011000000.0,1091000000.0,-14688000000.0,-14688000000.0,-123000000.0,-20121000000.0,-20121000000.0,5556000000.0,7487000000.0,-1931000000.0,2064000000.0,2064000000.0,121000000.0,-1295000000.0,1416000000.0,114000000.0,604000000.0,217000000.0,217000000.0,-2573000000.0,-2573000000.0,3581000000.0,2023-12-31
