tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_business,other_special_charges,write_off,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,excise_taxes,operating_revenue,date
-1591000.0,0.215,811800000.0,-7400000.0,-7400000.0,467700000.0,94900000.0,1209600000.0,804400000.0,709500000.0,-98700000.0,98700000.0,473509000.0,467700000.0,1689800000.0,746700000.0,208497000.0,189883000.0,2.52,2.58,467700000.0,467700000.0,467700000.0,-12000000.0,479700000.0,479700000.0,131100000.0,610800000.0,-37200000.0,0.0,0.0,,0.0,0.0,-29800000.0,-7400000.0,-98700000.0,98700000.0,746700000.0,480200000.0,480200000.0,1226900000.0,1209600000.0,2436500000.0,188100000.0,2624600000.0,2022-11-30
-997035.881435,0.129485,486700000.0,-7700000.0,-7700000.0,223000000.0,105400000.0,1036600000.0,479000000.0,373600000.0,-117200000.0,117200000.0,229702964.118565,223000000.0,1531100000.0,466700000.0,,,,,223000000.0,223000000.0,223000000.0,-200000.0,223200000.0,223200000.0,33200000.0,256400000.0,-93100000.0,-900000.0,,900000.0,0.0,,-85400000.0,-6800000.0,-117200000.0,117200000.0,466700000.0,494500000.0,494500000.0,961200000.0,1036600000.0,1997800000.0,149800000.0,2147600000.0,2023-02-28
-77616000.0,0.396,649900000.0,-196000000.0,-196000000.0,135900000.0,105300000.0,1257100000.0,453900000.0,348600000.0,-118200000.0,118200000.0,254284000.0,135900000.0,1750200000.0,764700000.0,183863000.0,183270000.0,0.74,0.74,135900000.0,135900000.0,135900000.0,-3300000.0,139200000.0,139200000.0,91200000.0,230400000.0,-416100000.0,-124200000.0,,700000.0,123500000.0,,-220100000.0,-71800000.0,-118200000.0,118200000.0,764700000.0,493100000.0,493100000.0,1257800000.0,1257100000.0,2514900000.0,184600000.0,2699500000.0,2023-05-31
-2592600.0,0.174,1081800000.0,-14900000.0,-14900000.0,690000000.0,108400000.0,1386900000.0,1066900000.0,958500000.0,-110600000.0,110600000.0,702307400.0,690000000.0,1858100000.0,978700000.0,184277000.0,183498000.0,3.74,3.76,690000000.0,690000000.0,690000000.0,-10700000.0,700700000.0,700700000.0,147200000.0,847900000.0,-20200000.0,-12300000.0,,,12300000.0,,-5300000.0,-2600000.0,-110600000.0,110600000.0,978700000.0,471200000.0,471200000.0,1449900000.0,1386900000.0,2836800000.0,216200000.0,3053000000.0,2023-08-31
-2200000.0,0.2,874200000.0,-11000000.0,-11000000.0,509100000.0,108100000.0,1200300000.0,863200000.0,755100000.0,-104200000.0,104200000.0,517900000.0,509100000.0,1674000000.0,796900000.0,184170000.0,183525000.0,2.76,2.77,509100000.0,509100000.0,509100000.0,-11800000.0,520900000.0,520900000.0,130000000.0,650900000.0,-41800000.0,0.0,300000.0,,300000.0,,-30800000.0,-11000000.0,-104200000.0,104200000.0,796900000.0,473700000.0,473700000.0,1270600000.0,1200300000.0,2470900000.0,187300000.0,2658200000.0,2023-11-30
0.0,0.17905,701100000.0,0.0,0.0,392400000.0,106100000.0,1100000000.0,701100000.0,595000000.0,-102400000.0,102400000.0,392400000.0,392400000.0,1509800000.0,629400000.0,,,,,392400000.0,392400000.0,392400000.0,-12000000.0,404400000.0,404400000.0,88200000.0,492600000.0,-34400000.0,-300000.0,,0.0,0.0,,-34400000.0,300000.0,-102400000.0,102400000.0,629400000.0,409800000.0,409800000.0,1039200000.0,1100000000.0,2139200000.0,161100000.0,2300300000.0,2024-02-29
