treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
28175566.0,184491582.0,212667148.0,11987300000.0,12172300000.0,-2248600000.0,20561800000.0,800900000.0,-2248600000.0,,8389500000.0,19676600000.0,8716700000.0,327200000.0,8389500000.0,-200900000.0,-200900000.0,5563100000.0,12267800000.0,1883600000.0,2100000.0,2100000.0,,15746300000.0,13021300000.0,1734200000.0,,1734200000.0,,1734200000.0,11287100000.0,,11287100000.0,2725000000.0,,,,885200000.0,,885200000.0,9600000.0,875600000.0,1839800000.0,831700000.0,,1008100000.0,,1008100000.0,24463000000.0,20937100000.0,667100000.0,2241700000.0,2241700000.0,866400000.0,95000000.0,771400000.0,10638100000.0,2741500000.0,7896600000.0,6523800000.0,,,,,,,,,3525900000.0,617900000.0,,,617900000.0,1802000000.0,585100000.0,989100000.0,227800000.0,921000000.0,,921000000.0,185000000.0,185000000.0,2022-11-30
29498426.0,183199002.0,212697428.0,12327800000.0,12960100000.0,-2239900000.0,20874900000.0,527800000.0,-2239900000.0,498800000.0,8413600000.0,19700100000.0,8733900000.0,320300000.0,8413600000.0,28500000.0,28500000.0,5863900000.0,12343900000.0,1903000000.0,2100000.0,2100000.0,0.0,15928400000.0,12960100000.0,137300000.0,457400000.0,661500000.0,92000000.0,569500000.0,11703900000.0,417400000.0,11286500000.0,2968300000.0,164500000.0,34000000.0,34000000.0,1256200000.0,81400000.0,1174800000.0,9500000.0,1165300000.0,1513600000.0,525300000.0,99300000.0,988300000.0,46800000.0,941500000.0,24662300000.0,21166200000.0,498700000.0,2193300000.0,2193300000.0,756500000.0,93200000.0,663300000.0,10653500000.0,2728100000.0,7925400000.0,7064200000.0,-2391900000.0,9456100000.0,1272000000.0,442500000.0,5464000000.0,1800400000.0,477200000.0,0.0,3496100000.0,114700000.0,136200000.0,7700000.0,129500000.0,1898700000.0,685400000.0,967800000.0,245500000.0,1075800000.0,174200000.0,901600000.0,133500000.0,133500000.0,2023-02-28
29438466.0,183259042.0,212697508.0,12164500000.0,12357000000.0,-2096300000.0,20942000000.0,462100000.0,-2096300000.0,,8585000000.0,19564800000.0,8908200000.0,323200000.0,8585000000.0,242900000.0,242900000.0,5894800000.0,12316700000.0,1918100000.0,2100000.0,2100000.0,,15851000000.0,12660500000.0,1680700000.0,,,,,10979800000.0,,10979800000.0,3190500000.0,,,,1377200000.0,,1377200000.0,558100000.0,819100000.0,1813300000.0,810000000.0,,1003300000.0,,1003300000.0,24759200000.0,21106600000.0,783400000.0,2160500000.0,2160500000.0,291300000.0,,291300000.0,10681300000.0,2727400000.0,7953900000.0,7190100000.0,,,,,,,,,3652600000.0,575600000.0,,,,1951400000.0,756000000.0,956300000.0,239100000.0,933100000.0,,933100000.0,192500000.0,192500000.0,2023-05-31
29038592.0,183659136.0,212697728.0,11623200000.0,11706500000.0,-1329300000.0,21097300000.0,576800000.0,-1329300000.0,,9390800000.0,20071600000.0,9724000000.0,333200000.0,9390800000.0,434400000.0,434400000.0,5887200000.0,12842700000.0,1998800000.0,2100000.0,2100000.0,,15206000000.0,12348500000.0,1667700000.0,,,,,10680800000.0,,10680800000.0,2857500000.0,,,,1025700000.0,,1025700000.0,558300000.0,467400000.0,1831800000.0,853000000.0,,978800000.0,,978800000.0,24930000000.0,21495700000.0,770600000.0,2147600000.0,2147600000.0,277100000.0,,277100000.0,10720100000.0,2734500000.0,7985600000.0,7580300000.0,,7580300000.0,,7580300000.0,,,,,3434300000.0,603800000.0,,,,1814000000.0,657400000.0,930200000.0,226400000.0,933200000.0,,933200000.0,83300000.0,83300000.0,2023-08-31
29905366.0,182792932.0,212698298.0,11619800000.0,11698500000.0,-1239410000.0,21169500000.0,171500000.0,-1239410000.0,,9471000000.0,19753300000.0,9798400000.0,327400000.0,9471000000.0,364400000.0,364400000.0,6102300000.0,13187600000.0,2019200000.0,2100000.0,2100000.0,,15259000000.0,11879100000.0,1596800000.0,,,,,10282300000.0,,10282300000.0,3379900000.0,,,,1416200000.0,,1416200000.0,957300000.0,458900000.0,1963700000.0,934900000.0,,1028800000.0,,1028800000.0,25057400000.0,21506010000.0,762700000.0,2086100000.0,2086100000.0,233300000.0,,233300000.0,10710410000.0,2732210000.0,7978200000.0,7713500000.0,,7713500000.0,,7713500000.0,,,,,3551400000.0,587400000.0,,,,1988000000.0,645100000.0,1098900000.0,244000000.0,897300000.0,,897300000.0,78700000.0,78700000.0,2023-11-30
29809881.0,182888417.0,212698298.0,11726900000.0,12557600000.0,-968900000.0,21622400000.0,587800000.0,-968900000.0,678300000.0,9743100000.0,20424200000.0,10064600000.0,321500000.0,9743100000.0,376800000.0,376800000.0,6100300000.0,13417200000.0,2047300000.0,2100000.0,2100000.0,0.0,15627100000.0,12485400000.0,104800000.0,439100000.0,671700000.0,80200000.0,591500000.0,11269800000.0,588700000.0,10681100000.0,3141700000.0,177600000.0,34600000.0,34600000.0,1287800000.0,89600000.0,1198200000.0,956800000.0,241400000.0,1641700000.0,483600000.0,110700000.0,1158100000.0,51000000.0,1107100000.0,25691700000.0,21962200000.0,969400000.0,2055000000.0,2055000000.0,170600000.0,,170600000.0,10712000000.0,2731700000.0,7980300000.0,8055200000.0,-2733100000.0,10788300000.0,2296600000.0,264600000.0,5811900000.0,1941600000.0,473600000.0,0.0,3729500000.0,116400000.0,162500000.0,8500000.0,130900000.0,2078300000.0,728200000.0,1096000000.0,254100000.0,1080500000.0,247700000.0,832800000.0,152400000.0,152400000.0,2024-02-29
