free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
377500000.0,-1500000000.0,-2600000.0,999000000.0,-248800000.0,185000000.0,165100000.0,1500000.0,18400000.0,-447300000.0,-447300000.0,-15800000.0,6200000.0,-145800000.0,-1500000000.0,-1500000000.0,1208100000.0,211700000.0,996400000.0,-2600000.0,999000000.0,-160600000.0,-160600000.0,-100000.0,88300000.0,96700000.0,-8400000.0,-248800000.0,-248800000.0,626300000.0,626300000.0,-44700000.0,-14600000.0,39200000.0,40700000.0,-1500000.0,-1500000.0,39100000.0,-173000000.0,59500000.0,59500000.0,44900000.0,18300000.0,7400000.0,0.0,9800000.0,9800000.0,94900000.0,94900000.0,94900000.0,16000000.0,29800000.0,479700000.0,2022-11-30
124700000.0,-299700000.0,-502400000.0,499100000.0,-351600000.0,133500000.0,185000000.0,-1000000.0,-50500000.0,-174000000.0,-174000000.0,-19800000.0,5700000.0,-146600000.0,-299700000.0,-299700000.0,286400000.0,289700000.0,-3300000.0,-502400000.0,499100000.0,-352800000.0,-352800000.0,100000.0,-1300000.0,0.0,-1300000.0,-351600000.0,-351600000.0,476300000.0,476300000.0,-129900000.0,17900000.0,-65300000.0,7200000.0,-72500000.0,-72500000.0,-6800000.0,-97100000.0,21400000.0,21400000.0,72900000.0,12400000.0,6800000.0,69700000.0,-10600000.0,-10600000.0,105400000.0,105400000.0,105400000.0,126400000.0,126400000.0,223200000.0,2023-02-28
388400000.0,-35000000.0,-502500000.0,744800000.0,-277000000.0,192500000.0,133500000.0,200000.0,58800000.0,-314700000.0,-314700000.0,-27500000.0,15900000.0,-164100000.0,-35000000.0,-35000000.0,-104000000.0,-346300000.0,242300000.0,-502500000.0,744800000.0,-291900000.0,-291900000.0,,-14900000.0,6700000.0,-21600000.0,-277000000.0,-277000000.0,665400000.0,665400000.0,-121700000.0,24300000.0,-39000000.0,-73200000.0,34200000.0,34200000.0,-17900000.0,-57600000.0,-31500000.0,-31500000.0,112500000.0,14500000.0,71800000.0,123500000.0,-300000.0,-300000.0,105300000.0,105300000.0,105300000.0,220600000.0,220600000.0,139200000.0,2023-05-31
651600000.0,0.0,-302600000.0,0.0,-305000000.0,83300000.0,192500000.0,900000.0,-110100000.0,-757700000.0,-757700000.0,-10300000.0,70300000.0,-163500000.0,0.0,0.0,-654200000.0,-351600000.0,-302600000.0,-302600000.0,0.0,-309000000.0,-309000000.0,,-14800000.0,-1300000.0,-13500000.0,-305000000.0,-305000000.0,956600000.0,956600000.0,52400000.0,-6700000.0,-51300000.0,39300000.0,-90600000.0,-90600000.0,-30000000.0,138900000.0,1500000.0,1500000.0,29700000.0,18000000.0,2600000.0,12300000.0,26600000.0,26600000.0,108400000.0,108400000.0,108400000.0,5900000.0,5900000.0,700700000.0,2023-08-31
394900000.0,-214700000.0,-2400000.0,0.0,-329900000.0,78700000.0,83300000.0,-400000.0,-4200000.0,-400000000.0,-400000000.0,-13700000.0,2800000.0,-163500000.0,-214700000.0,-214700000.0,-10900000.0,-8500000.0,-2400000.0,-2400000.0,0.0,-329000000.0,-329000000.0,7900000.0,-7000000.0,0.0,-7000000.0,-329900000.0,-329900000.0,724800000.0,724800000.0,-1700000.0,,151900000.0,71000000.0,80900000.0,80900000.0,-1200000.0,-171700000.0,36900000.0,36900000.0,21400000.0,17000000.0,11000000.0,300000.0,1900000.0,1900000.0,108100000.0,108100000.0,108100000.0,45900000.0,30800000.0,520900000.0,2023-11-30
76000000.0,0.0,-2200000.0,399600000.0,-357200000.0,152400000.0,78700000.0,-1300000.0,75000000.0,-2200000.0,-2200000.0,-34900000.0,15500000.0,-162700000.0,0.0,0.0,179900000.0,-217500000.0,397400000.0,-2200000.0,399600000.0,-356000000.0,-356000000.0,900000.0,0.0,0.0,0.0,-357200000.0,-357200000.0,433200000.0,433200000.0,-216800000.0,,-152800000.0,-153000000.0,200000.0,200000.0,-27400000.0,-91900000.0,66300000.0,66300000.0,-44100000.0,14100000.0,0.0,1300000.0,119700000.0,119700000.0,106100000.0,106100000.0,106100000.0,48500000.0,63900000.0,404400000.0,2024-02-29
