tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,write_off
-88803767.728586,0.003319,9711000000.0,-26753000000.0,-26753000000.0,-23482000000.0,4595000000.0,13571000000.0,-17042000000.0,-21637000000.0,-1560000000.0,1560000000.0,3182196232.271414,-23517000000.0,25682000000.0,-21092000000.0,7533000000.0,7157000000.0,-3.2,-3.2,-24003000000.0,,-23571000000.0,54000000.0,-23517000000.0,-362000000.0,-23155000000.0,-35000000.0,-23120000000.0,-77000000.0,-23197000000.0,-27298000000.0,-919000000.0,-26753000000.0,26753000000.0,374000000.0,-1560000000.0,1560000000.0,5661000000.0,12111000000.0,4595000000.0,4595000000.0,7516000000.0,17772000000.0,13571000000.0,31343000000.0,31343000000.0,2022-12-31,
0.0,0.228,12106000000.0,,,4228000000.0,4631000000.0,12331000000.0,12106000000.0,7475000000.0,-1708000000.0,1708000000.0,4228000000.0,4228000000.0,24137000000.0,6002000000.0,7474000000.0,7168000000.0,0.57,0.58,4252000000.0,76000000.0,4176000000.0,52000000.0,4228000000.0,-225000000.0,4453000000.0,0.0,4453000000.0,1314000000.0,5767000000.0,1473000000.0,935000000.0,,,538000000.0,-1708000000.0,1708000000.0,6002000000.0,11806000000.0,4631000000.0,4631000000.0,7175000000.0,17808000000.0,12331000000.0,30139000000.0,30139000000.0,2023-03-31,
0.0,0.228,12448000000.0,0.0,0.0,4489000000.0,4675000000.0,11827000000.0,12448000000.0,7773000000.0,-1608000000.0,1608000000.0,4489000000.0,4489000000.0,23511000000.0,6406000000.0,7180000000.0,7180000000.0,0.61,0.61,4437000000.0,0.0,4437000000.0,52000000.0,4489000000.0,-273000000.0,4762000000.0,0.0,4762000000.0,1403000000.0,6165000000.0,1367000000.0,987000000.0,0.0,0.0,380000000.0,-1608000000.0,1608000000.0,6406000000.0,11684000000.0,4675000000.0,4675000000.0,7009000000.0,18090000000.0,11827000000.0,29917000000.0,29917000000.0,2023-06-30,
-140128000.0,0.232,11951000000.0,-604000000.0,-604000000.0,3495000000.0,4705000000.0,12054000000.0,11347000000.0,6642000000.0,-1662000000.0,1662000000.0,3958872000.0,3495000000.0,23964000000.0,5782000000.0,7185000000.0,7185000000.0,0.48,0.48,3444000000.0,0.0,3444000000.0,51000000.0,3495000000.0,-331000000.0,3826000000.0,0.0,3826000000.0,1154000000.0,4980000000.0,256000000.0,440000000.0,-604000000.0,604000000.0,420000000.0,-1662000000.0,1662000000.0,6386000000.0,11910000000.0,4705000000.0,4705000000.0,7205000000.0,18296000000.0,12054000000.0,30350000000.0,30350000000.0,2023-09-30,
-71017029.972752,0.120572,10017000000.0,-589000000.0,-589000000.0,2188000000.0,4766000000.0,13911000000.0,9428000000.0,4662000000.0,-1726000000.0,1726000000.0,2705982970.027248,2188000000.0,26162000000.0,5271000000.0,7191000000.0,7190000000.0,0.3,0.3,2138000000.0,3000000.0,2135000000.0,53000000.0,2188000000.0,-394000000.0,2582000000.0,0.0,2582000000.0,354000000.0,2936000000.0,-1198000000.0,-946000000.0,-589000000.0,,337000000.0,-1726000000.0,1726000000.0,5860000000.0,12251000000.0,4766000000.0,4766000000.0,7485000000.0,18111000000.0,13911000000.0,32022000000.0,32022000000.0,2023-12-31,589000000.0
