treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
493156816.0,118000000.0,7128000000.0,7621156816.0,132319000000.0,154679000000.0,-99841000000.0,233520000000.0,-23065000000.0,-99841000000.0,18659000000.0,97500000000.0,225923000000.0,106457000000.0,8957000000.0,97500000000.0,2766000000.0,-1998000000.0,-1800000000.0,6654000000.0,-90000000.0,17082000000.0,-19415000000.0,123610000000.0,7621000000.0,7621000000.0,0.0,296396000000.0,240223000000.0,28849000000.0,7260000000.0,7260000000.0,57032000000.0,57032000000.0,147082000000.0,18659000000.0,128423000000.0,56173000000.0,2670000000.0,3918000000.0,3918000000.0,7597000000.0,7597000000.0,6601000000.0,0.0,866000000.0,6731000000.0,1173000000.0,40815000000.0,3765000000.0,2160000000.0,37050000000.0,3137000000.0,2014000000.0,798000000.0,31101000000.0,402853000000.0,369745000000.0,19612000000.0,3533000000.0,3533000000.0,3533000000.0,197341000000.0,129446000000.0,67895000000.0,149259000000.0,-202185000000.0,351444000000.0,7182000000.0,188022000000.0,116108000000.0,38751000000.0,1381000000.0,0.0,33108000000.0,14818000000.0,0.0,3123000000.0,11466000000.0,11466000000.0,-588000000.0,12054000000.0,3701000000.0,3701000000.0,2835000000.0,866000000.0,2022-12-31
471514050.0,118000000.0,7149000000.0,7620514050.0,134663000000.0,155897000000.0,-98347000000.0,236880000000.0,-28247000000.0,-98347000000.0,18413000000.0,99396000000.0,223123000000.0,108346000000.0,8950000000.0,99396000000.0,2354000000.0,2354000000.0,,,,16166000000.0,-15187000000.0,120774000000.0,7621000000.0,7621000000.0,0.0,292527000000.0,234377000000.0,27883000000.0,7060000000.0,7060000000.0,57294000000.0,57294000000.0,142140000000.0,18413000000.0,123727000000.0,58150000000.0,,3922000000.0,3922000000.0,13757000000.0,13757000000.0,9749000000.0,750000000.0,3258000000.0,0.0,,40471000000.0,,,40471000000.0,,2082000000.0,,38389000000.0,400873000000.0,370970000000.0,20340000000.0,2810000000.0,2810000000.0,,197743000000.0,129848000000.0,67895000000.0,150077000000.0,-202028000000.0,352105000000.0,,352105000000.0,,,,,29903000000.0,14077000000.0,,2791000000.0,10214000000.0,10214000000.0,-619000000.0,10833000000.0,2821000000.0,2821000000.0,1787000000.0,1034000000.0,2023-03-31
471323301.0,118000000.0,7149425297.0,7620748598.0,133752000000.0,161591000000.0,-96339000000.0,245183000000.0,-17487000000.0,-96339000000.0,18311000000.0,101903000000.0,229915000000.0,118045000000.0,16142000000.0,101903000000.0,2305000000.0,2305000000.0,,,,16158000000.0,-10698000000.0,118833000000.0,7621000000.0,7621000000.0,0.0,290408000000.0,236249000000.0,25258000000.0,6696000000.0,6696000000.0,57972000000.0,57972000000.0,146323000000.0,18311000000.0,128012000000.0,54159000000.0,,3833000000.0,3833000000.0,15268000000.0,15268000000.0,10649000000.0,,4619000000.0,0.0,,35058000000.0,,,35058000000.0,,2020000000.0,,33038000000.0,408453000000.0,371781000000.0,20396000000.0,2779000000.0,2779000000.0,,198242000000.0,130388000000.0,67854000000.0,150364000000.0,-205423000000.0,355787000000.0,,355787000000.0,,,,,36672000000.0,15492000000.0,,2348000000.0,9304000000.0,9304000000.0,-528000000.0,9832000000.0,9528000000.0,9528000000.0,8479000000.0,1049000000.0,2023-06-30
471150008.0,118000000.0,7149598590.0,7620748598.0,130463000000.0,155733000000.0,-96596000000.0,241706000000.0,-16064000000.0,-96596000000.0,17730000000.0,103703000000.0,230404000000.0,119827000000.0,16124000000.0,103703000000.0,2545000000.0,2545000000.0,,,,16150000000.0,-7203000000.0,116890000000.0,7621000000.0,7621000000.0,0.0,286871000000.0,235187000000.0,25591000000.0,6494000000.0,6494000000.0,58671000000.0,58671000000.0,144431000000.0,17730000000.0,126701000000.0,51684000000.0,,3703000000.0,3703000000.0,11302000000.0,11302000000.0,6727000000.0,,4575000000.0,0.0,,36679000000.0,,,36679000000.0,,2020000000.0,,34659000000.0,406698000000.0,371078000000.0,19435000000.0,1847000000.0,1847000000.0,,200299000000.0,132445000000.0,67854000000.0,149497000000.0,-208813000000.0,358310000000.0,,358310000000.0,,,,,35620000000.0,16598000000.0,,2520000000.0,8962000000.0,8962000000.0,-484000000.0,9446000000.0,7540000000.0,7540000000.0,6117000000.0,1423000000.0,2023-09-30
470685237.0,118000000.0,7150063361.0,7620748598.0,130609000000.0,154899000000.0,-97059000000.0,240628000000.0,-14669000000.0,-97059000000.0,17568000000.0,103297000000.0,231151000000.0,119415000000.0,16118000000.0,103297000000.0,2300000000.0,-1029000000.0,-1337000000.0,4723000000.0,-57000000.0,16128000000.0,-5015000000.0,114519000000.0,7621000000.0,7621000000.0,0.0,287645000000.0,236518000000.0,23696000000.0,8734000000.0,8734000000.0,58666000000.0,58666000000.0,145422000000.0,17568000000.0,127854000000.0,51127000000.0,,3778000000.0,3778000000.0,9477000000.0,9477000000.0,,,2091000000.0,7386000000.0,631000000.0,37241000000.0,3885000000.0,2187000000.0,33356000000.0,3005000000.0,2020000000.0,1022000000.0,27309000000.0,407060000000.0,370602000000.0,19601000000.0,1251000000.0,1251000000.0,,200356000000.0,132502000000.0,67854000000.0,149394000000.0,-211402000000.0,360796000000.0,5640000000.0,196393000000.0,118006000000.0,39380000000.0,1377000000.0,0.0,36458000000.0,17270000000.0,,2177000000.0,10289000000.0,10289000000.0,-499000000.0,10788000000.0,6722000000.0,6722000000.0,5354000000.0,1368000000.0,2023-12-31
