free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
443000000.0,-285000000.0,0.0,0.0,-124000000.0,101000000.0,4835000000.0,3398000000.0,1437000000.0,-197000000.0,-197000000.0,0.0,88000000.0,-285000000.0,-285000000.0,0.0,0.0,0.0,0.0,1067000000.0,1067000000.0,-1000000.0,1178000000.0,1446000000.0,-268000000.0,14000000.0,0.0,14000000.0,-124000000.0,-124000000.0,567000000.0,567000000.0,-840000000.0,-262000000.0,-448000000.0,186000000.0,120000000.0,-372000000.0,-404000000.0,198000000.0,210000000.0,-3000000.0,315000000.0,-177000000.0,-177000000.0,1245000000.0,1245000000.0,1245000000.0,6000000.0,5000000.0,5000000.0,1000000.0,21000000.0,2022-12-31
328000000.0,-262000000.0,,,-158000000.0,,3825000000.0,4835000000.0,-1010000000.0,-259000000.0,-259000000.0,,3000000.0,-262000000.0,-262000000.0,,,,,-1237000000.0,-1237000000.0,6000000.0,-1085000000.0,618000000.0,-1703000000.0,0.0,0.0,,-158000000.0,-158000000.0,486000000.0,486000000.0,-387000000.0,182000000.0,218000000.0,-36000000.0,73000000.0,-191000000.0,-464000000.0,86000000.0,86000000.0,,309000000.0,-308000000.0,-308000000.0,1006000000.0,1006000000.0,1006000000.0,5000000.0,-1000000.0,-1000000.0,6000000.0,-139000000.0,2023-03-31
254000000.0,-66000000.0,,,-125000000.0,,3841000000.0,3825000000.0,16000000.0,75000000.0,75000000.0,,141000000.0,-66000000.0,-66000000.0,,,,,-438000000.0,-438000000.0,-1000000.0,-312000000.0,801000000.0,-1113000000.0,0.0,0.0,,-125000000.0,-125000000.0,379000000.0,379000000.0,-582000000.0,68000000.0,-127000000.0,195000000.0,236000000.0,-46000000.0,-332000000.0,-272000000.0,-272000000.0,,348000000.0,-274000000.0,-274000000.0,873000000.0,873000000.0,873000000.0,4000000.0,,3000000.0,1000000.0,27000000.0,2023-06-30
297000000.0,-806000000.0,,0.0,-124000000.0,-12000000.0,3561000000.0,3841000000.0,-280000000.0,-803000000.0,-803000000.0,,4000000.0,-806000000.0,-806000000.0,0.0,0.0,,0.0,102000000.0,102000000.0,-10000000.0,250000000.0,746000000.0,-496000000.0,-14000000.0,0.0,-14000000.0,-124000000.0,-124000000.0,421000000.0,421000000.0,-838000000.0,-75000000.0,459000000.0,-534000000.0,-547000000.0,-143000000.0,122000000.0,-742000000.0,-743000000.0,-23000000.0,353000000.0,-218000000.0,-218000000.0,848000000.0,848000000.0,848000000.0,0.0,,-3000000.0,3000000.0,299000000.0,2023-09-30
242000000.0,-278000000.0,0.0,0.0,-139000000.0,489000000.0,3933000000.0,3561000000.0,372000000.0,-159000000.0,-159000000.0,-1000000.0,120000000.0,-278000000.0,-278000000.0,0.0,0.0,0.0,0.0,150000000.0,150000000.0,-6000000.0,412000000.0,822000000.0,-410000000.0,-117000000.0,0.0,-117000000.0,-139000000.0,-139000000.0,381000000.0,381000000.0,-1242000000.0,-915000000.0,-771000000.0,-144000000.0,-181000000.0,-92000000.0,94000000.0,-329000000.0,-321000000.0,-24000000.0,374000000.0,-219000000.0,-219000000.0,824000000.0,824000000.0,824000000.0,1000000.0,,,1000000.0,667000000.0,2023-12-31
