tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,1128000000.0,21000000.0,1245000000.0,2552000000.0,1128000000.0,-117000000.0,46000000.0,19000000.0,21000000.0,21000000.0,5748000000.0,-149000000.0,1618000000.0,1613000000.0,0.01,0.01,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,3000000.0,-154000000.0,-136000000.0,-33000000.0,29000000.0,46000000.0,19000000.0,-149000000.0,2552000000.0,-5000000.0,601000000.0,601000000.0,601000000.0,601000000.0,1366000000.0,590000000.0,2403000000.0,3196000000.0,5599000000.0,5599000000.0,2022-12-31
0.0,0.21,904000000.0,-139000000.0,1006000000.0,2506000000.0,904000000.0,-102000000.0,-25000000.0,25000000.0,-139000000.0,-139000000.0,5498000000.0,-145000000.0,1611000000.0,1611000000.0,-0.09,-0.09,-139000000.0,-139000000.0,-139000000.0,-139000000.0,-139000000.0,1000000.0,13000000.0,-127000000.0,43000000.0,43000000.0,-25000000.0,25000000.0,-145000000.0,2504000000.0,-10000000.0,518000000.0,518000000.0,518000000.0,518000000.0,1411000000.0,585000000.0,2359000000.0,2994000000.0,5353000000.0,5353000000.0,2023-03-31
0.0,0.21,899000000.0,27000000.0,873000000.0,2524000000.0,899000000.0,26000000.0,-28000000.0,28000000.0,27000000.0,27000000.0,5379000000.0,-20000000.0,1627000000.0,1612000000.0,0.02,0.02,27000000.0,27000000.0,27000000.0,27000000.0,27000000.0,6000000.0,-23000000.0,-2000000.0,46000000.0,46000000.0,-28000000.0,28000000.0,-20000000.0,2463000000.0,-8000000.0,481000000.0,481000000.0,481000000.0,481000000.0,1443000000.0,547000000.0,2443000000.0,2916000000.0,5359000000.0,5359000000.0,2023-06-30
0.0,0.21,1131000000.0,299000000.0,848000000.0,2655000000.0,1131000000.0,283000000.0,-26000000.0,26000000.0,299000000.0,299000000.0,5576000000.0,224000000.0,1629000000.0,1616000000.0,0.18,0.18,299000000.0,299000000.0,299000000.0,299000000.0,299000000.0,3000000.0,-39000000.0,257000000.0,59000000.0,59000000.0,-26000000.0,26000000.0,224000000.0,2523000000.0,-10000000.0,450000000.0,450000000.0,450000000.0,450000000.0,1507000000.0,576000000.0,2747000000.0,3053000000.0,5800000000.0,5800000000.0,2023-09-30
0.0,0.21,1215000000.0,667000000.0,824000000.0,2853000000.0,1215000000.0,391000000.0,179000000.0,27000000.0,667000000.0,667000000.0,5826000000.0,342000000.0,1628000000.0,1616000000.0,0.41,0.41,667000000.0,667000000.0,667000000.0,667000000.0,667000000.0,6000000.0,-297000000.0,364000000.0,-157000000.0,-156000000.0,179000000.0,27000000.0,342000000.0,2569000000.0,-6000000.0,420000000.0,420000000.0,420000000.0,420000000.0,1511000000.0,644000000.0,2911000000.0,3257000000.0,6168000000.0,6168000000.0,2023-12-31
