free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,net_investment_purchase_and_sale
1164500000.0,-109200000.0,0.0,0.0,-12600000.0,70400000.0,108900000.0,4281800000.0,3198500000.0,152600000.0,930700000.0,-272400000.0,-272400000.0,-28600000.0,1100000.0,-143400000.0,-143400000.0,-109200000.0,-109200000.0,7700000.0,7700000.0,0.0,0.0,0.0,26000000.0,26000000.0,,100000.0,,100000.0,-12600000.0,1177100000.0,1177100000.0,639100000.0,184000000.0,1698300000.0,1698300000.0,1698300000.0,121300000.0,-1364500000.0,-1364500000.0,5800000.0,20400000.0,54600000.0,54600000.0,20000000.0,20000000.0,34600000.0,1300000.0,1300000.0,0.0,455900000.0,2022-12-31,
-545200000.0,-305100000.0,,,-23100000.0,13700000.0,73600000.0,3261500000.0,4281800000.0,18400000.0,-1038700000.0,-479000000.0,-479000000.0,-58900000.0,26300000.0,-142300000.0,-142300000.0,-305100000.0,-305100000.0,1000000.0,1000000.0,,,,-37600000.0,-37600000.0,-14500000.0,0.0,,0.0,-23100000.0,-522100000.0,-522100000.0,-951000000.0,-261600000.0,-1458800000.0,-1458800000.0,-1458800000.0,-295600000.0,1065000000.0,1065000000.0,109000000.0,20700000.0,53900000.0,53900000.0,19300000.0,19300000.0,34600000.0,1400000.0,1400000.0,,243900000.0,2023-03-31,
-279400000.0,-233700000.0,,,-16900000.0,61500000.0,215500000.0,2734100000.0,3261500000.0,-17100000.0,-510300000.0,-418000000.0,-418000000.0,-49100000.0,6900000.0,-142800000.0,-142800000.0,-233700000.0,-233700000.0,700000.0,700000.0,,,,170200000.0,170200000.0,,172600000.0,,-6100000.0,-16900000.0,-262500000.0,-262500000.0,-713800000.0,-577400000.0,442700000.0,442700000.0,442700000.0,-98700000.0,-480400000.0,-480400000.0,74100000.0,20400000.0,51100000.0,51100000.0,19300000.0,19300000.0,31800000.0,-77500000.0,1300000.0,,383200000.0,2023-06-30,
381300000.0,-25500000.0,,,-24200000.0,27900000.0,56600000.0,2769600000.0,2734100000.0,-69300000.0,104800000.0,-276700000.0,-276700000.0,-107300000.0,1300000.0,-138900000.0,-138900000.0,-25500000.0,-25500000.0,-6300000.0,-6300000.0,,,,-24000000.0,-24000000.0,,-60600000.0,13900000.0,-74500000.0,-24200000.0,405500000.0,405500000.0,-62400000.0,44700000.0,-260300000.0,-260300000.0,-260300000.0,24700000.0,128500000.0,128500000.0,3200000.0,22500000.0,52400000.0,52400000.0,20300000.0,20300000.0,32100000.0,1500000.0,1500000.0,0.0,388300000.0,2023-09-30,
1786800000.0,-6500000.0,,,-14200000.0,59700000.0,128600000.0,4432000000.0,2769600000.0,105000000.0,1557400000.0,-214100000.0,-214100000.0,-65900000.0,1100000.0,-138700000.0,-138700000.0,-6500000.0,-6500000.0,-4100000.0,-4100000.0,,,,-29500000.0,-29500000.0,,-15300000.0,-2600000.0,-12700000.0,-14200000.0,1801000000.0,1801000000.0,1264300000.0,364800000.0,1878700000.0,1878700000.0,1878700000.0,247800000.0,-1227000000.0,-1227000000.0,2900000.0,21200000.0,53700000.0,53700000.0,21400000.0,21400000.0,32300000.0,1100000.0,1100000.0,0.0,457800000.0,2023-12-31,0.0
-641600000.0,-180100000.0,,645900000.0,-23100000.0,8500000.0,69400000.0,3172800000.0,4432000000.0,-85800000.0,-1173400000.0,283400000.0,283400000.0,-46000000.0,2100000.0,-138800000.0,-138800000.0,-180100000.0,-180100000.0,646200000.0,300000.0,645900000.0,,645900000.0,-838300000.0,-838300000.0,-13700000.0,-801500000.0,,-801500000.0,-23100000.0,-618500000.0,-618500000.0,-1033600000.0,-176900000.0,-1347000000.0,-1347000000.0,-1347000000.0,-393900000.0,884200000.0,884200000.0,-5000000.0,22100000.0,59600000.0,59600000.0,25800000.0,25800000.0,33800000.0,1400000.0,1400000.0,,337000000.0,2024-03-31,
