tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.265078,717700000.0,412700000.0,54600000.0,3086400000.0,717700000.0,663100000.0,-22400000.0,46300000.0,28500000.0,412700000.0,412700000.0,3225500000.0,294400000.0,642700000.0,205200000.0,203900000.0,2.09,2.11,412700000.0,412700000.0,412700000.0,-43200000.0,455900000.0,455900000.0,2600000.0,163500000.0,616800000.0,-22400000.0,46300000.0,28500000.0,642700000.0,139100000.0,54600000.0,54600000.0,84500000.0,781800000.0,3086400000.0,3868200000.0,3868200000.0,2022-12-31
0.0,0.255,436000000.0,227500000.0,53900000.0,2953700000.0,436000000.0,382100000.0,-19300000.0,54900000.0,35600000.0,227500000.0,227500000.0,3096800000.0,291600000.0,346500000.0,204500000.0,202200000.0,1.11,1.13,227500000.0,227500000.0,227500000.0,-16400000.0,243900000.0,243900000.0,100000.0,83400000.0,327200000.0,-19300000.0,54900000.0,35600000.0,346500000.0,143100000.0,53900000.0,53900000.0,89200000.0,489600000.0,2953700000.0,3443300000.0,3443300000.0,2023-03-31
0.0,0.27,631900000.0,366300000.0,51100000.0,2909000000.0,631900000.0,580800000.0,-27400000.0,57500000.0,30100000.0,366300000.0,366300000.0,3059200000.0,297700000.0,550700000.0,201600000.0,198900000.0,1.82,1.84,366300000.0,366300000.0,366300000.0,-16900000.0,383200000.0,383200000.0,1100000.0,141200000.0,523300000.0,-27400000.0,57500000.0,30100000.0,550700000.0,150200000.0,51100000.0,51100000.0,99100000.0,700900000.0,2909000000.0,3609900000.0,3609900000.0,2023-06-30
0.0,0.26,628400000.0,371900000.0,52400000.0,2875100000.0,628400000.0,576000000.0,-38300000.0,53500000.0,15200000.0,371900000.0,371900000.0,3017300000.0,0.0,560800000.0,199900000.0,198100000.0,1.86,1.88,371900000.0,371900000.0,371900000.0,-16400000.0,388300000.0,388300000.0,1900000.0,136100000.0,522500000.0,-38300000.0,53500000.0,15200000.0,560800000.0,142200000.0,52400000.0,52400000.0,89800000.0,703000000.0,2875100000.0,3578100000.0,3578100000.0,2023-09-30
0.0,0.264881,723300000.0,337600000.0,53700000.0,3244900000.0,723300000.0,669600000.0,-28700000.0,49700000.0,25800000.0,337600000.0,337600000.0,3414200000.0,977300000.0,646700000.0,199500000.0,198000000.0,2.13,2.15,337600000.0,337600000.0,337600000.0,-120200000.0,457800000.0,457800000.0,2100000.0,164200000.0,619900000.0,-28700000.0,49700000.0,25800000.0,646700000.0,169300000.0,53700000.0,53700000.0,115600000.0,816000000.0,3244900000.0,4060900000.0,4060900000.0,2023-12-31
0.0,0.257,565500000.0,318600000.0,59600000.0,3006700000.0,565500000.0,505900000.0,-26800000.0,53800000.0,27000000.0,318600000.0,318600000.0,3151600000.0,314100000.0,478900000.0,200100000.0,197900000.0,1.59,1.61,318600000.0,318600000.0,318600000.0,-18400000.0,337000000.0,337000000.0,900000.0,116000000.0,452100000.0,-26800000.0,53800000.0,27000000.0,478900000.0,144900000.0,59600000.0,59600000.0,85300000.0,623800000.0,3006700000.0,3630500000.0,3630500000.0,2024-03-31
