ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_accounts_receivable,investments_and_advances,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,current_deferred_assets,current_deferred_taxes_assets,restricted_cash,inventory,other_inventories,receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
291300000.0,291300000.0,14077000000.0,14309000000.0,6791000000.0,21032000000.0,448000000.0,7015000000.0,68000000.0,6791000000.0,224000000.0,20137000000.0,7595000000.0,580000000.0,7015000000.0,-52000000.0,,1350000000.0,5490000000.0,227000000.0,3000000.0,224000000.0,23758000000.0,20773000000.0,397000000.0,108000000.0,108000000.0,2536000000.0,2536000000.0,13190000000.0,68000000.0,13122000000.0,746000000.0,2985000000.0,270000000.0,1119000000.0,1119000000.0,1099000000.0,20000000.0,1596000000.0,122000000.0,122000000.0,1474000000.0,8000000.0,538000000.0,928000000.0,31353000000.0,27920000000.0,310000000.0,1208000000.0,23000000.0,71000000.0,22713000000.0,-8960000000.0,31673000000.0,1182000000.0,30000000.0,3433000000.0,170000000.0,384000000.0,384000000.0,18000000.0,1117000000.0,840000000.0,1580000000.0,16000000.0,1564000000.0,-27000000.0,1591000000.0,164000000.0,164000000.0,2022-12-31
291700000.0,291700000.0,13847000000.0,14484000000.0,6856000000.0,21274000000.0,47000000.0,7080000000.0,66000000.0,6856000000.0,224000000.0,20065000000.0,7652000000.0,572000000.0,7080000000.0,-51000000.0,-51000000.0,1410000000.0,5494000000.0,227000000.0,3000000.0,224000000.0,23734000000.0,20792000000.0,407000000.0,107000000.0,107000000.0,2579000000.0,2579000000.0,13051000000.0,66000000.0,12985000000.0,762000000.0,2942000000.0,261000000.0,1433000000.0,1433000000.0,1433000000.0,0.0,1248000000.0,153000000.0,125000000.0,1095000000.0,,408000000.0,687000000.0,31386000000.0,28397000000.0,254000000.0,1241000000.0,23000000.0,72000000.0,23003000000.0,-9126000000.0,32129000000.0,1263000000.0,1179000000.0,2989000000.0,333000000.0,310000000.0,310000000.0,27000000.0,726000000.0,437000000.0,1022000000.0,,1022000000.0,-26000000.0,1048000000.0,571000000.0,571000000.0,2023-03-31
291700000.0,291700000.0,14668000000.0,15122000000.0,6921000000.0,21978000000.0,-134000000.0,7145000000.0,65000000.0,6921000000.0,224000000.0,21070000000.0,7706000000.0,561000000.0,7145000000.0,-51000000.0,-51000000.0,1463000000.0,5506000000.0,227000000.0,3000000.0,224000000.0,24559000000.0,21822000000.0,415000000.0,106000000.0,106000000.0,2630000000.0,2630000000.0,13990000000.0,65000000.0,13925000000.0,759000000.0,2737000000.0,275000000.0,1132000000.0,1132000000.0,1132000000.0,0.0,1330000000.0,166000000.0,145000000.0,1164000000.0,7000000.0,405000000.0,752000000.0,32265000000.0,29662000000.0,221000000.0,1274000000.0,24000000.0,72000000.0,24264000000.0,-8736000000.0,33000000000.0,1408000000.0,1182000000.0,2603000000.0,307000000.0,282000000.0,282000000.0,17000000.0,887000000.0,570000000.0,721000000.0,13000000.0,708000000.0,-27000000.0,735000000.0,389000000.0,389000000.0,2023-06-30
291800000.0,291800000.0,15247000000.0,15467000000.0,6962000000.0,22366000000.0,-270000000.0,7186000000.0,63000000.0,6962000000.0,224000000.0,21300000000.0,7758000000.0,572000000.0,7186000000.0,-51000000.0,-51000000.0,1495000000.0,5515000000.0,227000000.0,3000000.0,224000000.0,24755000000.0,22036000000.0,429000000.0,105000000.0,105000000.0,2668000000.0,2668000000.0,14177000000.0,63000000.0,14114000000.0,768000000.0,2719000000.0,238000000.0,1290000000.0,1290000000.0,1043000000.0,247000000.0,1191000000.0,186000000.0,157000000.0,1005000000.0,,159000000.0,846000000.0,32513000000.0,30064000000.0,166000000.0,1307000000.0,30000000.0,74000000.0,24694000000.0,-8929000000.0,33623000000.0,1626000000.0,1210000000.0,2449000000.0,260000000.0,255000000.0,255000000.0,27000000.0,1060000000.0,725000000.0,690000000.0,,690000000.0,-26000000.0,716000000.0,157000000.0,157000000.0,2023-09-30
294400000.0,294400000.0,15354000000.0,15643000000.0,7320000000.0,22901000000.0,-56000000.0,7544000000.0,62000000.0,7320000000.0,224000000.0,22052000000.0,8125000000.0,581000000.0,7544000000.0,-46000000.0,-46000000.0,1658000000.0,5705000000.0,227000000.0,3000000.0,224000000.0,25392000000.0,22497000000.0,415000000.0,106000000.0,106000000.0,2741000000.0,2741000000.0,14570000000.0,62000000.0,14508000000.0,771000000.0,2895000000.0,205000000.0,1073000000.0,1073000000.0,980000000.0,93000000.0,1617000000.0,196000000.0,142000000.0,1421000000.0,7000000.0,612000000.0,802000000.0,33517000000.0,30678000000.0,357000000.0,1468000000.0,22000000.0,76000000.0,25072000000.0,-9007000000.0,34079000000.0,944000000.0,39000000.0,2839000000.0,283000000.0,426000000.0,426000000.0,21000000.0,938000000.0,587000000.0,944000000.0,11000000.0,933000000.0,-21000000.0,954000000.0,227000000.0,227000000.0,2023-12-31
298617929.0,298617929.0,14943000000.0,15806000000.0,7722000000.0,23467000000.0,796000000.0,7946000000.0,61000000.0,7722000000.0,224000000.0,22919000000.0,8506000000.0,560000000.0,7946000000.0,-45000000.0,-45000000.0,1789000000.0,5975000000.0,227000000.0,3000000.0,224000000.0,25395000000.0,23100000000.0,413000000.0,104000000.0,104000000.0,2804000000.0,2804000000.0,15034000000.0,61000000.0,14973000000.0,777000000.0,2295000000.0,220000000.0,772000000.0,772000000.0,772000000.0,0.0,1303000000.0,197000000.0,169000000.0,1106000000.0,7000000.0,455000000.0,644000000.0,33901000000.0,30810000000.0,318000000.0,1509000000.0,22000000.0,73000000.0,25280000000.0,-9006000000.0,34286000000.0,1050000000.0,1444000000.0,3091000000.0,311000000.0,344000000.0,344000000.0,59000000.0,677000000.0,326000000.0,898000000.0,9000000.0,889000000.0,-23000000.0,912000000.0,802000000.0,802000000.0,2024-03-31
