tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages
-2168478.26087,0.11413,666000000.0,-19000000.0,-19000000.0,171000000.0,324000000.0,1579000000.0,647000000.0,323000000.0,-142000000.0,139000000.0,187831521.73913,171000000.0,2007000000.0,271000000.0,291300000.0,291300000.0,0.576725,0.576725,168000000.0,168000000.0,3000000.0,171000000.0,8000000.0,163000000.0,0.0,163000000.0,21000000.0,184000000.0,55000000.0,75000000.0,-19000000.0,19000000.0,-142000000.0,139000000.0,271000000.0,400000000.0,104000000.0,296000000.0,296000000.0,671000000.0,1607000000.0,2278000000.0,2278000000.0,2022-12-31,,,
0.0,0.13,723000000.0,,,204000000.0,344000000.0,1484000000.0,723000000.0,370000000.0,-147000000.0,147000000.0,204000000.0,204000000.0,1970000000.0,314000000.0,291200000.0,290700000.0,0.69,0.69,202000000.0,202000000.0,2000000.0,204000000.0,10000000.0,194000000.0,0.0,194000000.0,29000000.0,223000000.0,56000000.0,56000000.0,,,-147000000.0,147000000.0,314000000.0,495000000.0,142000000.0,353000000.0,353000000.0,809000000.0,1475000000.0,2284000000.0,2284000000.0,2023-03-31,,,
0.0,0.178261,654000000.0,,,197000000.0,264000000.0,950000000.0,654000000.0,390000000.0,-160000000.0,160000000.0,197000000.0,198000000.0,1311000000.0,244000000.0,291300000.0,290900000.0,0.67,0.67,195000000.0,195000000.0,3000000.0,198000000.0,8000000.0,190000000.0,1000000.0,189000000.0,41000000.0,230000000.0,146000000.0,146000000.0,,,-160000000.0,160000000.0,244000000.0,352000000.0,97000000.0,255000000.0,255000000.0,596000000.0,959000000.0,1555000000.0,1555000000.0,2023-06-30,,,
0.0,0.059783,610000000.0,,,176000000.0,262000000.0,1049000000.0,610000000.0,348000000.0,-164000000.0,164000000.0,176000000.0,176000000.0,1402000000.0,271000000.0,291400000.0,291000000.0,0.6,0.6,174000000.0,174000000.0,2000000.0,176000000.0,3000000.0,173000000.0,0.0,173000000.0,11000000.0,184000000.0,77000000.0,77000000.0,,,-164000000.0,164000000.0,271000000.0,353000000.0,91000000.0,262000000.0,262000000.0,624000000.0,1049000000.0,1673000000.0,1673000000.0,2023-09-30,,,
0.0,0.208202,799000000.0,,,309000000.0,310000000.0,1117000000.0,799000000.0,489000000.0,-172000000.0,172000000.0,309000000.0,309000000.0,1544000000.0,406000000.0,294400000.0,294400000.0,1.039402,1.039402,306000000.0,306000000.0,3000000.0,309000000.0,58000000.0,251000000.0,0.0,251000000.0,66000000.0,317000000.0,83000000.0,83000000.0,,,-172000000.0,172000000.0,406000000.0,427000000.0,117000000.0,310000000.0,310000000.0,833000000.0,1117000000.0,1950000000.0,1950000000.0,2023-12-31,,,
0.0,0.181,866000000.0,,,287000000.0,356000000.0,1253000000.0,866000000.0,498000000.0,-177000000.0,177000000.0,287000000.0,287000000.0,1720000000.0,,297200000.0,296500000.0,0.96,0.96,285000000.0,285000000.0,2000000.0,287000000.0,24000000.0,263000000.0,,263000000.0,58000000.0,321000000.0,42000000.0,42000000.0,,,-177000000.0,177000000.0,456000000.0,479000000.0,155000000.0,368000000.0,368000000.0,935000000.0,1241000000.0,2176000000.0,2176000000.0,2024-03-31,-44000000.0,-44000000.0,-44000000.0
