free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,repurchase_of_capital_stock,common_stock_payments,short_term_debt_issuance
-672000000.0,300000000.0,550000000.0,-616000000.0,-766000000.0,182000000.0,110000000.0,-360000000.0,307000000.0,307000000.0,5000000.0,48000000.0,,-616000000.0,-616000000.0,870000000.0,,,850000000.0,300000000.0,550000000.0,-761000000.0,-761000000.0,-34000000.0,-34000000.0,-732000000.0,94000000.0,94000000.0,-305000000.0,-62000000.0,6000000.0,186000000.0,-435000000.0,-48000000.0,10000000.0,10000000.0,324000000.0,324000000.0,68000000.0,2022-12-31,,,
482000000.0,-1095000000.0,1120000000.0,75000000.0,-588000000.0,343000000.0,60000000.0,283000000.0,-199000000.0,-199000000.0,-12000000.0,-287000000.0,-287000000.0,75000000.0,75000000.0,25000000.0,-95000000.0,-95000000.0,120000000.0,-1000000000.0,1120000000.0,-588000000.0,-588000000.0,-33000000.0,-33000000.0,-555000000.0,1070000000.0,1070000000.0,474000000.0,68000000.0,-140000000.0,389000000.0,157000000.0,-17000000.0,37000000.0,37000000.0,344000000.0,344000000.0,232000000.0,2023-03-31,,,
-856000000.0,-390000000.0,1285000000.0,-68000000.0,-1491000000.0,406000000.0,343000000.0,-59000000.0,797000000.0,797000000.0,-27000000.0,-3000000.0,,-68000000.0,-68000000.0,895000000.0,75000000.0,75000000.0,820000000.0,-465000000.0,1285000000.0,-1491000000.0,-1491000000.0,-859000000.0,-859000000.0,-632000000.0,635000000.0,635000000.0,290000000.0,175000000.0,-49000000.0,-153000000.0,317000000.0,-105000000.0,34000000.0,34000000.0,264000000.0,264000000.0,152000000.0,2023-06-30,,,
-459000000.0,-361000000.0,727000000.0,3000000.0,-658000000.0,184000000.0,406000000.0,-222000000.0,237000000.0,237000000.0,13000000.0,-145000000.0,,3000000.0,3000000.0,366000000.0,247000000.0,,119000000.0,-381000000.0,500000000.0,-658000000.0,-658000000.0,-46000000.0,-46000000.0,-612000000.0,199000000.0,199000000.0,-212000000.0,-128000000.0,66000000.0,-173000000.0,23000000.0,-49000000.0,25000000.0,25000000.0,262000000.0,262000000.0,173000000.0,2023-09-30,,,
568000000.0,-286000000.0,492000000.0,182000000.0,,248000000.0,184000000.0,64000000.0,308000000.0,308000000.0,64000000.0,-144000000.0,,182000000.0,182000000.0,206000000.0,-154000000.0,,360000000.0,-286000000.0,646000000.0,-649000000.0,-649000000.0,771000000.0,771000000.0,-608000000.0,405000000.0,405000000.0,-136000000.0,11000000.0,-13000000.0,122000000.0,-256000000.0,-115000000.0,61000000.0,61000000.0,310000000.0,310000000.0,251000000.0,2023-12-31,,,-154000000.0
372000000.0,-93000000.0,599000000.0,320000000.0,-607000000.0,666000000.0,56000000.0,610000000.0,238000000.0,238000000.0,-3000000.0,-265000000.0,-265000000.0,0.0,320000000.0,506000000.0,-93000000.0,-93000000.0,599000000.0,0.0,599000000.0,-607000000.0,-607000000.0,-23000000.0,-23000000.0,-584000000.0,979000000.0,979000000.0,312000000.0,83000000.0,-57000000.0,258000000.0,28000000.0,-16000000.0,52000000.0,52000000.0,356000000.0,356000000.0,275000000.0,2024-03-31,-320000000.0,-320000000.0,
