tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
93793859.649123,0.20614,3370000000.0,455000000.0,455000000.0,1522000000.0,1247000000.0,2692000000.0,3825000000.0,2578000000.0,-685000000.0,,1160793859.649123,1522000000.0,4444000000.0,2046000000.0,1993000000.0,1987000000.0,0.763673,0.765979,1522000000.0,1522000000.0,1522000000.0,255000000.0,1267000000.0,1267000000.0,329000000.0,1596000000.0,561000000.0,83000000.0,350000000.0,326000000.0,-24000000.0,23000000.0,105000000.0,-685000000.0,,,1720000000.0,1676000000.0,505000000.0,1171000000.0,1171000000.0,3396000000.0,2768000000.0,6164000000.0,6164000000.0,2022-12-31
21182000.0,0.178,4128000000.0,119000000.0,119000000.0,2086000000.0,893000000.0,2363000000.0,4247000000.0,3354000000.0,-1183000000.0,1183000000.0,1988182000.0,2086000000.0,3772000000.0,2942000000.0,2005100000.0,1999900000.0,1.04,1.04,2086000000.0,2086000000.0,2086000000.0,301000000.0,1785000000.0,1785000000.0,386000000.0,2171000000.0,410000000.0,190000000.0,29000000.0,-2000000.0,-31000000.0,101000000.0,90000000.0,-1183000000.0,,1183000000.0,2944000000.0,1338000000.0,516000000.0,822000000.0,822000000.0,4282000000.0,2434000000.0,6716000000.0,6716000000.0,2023-03-31
21222000.0,0.162,4616000000.0,131000000.0,131000000.0,2795000000.0,1551000000.0,2429000000.0,4747000000.0,3196000000.0,-135000000.0,135000000.0,2685222000.0,2795000000.0,4556000000.0,2799000000.0,2027200000.0,2022000000.0,1.38,1.38,2795000000.0,2795000000.0,2795000000.0,231000000.0,2564000000.0,2564000000.0,497000000.0,3061000000.0,403000000.0,140000000.0,37000000.0,6000000.0,-31000000.0,132000000.0,94000000.0,-135000000.0,,135000000.0,2793000000.0,2070000000.0,576000000.0,1494000000.0,1494000000.0,4863000000.0,2486000000.0,7349000000.0,7349000000.0,2023-06-30
-3990000.0,0.21,3044000000.0,-19000000.0,-19000000.0,1219000000.0,2026000000.0,2681000000.0,3025000000.0,999000000.0,-26000000.0,26000000.0,1234010000.0,1219000000.0,5343000000.0,1836000000.0,2036200000.0,2031300000.0,0.6,0.6,1219000000.0,1219000000.0,1219000000.0,200000000.0,1019000000.0,1019000000.0,-46000000.0,973000000.0,-830000000.0,143000000.0,50000000.0,7000000.0,-43000000.0,-954000000.0,-69000000.0,-26000000.0,26000000.0,26000000.0,1829000000.0,2593000000.0,636000000.0,1957000000.0,1957000000.0,4422000000.0,2750000000.0,7172000000.0,7172000000.0,2023-09-30
95867036.01108,0.155125,4126000000.0,618000000.0,618000000.0,1210000000.0,1681000000.0,2393000000.0,4744000000.0,3063000000.0,-1980000000.0,1980000000.0,687867036.01108,1210000000.0,4612000000.0,2660000000.0,2054000000.0,2050847458.0,0.589094,0.59,1210000000.0,1210000000.0,1210000000.0,295000000.0,915000000.0,915000000.0,168000000.0,1083000000.0,797000000.0,106000000.0,450000000.0,394000000.0,-56000000.0,73000000.0,168000000.0,-1980000000.0,,1980000000.0,2266000000.0,2145000000.0,538000000.0,1607000000.0,1607000000.0,4411000000.0,2467000000.0,6878000000.0,6878000000.0,2023-12-31
26985000.0,0.105,3218000000.0,257000000.0,257000000.0,2268000000.0,988000000.0,2239000000.0,3475000000.0,2487000000.0,-323000000.0,323000000.0,2037985000.0,2268000000.0,3776000000.0,2013000000.0,2055200000.0,2051500000.0,1.1,1.11,2268000000.0,2268000000.0,2268000000.0,331000000.0,1937000000.0,1937000000.0,227000000.0,2164000000.0,532000000.0,72000000.0,114000000.0,58000000.0,-56000000.0,203000000.0,143000000.0,-323000000.0,,323000000.0,1955000000.0,1447000000.0,549000000.0,898000000.0,898000000.0,3402000000.0,2329000000.0,5731000000.0,5731000000.0,2024-03-31
