free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date,cash_dividends_paid,common_stock_dividend_paid,gain_loss_on_sale_of_business
941000000.0,-2443000000.0,-2749000000.0,742000000.0,-3395000000.0,,,4674000000.0,6989000000.0,-2315000000.0,-4498000000.0,-4498000000.0,-48000000.0,-2443000000.0,-2443000000.0,-2007000000.0,0.0,0.0,-2007000000.0,-2749000000.0,742000000.0,-2153000000.0,-2153000000.0,1233000000.0,0.0,0.0,-12000000.0,-12000000.0,-3374000000.0,9000000.0,-3383000000.0,4336000000.0,4336000000.0,-1370000000.0,-857000000.0,648000000.0,239000000.0,360000000.0,-1760000000.0,-1377000000.0,80000000.0,150000000.0,266000000.0,419000000.0,419000000.0,3262000000.0,3262000000.0,52000000.0,1477000000.0,2022-12-31,,,
977000000.0,-4619000000.0,-437000000.0,3013000000.0,-3074000000.0,840000000.0,27000000.0,4724000000.0,4674000000.0,50000000.0,-2273000000.0,-2273000000.0,-230000000.0,-4619000000.0,-4619000000.0,2576000000.0,,,2576000000.0,-437000000.0,3013000000.0,-1728000000.0,-1728000000.0,1340000000.0,0.0,0.0,-73000000.0,-73000000.0,-2995000000.0,6000000.0,-3001000000.0,4051000000.0,4051000000.0,-2195000000.0,-1192000000.0,866000000.0,-882000000.0,129000000.0,-1116000000.0,-1268000000.0,55000000.0,177000000.0,222000000.0,611000000.0,611000000.0,3203000000.0,3203000000.0,38000000.0,1940000000.0,2023-03-31,,,
1533000000.0,-3591000000.0,-527000000.0,3450000000.0,-2822000000.0,896000000.0,95000000.0,6808000000.0,4724000000.0,2084000000.0,-784000000.0,-784000000.0,-116000000.0,-3591000000.0,-3591000000.0,2923000000.0,,,2923000000.0,-527000000.0,3450000000.0,-1487000000.0,-1487000000.0,1333000000.0,0.0,0.0,-33000000.0,-33000000.0,-2787000000.0,2000000.0,-2789000000.0,4355000000.0,4355000000.0,-2136000000.0,-1649000000.0,1283000000.0,-864000000.0,362000000.0,-1268000000.0,-1514000000.0,4000000.0,167000000.0,213000000.0,703000000.0,703000000.0,3110000000.0,3110000000.0,73000000.0,2221000000.0,2023-06-30,,,
2751000000.0,-2681000000.0,-4778000000.0,1983000000.0,-2543000000.0,915000000.0,4000000.0,5199000000.0,6808000000.0,-1609000000.0,-5510000000.0,-5510000000.0,-34000000.0,-2681000000.0,-2681000000.0,-2795000000.0,,,-2795000000.0,-4778000000.0,1983000000.0,-1393000000.0,-1393000000.0,1148000000.0,0.0,0.0,-119000000.0,-119000000.0,-2422000000.0,2000000.0,-2424000000.0,5294000000.0,5294000000.0,-1183000000.0,-952000000.0,751000000.0,208000000.0,-309000000.0,-881000000.0,-1046000000.0,47000000.0,156000000.0,228000000.0,671000000.0,671000000.0,3187000000.0,3187000000.0,46000000.0,2142000000.0,2023-09-30,,,
2487000000.0,-2183000000.0,-536000000.0,0.0,-2372000000.0,895000000.0,23000000.0,5307000000.0,5199000000.0,108000000.0,-3530000000.0,-3530000000.0,-64000000.0,-2183000000.0,-2183000000.0,-536000000.0,,,-536000000.0,-536000000.0,0.0,-1221000000.0,-1221000000.0,1149000000.0,0.0,0.0,-785000000.0,-785000000.0,-1585000000.0,2000000.0,-1587000000.0,4859000000.0,4859000000.0,-1544000000.0,-831000000.0,463000000.0,412000000.0,15000000.0,-1603000000.0,-1210000000.0,24000000.0,167000000.0,235000000.0,615000000.0,615000000.0,3318000000.0,3318000000.0,30000000.0,2014000000.0,2023-12-31,,,0.0
2396000000.0,-3594000000.0,-550000000.0,3473000000.0,-2688000000.0,,,6938000000.0,5307000000.0,1631000000.0,-1666000000.0,-1666000000.0,-226000000.0,-3594000000.0,-3594000000.0,2923000000.0,,,2923000000.0,-550000000.0,3473000000.0,-1787000000.0,-1787000000.0,901000000.0,,,-61000000.0,-61000000.0,-2627000000.0,0.0,-2627000000.0,5084000000.0,5084000000.0,-1876000000.0,-1189000000.0,1016000000.0,-1734000000.0,170000000.0,-139000000.0,-416000000.0,57000000.0,140000000.0,282000000.0,715000000.0,715000000.0,3371000000.0,3371000000.0,21000000.0,2374000000.0,2024-03-31,-769000000.0,-769000000.0,
