treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
22916449.0,1233960078.0,1256876527.0,67453000000.0,111792000000.0,-41884000000.0,141616000000.0,-5675000000.0,-41884000000.0,39832000000.0,69656000000.0,136452000000.0,69656000000.0,69656000000.0,-1046000000.0,-1046000000.0,3016000000.0,-223000000.0,73941000000.0,0.0,0.0,141682000000.0,116940000000.0,4101000000.0,10884000000.0,10884000000.0,101955000000.0,35159000000.0,66796000000.0,24742000000.0,1850000000.0,780000000.0,780000000.0,9837000000.0,4673000000.0,5164000000.0,5164000000.0,12275000000.0,2717000000.0,731000000.0,9558000000.0,688000000.0,1657000000.0,7213000000.0,211338000000.0,192271000000.0,4127000000.0,2546000000.0,111540000000.0,99306000000.0,12234000000.0,74058000000.0,-53102000000.0,127160000000.0,2326000000.0,4599000000.0,95125000000.0,20342000000.0,4659000000.0,109000000.0,0.0,19067000000.0,2435000000.0,,673000000.0,1884000000.0,9568000000.0,5123000000.0,4445000000.0,-167000000.0,4612000000.0,4507000000.0,4507000000.0,2022-12-31
55910664.0,1204696325.0,1260606989.0,70205000000.0,113926000000.0,-44432000000.0,141670000000.0,-4970000000.0,-44432000000.0,39181000000.0,66925000000.0,136455000000.0,66925000000.0,66925000000.0,-1004000000.0,-1004000000.0,7831000000.0,1717000000.0,74043000000.0,0.0,0.0,143248000000.0,119402000000.0,3802000000.0,11510000000.0,11510000000.0,104090000000.0,34560000000.0,69530000000.0,23846000000.0,2115000000.0,804000000.0,804000000.0,9836000000.0,4621000000.0,5215000000.0,5215000000.0,11091000000.0,2320000000.0,797000000.0,8771000000.0,712000000.0,1630000000.0,6429000000.0,210173000000.0,191297000000.0,4209000000.0,2250000000.0,111357000000.0,99123000000.0,12234000000.0,73481000000.0,,73481000000.0,,,73481000000.0,,,,,18876000000.0,2543000000.0,,674000000.0,1741000000.0,9378000000.0,5012000000.0,4366000000.0,-152000000.0,4518000000.0,4540000000.0,4540000000.0,2023-03-31
81090539.0,1180398748.0,1261489287.0,71225000000.0,116548000000.0,-45405000000.0,143622000000.0,-4332000000.0,-45405000000.0,38676000000.0,65750000000.0,135891000000.0,65750000000.0,65750000000.0,-957000000.0,-957000000.0,11392000000.0,3938000000.0,74161000000.0,0.0,0.0,144852000000.0,120283000000.0,3749000000.0,12226000000.0,12226000000.0,104308000000.0,34167000000.0,70141000000.0,24569000000.0,1647000000.0,810000000.0,810000000.0,12240000000.0,4509000000.0,7731000000.0,7731000000.0,9872000000.0,2729000000.0,852000000.0,7143000000.0,,1678000000.0,5465000000.0,210602000000.0,190365000000.0,4184000000.0,1966000000.0,111155000000.0,98921000000.0,12234000000.0,73060000000.0,,73060000000.0,,,73060000000.0,,,,,20237000000.0,2032000000.0,,814000000.0,1373000000.0,9371000000.0,4779000000.0,4592000000.0,-151000000.0,4743000000.0,6647000000.0,6647000000.0,2023-06-30
100396057.0,1161979708.0,1262375765.0,70268000000.0,113898000000.0,-47049000000.0,139996000000.0,-3042000000.0,-47049000000.0,38600000000.0,64698000000.0,136559000000.0,64698000000.0,64698000000.0,-949000000.0,-949000000.0,14092000000.0,5335000000.0,74404000000.0,0.0,0.0,143881000000.0,122170000000.0,3640000000.0,12900000000.0,12900000000.0,105630000000.0,33769000000.0,71861000000.0,21711000000.0,2948000000.0,830000000.0,830000000.0,8268000000.0,4831000000.0,3437000000.0,3437000000.0,9665000000.0,3265000000.0,829000000.0,6400000000.0,,1797000000.0,4603000000.0,208579000000.0,189910000000.0,4246000000.0,1879000000.0,111747000000.0,99513000000.0,12234000000.0,72038000000.0,,72038000000.0,,,72038000000.0,,,,,18669000000.0,2178000000.0,94000000.0,712000000.0,1685000000.0,8970000000.0,4470000000.0,4500000000.0,-166000000.0,4666000000.0,5030000000.0,5030000000.0,2023-09-30
67096823.0,1195807331.0,1262904154.0,69883000000.0,113086000000.0,-46844000000.0,139733000000.0,-1913000000.0,-46844000000.0,38068000000.0,64715000000.0,136114000000.0,64715000000.0,64715000000.0,-964000000.0,-964000000.0,9373000000.0,7347000000.0,67705000000.0,0.0,0.0,142967000000.0,122039000000.0,3929000000.0,13458000000.0,13458000000.0,104652000000.0,33253000000.0,71399000000.0,20928000000.0,1296000000.0,825000000.0,825000000.0,8434000000.0,4815000000.0,3619000000.0,3619000000.0,10373000000.0,3096000000.0,818000000.0,7277000000.0,,1704000000.0,5573000000.0,207682000000.0,188667000000.0,4229000000.0,2042000000.0,111559000000.0,99325000000.0,12234000000.0,70837000000.0,-58481000000.0,129318000000.0,2489000000.0,3286000000.0,96433000000.0,22573000000.0,4465000000.0,72000000.0,0.0,19015000000.0,2352000000.0,,702000000.0,1678000000.0,9148000000.0,4456000000.0,4692000000.0,-161000000.0,4853000000.0,5135000000.0,5135000000.0,2023-12-31
89053922.0,1177240110.0,1266294032.0,71505000000.0,115662000000.0,-49759000000.0,140287000000.0,-1268000000.0,-49759000000.0,37449000000.0,62074000000.0,134931000000.0,62074000000.0,62074000000.0,-926000000.0,-926000000.0,12982000000.0,8196000000.0,67786000000.0,0.0,0.0,144194000000.0,123631000000.0,3846000000.0,14187000000.0,14187000000.0,105598000000.0,32741000000.0,72857000000.0,20563000000.0,1933000000.0,846000000.0,846000000.0,10064000000.0,4708000000.0,5356000000.0,5356000000.0,7720000000.0,2681000000.0,887000000.0,5039000000.0,,1694000000.0,3345000000.0,206268000000.0,186973000000.0,4000000000.0,1908000000.0,111833000000.0,99599000000.0,12234000000.0,69232000000.0,,69232000000.0,,,69232000000.0,,,,,19295000000.0,2039000000.0,,715000000.0,1521000000.0,8312000000.0,4059000000.0,4253000000.0,-161000000.0,4414000000.0,6708000000.0,6708000000.0,2024-03-31
