free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,purchase_of_investment_properties,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,provisionand_write_offof_assets,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-413380000.0,-283761000.0,183312000.0,-740896000.0,2510619000.0,3065115000.0,1076000.0,-555572000.0,-116125000.0,-116125000.0,-8617000.0,-7059000.0,-7059000.0,-100449000.0,-100449000.0,-283761000.0,183312000.0,-766963000.0,-766963000.0,216000.0,-227344000.0,75922000.0,-303266000.0,-2923000.0,-2923000.0,-536912000.0,203984000.0,-740896000.0,327516000.0,327516000.0,-35970000.0,-17132000.0,453000.0,251000.0,-11880000.0,-11880000.0,-1867000.0,7864000.0,16098000.0,-31624000.0,-6489000.0,23675000.0,743000.0,4983000.0,17879000.0,17879000.0,184372000.0,184372000.0,184372000.0,-65216000.0,2943000.0,2347000.0,-70506000.0,197050000.0,2022-12-31
-433547000.0,-135571000.0,41932000.0,-647477000.0,2060524000.0,2510619000.0,1073000.0,-451168000.0,-115483000.0,-115483000.0,-14786000.0,-7058000.0,-7058000.0,-93639000.0,-93639000.0,-135571000.0,41932000.0,-549615000.0,-549615000.0,-42521000.0,-26522000.0,55839000.0,-82361000.0,-831000.0,-831000.0,-479741000.0,167736000.0,-647477000.0,213930000.0,213930000.0,-5575000.0,2509000.0,-4347000.0,13344000.0,-44824000.0,-44824000.0,-28167000.0,-13442000.0,-3907000.0,45092000.0,18861000.0,24468000.0,2256000.0,4834000.0,10047000.0,10047000.0,189703000.0,189703000.0,189703000.0,-49540000.0,-1815000.0,163000.0,-47888000.0,37737000.0,2023-03-31
-307880000.0,-266992000.0,445493000.0,-773577000.0,2377124000.0,2060524000.0,2830000.0,313770000.0,136741000.0,136741000.0,-34701000.0,-7059000.0,-7059000.0,178501000.0,178501000.0,-266992000.0,445493000.0,-288668000.0,-288668000.0,-44434000.0,336303000.0,349753000.0,-13450000.0,-415000.0,-415000.0,-580122000.0,193455000.0,-773577000.0,465697000.0,465697000.0,8561000.0,8822000.0,3986000.0,-9957000.0,23211000.0,23211000.0,33112000.0,9870000.0,-13068000.0,-14303000.0,-17435000.0,27039000.0,265000.0,4394000.0,34108000.0,34108000.0,193475000.0,193475000.0,193475000.0,-58983000.0,-2429000.0,-893000.0,-55661000.0,256838000.0,2023-06-30
-419076000.0,-144653000.0,259467000.0,-890810000.0,2145131000.0,2377124000.0,-3032000.0,-228961000.0,96963000.0,96963000.0,-10792000.0,-7059000.0,-7059000.0,114814000.0,114814000.0,-144653000.0,259467000.0,-797658000.0,-797658000.0,-39646000.0,-81904000.0,56635000.0,-138539000.0,-122000.0,-122000.0,-675986000.0,214824000.0,-890810000.0,471734000.0,471734000.0,-67344000.0,-12480000.0,-4540000.0,1206000.0,-17688000.0,-17688000.0,-9864000.0,-31694000.0,-452000.0,-1696000.0,-5967000.0,27588000.0,3774000.0,4047000.0,73643000.0,73643000.0,200925000.0,200925000.0,200925000.0,-44407000.0,-316000.0,2712000.0,-46803000.0,273508000.0,2023-09-30
-433950000.0,-299588000.0,332122000.0,-736562000.0,1805976000.0,2145131000.0,4270000.0,-343425000.0,-22470000.0,-22470000.0,-46181000.0,-8823000.0,-8823000.0,32534000.0,32534000.0,-299588000.0,332122000.0,-623567000.0,-623567000.0,85125000.0,-162558000.0,89318000.0,-251876000.0,,,-546671000.0,189891000.0,-736562000.0,302612000.0,302612000.0,14397000.0,4241000.0,1420000.0,-11876000.0,-20252000.0,-20252000.0,-9032000.0,23333000.0,9822000.0,7709000.0,16185000.0,14105000.0,-2884000.0,4464000.0,-5752000.0,-5752000.0,209837000.0,209837000.0,209837000.0,-30779000.0,2571000.0,2839000.0,-36189000.0,99224000.0,2023-12-31
