tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.221,546486000.0,324293000.0,101208000.0,1152411000.0,546486000.0,445278000.0,-28576000.0,28920000.0,344000.0,324293000.0,324293000.0,1729924000.0,444934000.0,103356000.0,101637000.0,3.12,3.18,322921000.0,322921000.0,1372000.0,324293000.0,324293000.0,324293000.0,92065000.0,416358000.0,-28576000.0,28920000.0,344000.0,444934000.0,577513000.0,577513000.0,1022447000.0,1152411000.0,2174858000.0,1709987000.0,2022-11-30
0.0,0.221,550013000.0,325827000.0,102828000.0,1155955000.0,550013000.0,447185000.0,-28446000.0,28819000.0,373000.0,325827000.0,325827000.0,1743174000.0,446812000.0,103418000.0,101714000.0,3.14,3.19,324476000.0,324476000.0,1351000.0,325827000.0,325827000.0,325827000.0,92539000.0,418366000.0,-28446000.0,28819000.0,373000.0,446812000.0,587219000.0,587219000.0,1034031000.0,1155955000.0,2189986000.0,1716165000.0,2023-02-28
0.0,0.223537,576722000.0,346201000.0,105080000.0,1195693000.0,576722000.0,471642000.0,-24929000.0,25773000.0,844000.0,346201000.0,346201000.0,1813673000.0,470798000.0,,,,,344893000.0,344893000.0,1308000.0,346201000.0,346201000.0,346201000.0,99668000.0,445869000.0,-24929000.0,25773000.0,844000.0,470798000.0,617980000.0,617980000.0,1088778000.0,1195693000.0,2284471000.0,1773206000.0,2023-05-31
0.0,0.192,607790000.0,385085000.0,106812000.0,1200759000.0,607790000.0,500978000.0,-24122000.0,24544000.0,422000.0,385085000.0,385085000.0,1841774000.0,500556000.0,103572000.0,101895000.0,3.7,3.76,383525000.0,383525000.0,1560000.0,385085000.0,385085000.0,385085000.0,91349000.0,476434000.0,-24122000.0,24544000.0,422000.0,500556000.0,641015000.0,641015000.0,1141571000.0,1200759000.0,2342330000.0,1826825000.0,2023-08-31
0.0,0.209,609678000.0,374613000.0,109226000.0,1235629000.0,609678000.0,500452000.0,-25821000.0,26590000.0,769000.0,374613000.0,374613000.0,1877494000.0,499683000.0,103266000.0,101667000.0,3.61,3.67,373153000.0,373153000.0,1460000.0,374613000.0,374613000.0,374613000.0,99249000.0,473862000.0,-25821000.0,26590000.0,769000.0,499683000.0,641865000.0,641865000.0,1141548000.0,1235629000.0,2377177000.0,1850542000.0,2023-11-30
0.0,0.199,633144000.0,397579000.0,111414000.0,1218325000.0,633144000.0,521730000.0,-24600000.0,25530000.0,930000.0,397579000.0,397579000.0,1885373000.0,520800000.0,103187000.0,101477000.0,3.84,3.9,396036000.0,396036000.0,1543000.0,397579000.0,397579000.0,397579000.0,98621000.0,496200000.0,-24600000.0,25530000.0,930000.0,520800000.0,667048000.0,667048000.0,1187848000.0,1218325000.0,2406173000.0,1876642000.0,2024-02-29
