ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_intangible_assets
62353221.0,62353221.0,4263070000.0,6545030000.0,-1945197000.0,3310901000.0,-2015558000.0,-1945197000.0,2173377000.0,-1060752000.0,3310901000.0,-1060752000.0,-1060752000.0,2996000.0,2996000.0,-2375860000.0,1311488000.0,624000.0,624000.0,0.0,13688731000.0,6624914000.0,201258000.0,245347000.0,245347000.0,6178309000.0,1806656000.0,4371653000.0,7063817000.0,383692000.0,366721000.0,366721000.0,166433000.0,138926000.0,6174478000.0,293321000.0,5881157000.0,,,5881157000.0,12627979000.0,7579720000.0,158967000.0,884445000.0,884445000.0,6536308000.0,-3014024000.0,9550332000.0,951652000.0,239773000.0,2112267000.0,2418576000.0,2896071000.0,931993000.0,0.0,5048259000.0,110376000.0,4359126000.0,470174000.0,127019000.0,343155000.0,-14695000.0,357850000.0,108583000.0,108583000.0,2022-12-31,
61038936.0,61038936.0,4867806000.0,7157662000.0,-2517111000.0,3302661000.0,-2168314000.0,-2517111000.0,2229984000.0,-1625017000.0,3302661000.0,-1625017000.0,-1625017000.0,21894000.0,21894000.0,-2952797000.0,1305276000.0,610000.0,610000.0,,14597833000.0,7241525000.0,209411000.0,249903000.0,249903000.0,6782211000.0,1854533000.0,4927678000.0,7356308000.0,427006000.0,375451000.0,375451000.0,132022000.0,136723000.0,6417128000.0,243346000.0,6173782000.0,117790000.0,117790000.0,6055992000.0,12972816000.0,7784822000.0,167026000.0,892094000.0,892094000.0,6725702000.0,-3090010000.0,9815712000.0,,,9815712000.0,,,,,5187994000.0,109347000.0,4543980000.0,474795000.0,,474795000.0,,,59872000.0,59872000.0,2023-03-31,
60402359.0,60402359.0,4815822000.0,7124712000.0,-2524601000.0,3246229000.0,-2382432000.0,-2524601000.0,2251010000.0,-1627473000.0,3246229000.0,-1627473000.0,-1627473000.0,36071000.0,36071000.0,-2994418000.0,1330270000.0,604000.0,604000.0,,14904096000.0,7210397000.0,205661000.0,260642000.0,260642000.0,6744094000.0,1870392000.0,4873702000.0,7693699000.0,450169000.0,380618000.0,380618000.0,150453000.0,131781000.0,6731131000.0,277786000.0,6453345000.0,233507000.0,233507000.0,6219838000.0,13276623000.0,7965356000.0,180834000.0,897128000.0,897128000.0,6887394000.0,-3170474000.0,10057868000.0,,,10057868000.0,,,,,5311267000.0,113597000.0,4626410000.0,513380000.0,138666000.0,374714000.0,,,57880000.0,57880000.0,2023-06-30,
59621138.0,59621138.0,5019686000.0,7384283000.0,-2655868000.0,3341881000.0,-2453370000.0,-2655868000.0,2281933000.0,-1760469000.0,3341881000.0,-1760469000.0,-1760469000.0,30289000.0,30289000.0,-3132517000.0,1341163000.0,596000.0,596000.0,,15312307000.0,7481225000.0,199990000.0,282894000.0,282894000.0,6998341000.0,1895991000.0,5102350000.0,7831082000.0,496149000.0,385942000.0,385942000.0,,128892000.0,6820099000.0,294590000.0,6525509000.0,325693000.0,325693000.0,6199816000.0,13551838000.0,8174126000.0,176666000.0,895399000.0,895399000.0,7102061000.0,-3248165000.0,10350226000.0,,,10350226000.0,,,,,5377712000.0,107156000.0,4631511000.0,556381000.0,156727000.0,399654000.0,,,82664000.0,82664000.0,2023-09-30,
59072792.0,59072792.0,5290993000.0,7841005000.0,-2686744000.0,3830847000.0,-2103051000.0,-2686744000.0,2270880000.0,-1739278000.0,3830847000.0,-1739278000.0,-1739278000.0,39388000.0,39388000.0,-3131532000.0,1352275000.0,591000.0,591000.0,0.0,15612273000.0,7950920000.0,203980000.0,295471000.0,295471000.0,7451469000.0,1881344000.0,5570125000.0,7661353000.0,730937000.0,389536000.0,389536000.0,,128548000.0,6412332000.0,312772000.0,6099560000.0,7860000.0,7860000.0,6091700000.0,13872995000.0,8314693000.0,129693000.0,947466000.0,897696000.0,7237534000.0,-3275387000.0,10512921000.0,1113374000.0,348968000.0,2200554000.0,2738888000.0,3121562000.0,989575000.0,0.0,5558302000.0,105311000.0,4658367000.0,515492000.0,140443000.0,375049000.0,-15834000.0,390883000.0,279132000.0,279132000.0,2023-12-31,49770000.0
