free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,net_business_purchase_and_sale,purchase_of_business
620708000.0,-420708000.0,0.0,0.0,22781000.0,-174522000.0,56179000.0,22675000.0,108583000.0,67060000.0,653000.0,40870000.0,-398076000.0,-398076000.0,-149000.0,-397927000.0,-420708000.0,22781000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-356284000.0,-356284000.0,-2716000.0,-183020000.0,-183020000.0,-170548000.0,3974000.0,-174522000.0,795230000.0,795230000.0,130943000.0,-47975000.0,402867000.0,383567000.0,306357000.0,77210000.0,77210000.0,-218055000.0,-5894000.0,-5894000.0,1383000.0,7545000.0,26902000.0,26902000.0,99885000.0,99885000.0,528572000.0,2022-12-31,,
490496000.0,-1111461000.0,-661000000.0,1216000000.0,15146000.0,-223268000.0,26531000.0,9696000.0,59872000.0,108583000.0,714000.0,-49425000.0,-541669000.0,-541669000.0,-354000.0,-1096315000.0,-1111461000.0,15146000.0,555000000.0,555000000.0,-661000000.0,1216000000.0,,,,-221520000.0,-221520000.0,-956000.0,0.0,0.0,-220564000.0,2704000.0,-223268000.0,713764000.0,713764000.0,91060000.0,-44991000.0,318142000.0,318142000.0,172701000.0,145441000.0,145441000.0,-179481000.0,-2610000.0,-2610000.0,1244000.0,7435000.0,3393000.0,3393000.0,93747000.0,93747000.0,516885000.0,2023-03-31,,
699931000.0,-679990000.0,-1615000000.0,1560000000.0,33534000.0,-237674000.0,62393000.0,55665000.0,57880000.0,59872000.0,369000.0,-2361000.0,-701480000.0,-701480000.0,-24000.0,-646456000.0,-679990000.0,33534000.0,-55000000.0,245000000.0,-1315000000.0,1560000000.0,,,,-238486000.0,-238486000.0,-1015000.0,-4149000.0,-4149000.0,-233322000.0,4352000.0,-237674000.0,937605000.0,937605000.0,193802000.0,22126000.0,278365000.0,278365000.0,162598000.0,115767000.0,115767000.0,-77856000.0,-28833000.0,-28833000.0,1262000.0,7136000.0,10114000.0,10114000.0,97926000.0,97926000.0,627365000.0,2023-06-30,,
573270000.0,-799529000.0,-1251000000.0,1476075000.0,22924000.0,-293016000.0,38161000.0,81767000.0,82664000.0,57880000.0,-190000.0,24974000.0,-551545000.0,-551545000.0,-15000.0,-776605000.0,-799529000.0,22924000.0,225075000.0,225075000.0,-1251000000.0,1476075000.0,0.0,0.0,0.0,-289767000.0,-289767000.0,-155000.0,-1000.0,-1000.0,-289611000.0,3405000.0,-293016000.0,866286000.0,866286000.0,77032000.0,38037000.0,72769000.0,72769000.0,-19389000.0,92158000.0,92158000.0,-6559000.0,-27215000.0,-27215000.0,4665000.0,7377000.0,22475000.0,22475000.0,104910000.0,104910000.0,649827000.0,2023-09-30,,
264123000.0,-560175000.0,0.0,471369000.0,19712000.0,-252306000.0,62526000.0,167932000.0,279132000.0,82664000.0,246000.0,196222000.0,-74044000.0,-74044000.0,-4950000.0,-540463000.0,-560175000.0,19712000.0,471369000.0,,,,1496444000.0,-3227000000.0,4723444000.0,-246163000.0,-246163000.0,-1085000.0,,,-245078000.0,7228000.0,-252306000.0,516429000.0,516429000.0,-166265000.0,252135000.0,-417092000.0,-428326000.0,-108849000.0,-319477000.0,-319477000.0,-24427000.0,23119000.0,23119000.0,-101000.0,5563000.0,12250000.0,12250000.0,112478000.0,112478000.0,552504000.0,2023-12-31,0.0,0.0
