tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.18209,788463000.0,528572000.0,99885000.0,1790539000.0,788463000.0,688578000.0,-40195000.0,42331000.0,2136000.0,528572000.0,528572000.0,2962276000.0,682217000.0,63160000.0,62577000.0,8.37,8.45,528572000.0,528572000.0,528572000.0,528572000.0,528572000.0,117675000.0,646247000.0,4225000.0,4225000.0,-40195000.0,42331000.0,2136000.0,682217000.0,1171737000.0,1171737000.0,1853954000.0,1790539000.0,3644493000.0,3644493000.0,2022-12-31
0.0,0.237,815739000.0,516885000.0,93747000.0,1817535000.0,815739000.0,721992000.0,-43704000.0,44572000.0,868000.0,516885000.0,516885000.0,2991219000.0,716645000.0,62398000.0,61840000.0,8.28,8.36,516885000.0,516885000.0,516885000.0,516885000.0,516885000.0,160535000.0,677420000.0,4479000.0,4479000.0,-43704000.0,44572000.0,868000.0,716645000.0,1173684000.0,1173684000.0,1890329000.0,1817535000.0,3707864000.0,3707864000.0,2023-03-31
0.0,0.225,956645000.0,627365000.0,97926000.0,1982409000.0,956645000.0,858719000.0,-48827000.0,49587000.0,760000.0,627365000.0,627365000.0,3215218000.0,853773000.0,61366000.0,60817000.0,10.22,10.32,627365000.0,627365000.0,627365000.0,627365000.0,627365000.0,181767000.0,809132000.0,4186000.0,4186000.0,-48827000.0,49587000.0,760000.0,853773000.0,1232809000.0,1232809000.0,2086582000.0,1982409000.0,4068991000.0,3983366000.0,2023-06-30
0.0,0.232,1002938000.0,649827000.0,104910000.0,2042917000.0,1002938000.0,898028000.0,-50069000.0,51361000.0,1292000.0,649827000.0,649827000.0,3306158000.0,897222000.0,60590000.0,60082000.0,10.72,10.82,649827000.0,649827000.0,649827000.0,649827000.0,649827000.0,196840000.0,846667000.0,-486000.0,-486000.0,-50069000.0,51361000.0,1292000.0,897222000.0,1263241000.0,1263241000.0,2160463000.0,2042917000.0,4203380000.0,4121395000.0,2023-09-30
0.0,0.177247,840157000.0,552504000.0,112478000.0,1864586000.0,840157000.0,727679000.0,-54168000.0,56148000.0,1980000.0,552504000.0,552504000.0,3113279000.0,718736000.0,59673000.0,59200000.0,9.26,9.33,552504000.0,552504000.0,552504000.0,552504000.0,552504000.0,119027000.0,671531000.0,6963000.0,6963000.0,-54168000.0,56148000.0,1980000.0,718736000.0,1248693000.0,1248693000.0,1967429000.0,1864586000.0,3832015000.0,4077058000.0,2023-12-31
