tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,gain_on_sale_of_security,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.096872,7132000000.0,502000000.0,14681000000.0,10394000000.0,25075000000.0,7132000000.0,7132000000.0,8155700000.0,8088300000.0,0.85,0.85,6904000000.0,,6904000000.0,228000000.0,7132000000.0,7132000000.0,7132000000.0,765000000.0,7897000000.0,0.0,11450000000.0,1364000000.0,10086000000.0,925000000.0,9161000000.0,24532000000.0,24532000000.0,2022-12-31
0.0,0.102,8161000000.0,503000000.0,14448000000.0,14207000000.0,28655000000.0,8161000000.0,8161000000.0,8182300000.0,8065900000.0,0.94,0.95,7656000000.0,,7656000000.0,505000000.0,8161000000.0,8161000000.0,8161000000.0,928000000.0,9089000000.0,0.0,12205000000.0,1348000000.0,10857000000.0,939000000.0,9918000000.0,26258000000.0,26258000000.0,2023-03-31
0.0,0.078,7408000000.0,510000000.0,14158000000.0,18196000000.0,32354000000.0,7408000000.0,7408000000.0,8080700000.0,8040900000.0,0.88,0.88,7102000000.0,,7102000000.0,306000000.0,7408000000.0,7408000000.0,7408000000.0,626000000.0,8034000000.0,0.0,12091000000.0,1469000000.0,10622000000.0,1221000000.0,9401000000.0,25197000000.0,25197000000.0,2023-06-30
0.0,0.036,7802000000.0,517000000.0,14379000000.0,19245000000.0,33624000000.0,7802000000.0,7802000000.0,8075900000.0,8017100000.0,0.9,0.91,7270000000.0,0.0,7270000000.0,532000000.0,7802000000.0,7802000000.0,7802000000.0,293000000.0,8095000000.0,0.0,11822000000.0,1381000000.0,10441000000.0,890000000.0,9551000000.0,25167000000.0,25167000000.0,2023-09-30
0.0,0.21,3144000000.0,527000000.0,13946000000.0,21683000000.0,35629000000.0,3144000000.0,3144000000.0,8062500000.0,7990900000.0,0.35,0.36,2671000000.0,,2838000000.0,306000000.0,3144000000.0,3144000000.0,3144000000.0,-20000000.0,3124000000.0,0.0,13697000000.0,1337000000.0,12360000000.0,2900000000.0,9460000000.0,21959000000.0,21959000000.0,2023-12-31
