free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
30998000000.0,-1652000000.0,-9665000000.0,10708000000.0,0.0,230203000000.0,204976000000.0,4234000000.0,20993000000.0,-24385000000.0,-24385000000.0,189000000.0,-2105000000.0,-654000000.0,-654000000.0,0.0,-998000000.0,-998000000.0,6931000000.0,5888000000.0,1043000000.0,-9665000000.0,10708000000.0,14380000000.0,14380000000.0,-1573000000.0,19800000000.0,40772000000.0,-20972000000.0,30998000000.0,30998000000.0,22886000000.0,10550000000.0,13176000000.0,-840000000.0,-840000000.0,-1575000000.0,627000000.0,119000000.0,119000000.0,502000000.0,502000000.0,5000000.0,5000000.0,7132000000.0,2022-12-31
-11300000000.0,-2215000000.0,-11341000000.0,14319000000.0,0.0,376218000000.0,230203000000.0,348000000.0,145667000000.0,126121000000.0,126121000000.0,-728000000.0,-2352000000.0,0.0,,0.0,-2215000000.0,-2215000000.0,32610000000.0,29632000000.0,2978000000.0,-11341000000.0,14319000000.0,30846000000.0,30846000000.0,-1955000000.0,69478000000.0,88620000000.0,-19142000000.0,-11300000000.0,-11300000000.0,-23869000000.0,-725000000.0,-16078000000.0,-7066000000.0,-7066000000.0,2105000000.0,794000000.0,-169000000.0,-169000000.0,503000000.0,503000000.0,210000000.0,210000000.0,8161000000.0,2023-03-31
11786000000.0,-550000000.0,-10927000000.0,16390000000.0,0.0,373553000000.0,376218000000.0,-640000000.0,-2025000000.0,-71695000000.0,-71695000000.0,-24000000.0,-2091000000.0,0.0,,0.0,-550000000.0,-550000000.0,-10084000000.0,-15547000000.0,5463000000.0,-10927000000.0,16390000000.0,57884000000.0,57884000000.0,-559000000.0,38387000000.0,58582000000.0,-20195000000.0,11786000000.0,11786000000.0,91000000.0,2014000000.0,9460000000.0,-11383000000.0,-11383000000.0,2039000000.0,832000000.0,-443000000.0,-443000000.0,510000000.0,510000000.0,194000000.0,194000000.0,7408000000.0,2023-06-30
11772000000.0,-1000000000.0,-9899000000.0,22246000000.0,0.0,351726000000.0,373553000000.0,-1293000000.0,-20534000000.0,27628000000.0,27628000000.0,45000000.0,-2411000000.0,0.0,,0.0,-1000000000.0,-1000000000.0,11526000000.0,-821000000.0,12347000000.0,-9899000000.0,22246000000.0,-59934000000.0,-59934000000.0,-1757000000.0,-26213000000.0,25403000000.0,-51616000000.0,11772000000.0,11772000000.0,3486000000.0,3392000000.0,-269000000.0,363000000.0,363000000.0,-1118000000.0,588000000.0,-828000000.0,-828000000.0,517000000.0,517000000.0,0.0,0.0,7802000000.0,2023-09-30
32724000000.0,-811000000.0,-12404000000.0,12441000000.0,0.0,333073000000.0,351726000000.0,1515000000.0,-20168000000.0,11291000000.0,11291000000.0,-10000000.0,-2233000000.0,0.0,,0.0,-811000000.0,-811000000.0,-8065000000.0,-8102000000.0,37000000.0,-12404000000.0,12441000000.0,-64183000000.0,-64183000000.0,-987000000.0,-85890000000.0,114214000000.0,-200104000000.0,32724000000.0,32724000000.0,23020000000.0,39710000000.0,-17057000000.0,367000000.0,367000000.0,5323000000.0,728000000.0,-571000000.0,-571000000.0,527000000.0,527000000.0,1000000.0,1000000.0,3144000000.0,2023-12-31
