tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,total_revenue,operating_revenue,date
0.0,0.00774,456936000.0,-25730000.0,711125000.0,-12384000.0,12384000.0,456936000.0,456936000.0,1323262000.0,42914000.0,42795000.0,10.27,10.3,447826000.0,447826000.0,266000.0,8844000.0,456936000.0,-236397000.0,693333000.0,693333000.0,5408000.0,698741000.0,7686000.0,-12384000.0,12384000.0,83241000.0,83241000.0,83241000.0,83241000.0,2022003000.0,2022003000.0,2022-12-31
0.0,0.033252,572906000.0,-32948000.0,881326000.0,-12134000.0,12134000.0,572906000.0,572906000.0,1326378000.0,43006000.0,42876000.0,12.91,12.95,555208000.0,555208000.0,8854000.0,8844000.0,572906000.0,-267384000.0,840290000.0,840290000.0,28902000.0,869192000.0,-4306000.0,-12134000.0,12134000.0,90317000.0,90317000.0,90317000.0,90317000.0,2195570000.0,2195570000.0,2023-03-31
0.0,0.015607,199869000.0,-40284000.0,395613000.0,-14895000.0,14895000.0,199869000.0,199869000.0,1464813000.0,45990000.0,45898000.0,4.09,4.1,191025000.0,191025000.0,,8844000.0,199869000.0,-174907000.0,374776000.0,374776000.0,5942000.0,380718000.0,3876000.0,-14895000.0,14895000.0,103862000.0,,,,1845531000.0,1845531000.0,2023-06-30
0.0,0.021828,202831000.0,-47836000.0,448772000.0,-22951000.0,22951000.0,202831000.0,202831000.0,1399324000.0,50358000.0,50261000.0,3.8,3.81,191351000.0,191351000.0,2637000.0,8843000.0,202831000.0,-213695000.0,416526000.0,416526000.0,9295000.0,425821000.0,-5866000.0,-22951000.0,22951000.0,99894000.0,,,,1825145000.0,1825145000.0,2023-09-30
0.0,0.21,1585526000.0,-13685000.0,1457530000.0,-23201000.0,23201000.0,1585526000.0,1585526000.0,1790559000.0,,,,,1553482000.0,1553482000.0,23200000.0,8844000.0,1585526000.0,-403009000.0,1988535000.0,1988535000.0,-554206000.0,1434329000.0,144000.0,-23201000.0,23201000.0,208751000.0,,,,3224888000.0,3224888000.0,2023-12-31
