preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,payables,other_payable,accounts_payable,total_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,prepaid_assets,receivables,other_receivables,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
30000.0,43717836.0,43717836.0,,1170442000.0,4337446000.0,5745716000.0,5087446000.0,4575274000.0,750000000.0,6465716000.0,9860663000.0,4535389000.0,5325274000.0,-15462000.0,-15462000.0,4071371000.0,475647000.0,793718000.0,43718000.0,750000000.0,26692215000.0,1140442000.0,1140442000.0,30000000.0,30000000.0,30000000.0,4422057000.0,4422057000.0,493776000.0,3928281000.0,36552878000.0,21033730000.0,79750000.0,79750000.0,237828000.0,31534000.0,206294000.0,1021412000.0,10200922000.0,350526000.0,100000000.0,9850396000.0,5863611000.0,4669272000.0,1194339000.0,2022-12-31
30000.0,43931597.0,43931597.0,77253000.0,1140960000.0,4879018000.0,6256495000.0,5629018000.0,5115535000.0,750000000.0,7006495000.0,11222921000.0,5357386000.0,5865535000.0,-14838000.0,-14838000.0,4618818000.0,467623000.0,793932000.0,43932000.0,750000000.0,27047406000.0,1140960000.0,1140960000.0,,,,4379100000.0,4379100000.0,389440000.0,3989660000.0,38270327000.0,21964916000.0,84731000.0,84731000.0,236517000.0,,,1130831000.0,10907533000.0,267161000.0,100000000.0,10640372000.0,6240802000.0,5177095000.0,1063707000.0,2023-03-31
30000.0,51182221.0,51182221.0,938166000.0,1882101000.0,6417595000.0,8534914000.0,7167595000.0,6652813000.0,750000000.0,9284914000.0,13079075000.0,5676262000.0,7402813000.0,-14050000.0,-14050000.0,4790466000.0,1825215000.0,801182000.0,51182000.0,750000000.0,28320840000.0,1882101000.0,1882101000.0,,,,4328384000.0,4328384000.0,547974000.0,3780410000.0,41399915000.0,24195435000.0,89505000.0,89505000.0,235218000.0,,,1187177000.0,11689124000.0,508887000.0,100000000.0,11180237000.0,7317904000.0,6373969000.0,943935000.0,2023-06-30
,51173930.0,51173930.0,687009000.0,1882893000.0,6604720000.0,8721510000.0,7354720000.0,6838617000.0,750000000.0,9471510000.0,13250851000.0,5662234000.0,7588617000.0,-14506000.0,-14506000.0,4965207000.0,1836742000.0,801174000.0,51174000.0,750000000.0,27592225000.0,1882893000.0,1882893000.0,,,,4135184000.0,4135184000.0,811578000.0,3323606000.0,40843076000.0,24564023000.0,101103000.0,101103000.0,233897000.0,,,1028916000.0,10662795000.0,480727000.0,98876000.0,10182068000.0,7715091000.0,6519207000.0,1195884000.0,2023-09-30
,52693887.0,52693887.0,81137000.0,1958655000.0,7929606000.0,10663613000.0,8679606000.0,8704958000.0,750000000.0,11338613000.0,15555789000.0,6100831000.0,9454958000.0,-14211000.0,-14211000.0,6522016000.0,2144459000.0,802694000.0,52694000.0,750000000.0,33451316000.0,1883655000.0,1883655000.0,75000000.0,75000000.0,75000000.0,3847785000.0,3847785000.0,661611000.0,3186174000.0,49007105000.0,27702681000.0,112624000.0,112624000.0,775352000.0,474810000.0,300542000.0,924777000.0,13247165000.0,622197000.0,97658000.0,12624968000.0,6481597000.0,4604079000.0,1877518000.0,2023-12-31
