free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
733195000.0,0.0,,,0.0,1194339000.0,1204241000.0,-9307000.0,-595000.0,500353000.0,500353000.0,525261000.0,-24908000.0,-8809000.0,-16099000.0,0.0,0.0,0.0,0.0,0.0,,,,,,-1234143000.0,-1234143000.0,-1232779000.0,3858425000.0,-5091204000.0,-1364000.0,-591000.0,,733195000.0,733195000.0,243157000.0,-88799000.0,-230329000.0,-230329000.0,-230329000.0,212139000.0,598153000.0,598153000.0,-25730000.0,-177565000.0,-6079000.0,-171486000.0,693333000.0,2022-12-31
435708000.0,0.0,-30000000.0,,0.0,1063707000.0,1194339000.0,2066000.0,-132698000.0,116291000.0,116291000.0,171856000.0,-25565000.0,-8950000.0,-16615000.0,,,,0.0,0.0,0.0,-30000000.0,-30000000.0,-30000000.0,,-684697000.0,-684697000.0,-675340000.0,5123956000.0,-5799296000.0,-9357000.0,1893000.0,-11250000.0,435708000.0,435708000.0,-109913000.0,2972000.0,61379000.0,61379000.0,61379000.0,-109419000.0,-789976000.0,-789976000.0,-32948000.0,-261721000.0,5568000.0,-267289000.0,840290000.0,2023-03-31
190966000.0,0.0,0.0,,1352583000.0,943935000.0,1063707000.0,324000.0,-120096000.0,2185507000.0,2185507000.0,119442000.0,-28115000.0,-8738000.0,-19377000.0,,,,1352583000.0,0.0,1352583000.0,741597000.0,741597000.0,0.0,,-2496569000.0,-2496569000.0,-2495247000.0,3571670000.0,-6066917000.0,-1322000.0,476000.0,-1798000.0,190966000.0,190966000.0,-298519000.0,-42423000.0,-209250000.0,-209250000.0,-209250000.0,-56346000.0,-539865000.0,-539865000.0,-40284000.0,154993000.0,-2737000.0,157730000.0,374776000.0,2023-06-30
772465000.0,0.0,0.0,-1016000.0,-975000.0,1195884000.0,943935000.0,5007000.0,246942000.0,-197662000.0,-197662000.0,-167581000.0,-28090000.0,-8843000.0,-19247000.0,,,,-975000.0,0.0,-975000.0,-1016000.0,-1016000.0,0.0,-1016000.0,-327861000.0,-327861000.0,-321121000.0,7168935000.0,-7490056000.0,-6740000.0,383000.0,-7123000.0,772465000.0,772465000.0,150491000.0,94730000.0,-456804000.0,-456804000.0,-456804000.0,158261000.0,998169000.0,998169000.0,-47836000.0,253284000.0,-5397000.0,258681000.0,416526000.0,2023-09-30
512495000.0,0.0,0.0,75000000.0,0.0,1877518000.0,1195884000.0,-1855000.0,683489000.0,484503000.0,484503000.0,438220000.0,-28717000.0,-8844000.0,-19873000.0,,,,0.0,0.0,0.0,75000000.0,30000000.0,,0.0,-313509000.0,-313509000.0,1558204000.0,7775196000.0,-6216992000.0,-1871713000.0,567127000.0,-2438840000.0,512495000.0,512495000.0,-825363000.0,-634559000.0,-435435000.0,-435435000.0,-435435000.0,230889000.0,868729000.0,868729000.0,-13685000.0,-636992000.0,-5076000.0,-631916000.0,1988535000.0,2023-12-31
