tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
13971295.577967,0.202483,1621000000.0,69000000.0,69000000.0,1007000000.0,375000000.0,719000000.0,1690000000.0,1315000000.0,-37000000.0,26000000.0,951971295.577967,1007000000.0,749000000.0,1256000000.0,177640000.0,177640000.0,5.62,5.62,1041000000.0,1041000000.0,,1007000000.0,-21000000.0,1028000000.0,1028000000.0,261000000.0,1289000000.0,67000000.0,-2000000.0,-43000000.0,0.0,40000000.0,3000000.0,112000000.0,-37000000.0,26000000.0,1259000000.0,30000000.0,-5000000.0,35000000.0,35000000.0,22000000.0,13000000.0,1289000000.0,719000000.0,2008000000.0,2008000000.0,2022-12-31
-18879000.0,0.217,1489000000.0,-87000000.0,-87000000.0,712000000.0,403000000.0,814000000.0,1402000000.0,999000000.0,-46000000.0,46000000.0,780121000.0,712000000.0,869000000.0,1025000000.0,181988000.0,181988000.0,3.88,3.88,712000000.0,712000000.0,,712000000.0,-34000000.0,746000000.0,746000000.0,207000000.0,953000000.0,-34000000.0,53000000.0,-8000000.0,,,8000000.0,-79000000.0,-46000000.0,46000000.0,1033000000.0,55000000.0,15000000.0,40000000.0,40000000.0,29000000.0,11000000.0,1088000000.0,814000000.0,1902000000.0,1902000000.0,2023-03-31
-39380000.0,0.22,1413000000.0,-179000000.0,-179000000.0,556000000.0,432000000.0,843000000.0,1234000000.0,802000000.0,-51000000.0,51000000.0,695620000.0,556000000.0,894000000.0,1000000000.0,180373000.0,180373000.0,3.05,3.05,551000000.0,551000000.0,5000000.0,556000000.0,-30000000.0,586000000.0,586000000.0,165000000.0,751000000.0,-200000000.0,-21000000.0,-6000000.0,,4000000.0,2000000.0,-173000000.0,-51000000.0,51000000.0,1002000000.0,51000000.0,14000000.0,37000000.0,37000000.0,21000000.0,16000000.0,1053000000.0,843000000.0,1896000000.0,1896000000.0,2023-06-30
-14756000.0,0.217,1820000000.0,-68000000.0,-68000000.0,915000000.0,442000000.0,914000000.0,1752000000.0,1310000000.0,-41000000.0,41000000.0,968244000.0,915000000.0,983000000.0,1340000000.0,178872000.0,178872000.0,5.07,5.07,915000000.0,915000000.0,,915000000.0,-78000000.0,993000000.0,993000000.0,276000000.0,1269000000.0,-31000000.0,37000000.0,-1000000.0,,,1000000.0,-67000000.0,-41000000.0,41000000.0,1341000000.0,69000000.0,35000000.0,34000000.0,34000000.0,21000000.0,13000000.0,1410000000.0,914000000.0,2324000000.0,2324000000.0,2023-09-30
22362352.941176,0.207059,1673000000.0,108000000.0,108000000.0,960000000.0,469000000.0,970000000.0,1781000000.0,1312000000.0,-37000000.0,37000000.0,874362352.941176,960000000.0,1012000000.0,1205000000.0,178811000.0,178811000.0,5.34,5.34,960000000.0,960000000.0,,960000000.0,-51000000.0,1011000000.0,1011000000.0,264000000.0,1275000000.0,107000000.0,-1000000.0,0.0,,0.0,0.0,108000000.0,-37000000.0,37000000.0,1205000000.0,42000000.0,3000000.0,39000000.0,39000000.0,25000000.0,14000000.0,1247000000.0,970000000.0,2217000000.0,2217000000.0,2023-12-31
