free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-1311000000.0,0.0,-175000000.0,1857000000.0,122000000.0,-2340000000.0,341000000.0,340000000.0,1000000.0,1199000000.0,1199000000.0,-49000000.0,-556000000.0,-556000000.0,0.0,0.0,122000000.0,122000000.0,1682000000.0,30000000.0,450000000.0,-420000000.0,1652000000.0,-625000000.0,2277000000.0,-2227000000.0,-2227000000.0,118000000.0,8000000.0,596000000.0,-588000000.0,-13000000.0,24000000.0,-37000000.0,-2340000000.0,-2340000000.0,1029000000.0,1029000000.0,-800000000.0,-519000000.0,623000000.0,13000000.0,13000000.0,610000000.0,610000000.0,35000000.0,-10000000.0,-929000000.0,-929000000.0,57000000.0,0.0,1602000000.0,-260000000.0,-260000000.0,779000000.0,,-307000000.0,-153000000.0,-42000000.0,2022-12-31
476000000.0,,-1969000000.0,1569000000.0,,-1472000000.0,22000000.0,24000000.0,-2000000.0,-431000000.0,-431000000.0,-31000000.0,,,,,,,-400000000.0,-752000000.0,-821000000.0,69000000.0,352000000.0,-1148000000.0,1500000000.0,-1519000000.0,-1519000000.0,-4000000.0,-32000000.0,373000000.0,-405000000.0,-11000000.0,,-11000000.0,-1472000000.0,-1472000000.0,1948000000.0,1948000000.0,1108000000.0,829000000.0,-30000000.0,73000000.0,73000000.0,-103000000.0,-103000000.0,0.0,-39000000.0,348000000.0,348000000.0,-9000000.0,,7000000.0,-3000000.0,-3000000.0,492000000.0,492000000.0,,,353000000.0,2023-03-31
-1359000000.0,,661000000.0,91000000.0,,-1864000000.0,19000000.0,22000000.0,-3000000.0,1371000000.0,1371000000.0,-11000000.0,,,,,,,1382000000.0,1382000000.0,,,0.0,-160000000.0,160000000.0,-1879000000.0,-1879000000.0,59000000.0,-73000000.0,346000000.0,-419000000.0,-1000000.0,,-1000000.0,-1864000000.0,-1864000000.0,505000000.0,505000000.0,-402000000.0,-38000000.0,30000000.0,-46000000.0,-46000000.0,76000000.0,76000000.0,-1000000.0,-49000000.0,-344000000.0,-344000000.0,4000000.0,,37000000.0,110000000.0,110000000.0,469000000.0,469000000.0,,,332000000.0,2023-06-30
-1097000000.0,,-5565000000.0,5737000000.0,,-3830000000.0,247000000.0,19000000.0,-89000000.0,-2129000000.0,-2129000000.0,-88000000.0,,,,,,,-458000000.0,2457000000.0,,,-2915000000.0,-4815000000.0,1900000000.0,-693000000.0,-693000000.0,-5000000.0,-70000000.0,1288000000.0,-1358000000.0,3212000000.0,,-81000000.0,-3830000000.0,-3830000000.0,2733000000.0,2733000000.0,-408000000.0,-302000000.0,-604000000.0,181000000.0,181000000.0,-785000000.0,-785000000.0,46000000.0,-60000000.0,512000000.0,512000000.0,111000000.0,,125000000.0,1272000000.0,1272000000.0,1399000000.0,,-840000000.0,-183000000.0,1074000000.0,2023-09-30
-1659000000.0,0.0,-675000000.0,3071000000.0,3000000.0,-3045000000.0,301000000.0,247000000.0,54000000.0,1784000000.0,1784000000.0,-56000000.0,-559000000.0,-559000000.0,0.0,0.0,3000000.0,3000000.0,2396000000.0,2196000000.0,-225000000.0,2421000000.0,200000000.0,-450000000.0,650000000.0,-3116000000.0,-3116000000.0,-25000000.0,-11000000.0,959000000.0,-970000000.0,-35000000.0,0.0,-35000000.0,-3045000000.0,-3045000000.0,1386000000.0,1386000000.0,-272000000.0,-119000000.0,273000000.0,-33000000.0,-33000000.0,306000000.0,306000000.0,-7000000.0,-50000000.0,-369000000.0,-369000000.0,272000000.0,,574000000.0,55000000.0,55000000.0,768000000.0,,-246000000.0,-246000000.0,235000000.0,2023-12-31
