ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,preferred_securities_outside_stock_equity,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,financial_assets,investments_and_advances,other_investments,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,other_inventories,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,capital_lease_obligations,long_term_capital_lease_obligation
835000000.0,835000000.0,45525000000.0,45678000000.0,17935000000.0,71776000000.0,-3600000000.0,19718000000.0,26098000000.0,1783000000.0,66795000000.0,27881000000.0,0.0,27881000000.0,-1572000000.0,-1572000000.0,4065000000.0,25388000000.0,23605000000.0,1783000000.0,76362000000.0,62912000000.0,1359000000.0,,0.0,626000000.0,6698000000.0,6698000000.0,38914000000.0,38914000000.0,5208000000.0,13450000000.0,3662000000.0,6764000000.0,6764000000.0,6764000000.0,,,3024000000.0,1199000000.0,1199000000.0,1825000000.0,1825000000.0,104243000000.0,94393000000.0,1500000000.0,1785000000.0,1039000000.0,9359000000.0,6347000000.0,3012000000.0,8163000000.0,868000000.0,7295000000.0,63460000000.0,-27742000000.0,91202000000.0,9123000000.0,3384000000.0,9850000000.0,2555000000.0,1137000000.0,47000000.0,480000000.0,392000000.0,1729000000.0,523000000.0,3357000000.0,-3000000.0,408000000.0,2952000000.0,-31000000.0,2983000000.0,153000000.0,153000000.0,2022-12-31,,
836000000.0,836000000.0,46264000000.0,48056000000.0,19278000000.0,74629000000.0,-3157000000.0,21061000000.0,26573000000.0,1783000000.0,68514000000.0,28356000000.0,0.0,28356000000.0,-1565000000.0,-1565000000.0,4486000000.0,25435000000.0,23652000000.0,1783000000.0,76969000000.0,64207000000.0,7049000000.0,,,,6908000000.0,6908000000.0,40158000000.0,40158000000.0,,12762000000.0,2702000000.0,7898000000.0,7898000000.0,7898000000.0,,,2162000000.0,1037000000.0,1037000000.0,1125000000.0,1125000000.0,105325000000.0,95720000000.0,5185000000.0,,,9664000000.0,6650000000.0,3014000000.0,7295000000.0,,7295000000.0,64625000000.0,-28123000000.0,92748000000.0,,,9605000000.0,2775000000.0,264000000.0,,193000000.0,,1746000000.0,,2835000000.0,,398000000.0,2437000000.0,-33000000.0,2470000000.0,1792000000.0,1792000000.0,2023-03-31,,
837000000.0,837000000.0,48460000000.0,48597000000.0,19350000000.0,75242000000.0,-6009000000.0,21133000000.0,26645000000.0,1783000000.0,67651000000.0,28428000000.0,0.0,28428000000.0,-1566000000.0,-1566000000.0,4507000000.0,25487000000.0,23704000000.0,1783000000.0,77636000000.0,63650000000.0,7105000000.0,,,,7067000000.0,7067000000.0,39223000000.0,39223000000.0,,13986000000.0,2617000000.0,9374000000.0,9374000000.0,9374000000.0,450000000.0,,1995000000.0,998000000.0,998000000.0,997000000.0,997000000.0,106064000000.0,98087000000.0,5434000000.0,,,9952000000.0,6946000000.0,3006000000.0,7295000000.0,,7295000000.0,66543000000.0,-28545000000.0,95088000000.0,,,7977000000.0,2573000000.0,260000000.0,117000000.0,169000000.0,,1826000000.0,,2895000000.0,,399000000.0,2496000000.0,-34000000.0,2530000000.0,137000000.0,137000000.0,2023-06-30,,
837000000.0,837000000.0,41752000000.0,41889000000.0,22102000000.0,68134000000.0,3046000000.0,23885000000.0,26245000000.0,1783000000.0,61085000000.0,28028000000.0,0.0,28028000000.0,-1565000000.0,-1565000000.0,4090000000.0,25503000000.0,23720000000.0,1783000000.0,77915000000.0,56282000000.0,7655000000.0,0.0,,,6834000000.0,6834000000.0,33057000000.0,33057000000.0,,21633000000.0,10877000000.0,8832000000.0,8832000000.0,4685000000.0,900000000.0,4147000000.0,1924000000.0,1168000000.0,1168000000.0,756000000.0,756000000.0,105943000000.0,81264000000.0,5722000000.0,,,6972000000.0,6671000000.0,301000000.0,4143000000.0,,4143000000.0,56161000000.0,-24491000000.0,80652000000.0,,,24679000000.0,1921000000.0,221000000.0,18046000000.0,161000000.0,,1633000000.0,,2560000000.0,,294000000.0,2266000000.0,-37000000.0,2303000000.0,137000000.0,137000000.0,2023-09-30,,
838000000.0,838000000.0,43867000000.0,44243000000.0,20658000000.0,69797000000.0,911000000.0,22441000000.0,25746000000.0,1783000000.0,60585000000.0,27529000000.0,,27529000000.0,-1506000000.0,-1506000000.0,3524000000.0,25511000000.0,23728000000.0,1783000000.0,81503000000.0,57027000000.0,1434000000.0,0.0,,321000000.0,7709000000.0,7709000000.0,33248000000.0,33056000000.0,5641000000.0,24476000000.0,11485000000.0,10995000000.0,10995000000.0,10995000000.0,,,1996000000.0,1075000000.0,1075000000.0,921000000.0,921000000.0,109032000000.0,83645000000.0,1507000000.0,1779000000.0,597000000.0,7538000000.0,7270000000.0,268000000.0,5088000000.0,945000000.0,4143000000.0,58780000000.0,-24637000000.0,83417000000.0,12147000000.0,3809000000.0,25387000000.0,1484000000.0,699000000.0,18529000000.0,38000000.0,246000000.0,1698000000.0,447000000.0,2509000000.0,,258000000.0,2251000000.0,-38000000.0,2289000000.0,184000000.0,184000000.0,2023-12-31,192000000.0,192000000.0
