tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.23,263500000.0,269900000.0,9500000.0,83800000.0,263500000.0,254000000.0,37100000.0,38900000.0,269900000.0,269900000.0,384500000.0,254000000.0,122900000.0,121800000.0,2.2,2.22,269900000.0,269900000.0,269900000.0,269900000.0,269900000.0,-600000.0,269300000.0,37100000.0,38900000.0,254000000.0,300700000.0,90800000.0,209900000.0,180000000.0,29900000.0,29900000.0,554700000.0,83800000.0,638500000.0,638500000.0,2022-12-31
0.0,0.158977,210000000.0,184100000.0,10200000.0,68100000.0,210000000.0,199800000.0,19100000.0,19100000.0,184100000.0,184100000.0,366400000.0,199800000.0,121100000.0,119800000.0,1.52,1.54,184100000.0,184100000.0,184100000.0,184100000.0,184100000.0,34800000.0,218900000.0,19100000.0,19100000.0,199800000.0,298300000.0,91500000.0,206800000.0,177700000.0,29100000.0,29100000.0,498100000.0,68100000.0,566200000.0,566200000.0,2023-03-31
0.0,0.167697,229600000.0,202000000.0,8200000.0,65900000.0,229600000.0,221400000.0,21300000.0,21300000.0,202000000.0,202000000.0,367300000.0,221400000.0,119200000.0,118000000.0,1.7,1.71,202000000.0,202000000.0,202000000.0,202000000.0,202000000.0,40700000.0,242700000.0,21300000.0,21300000.0,221400000.0,301400000.0,87400000.0,214000000.0,185600000.0,28400000.0,28400000.0,522800000.0,65900000.0,588700000.0,588700000.0,2023-06-30
0.0,0.159147,235900000.0,205000000.0,9800000.0,67100000.0,235900000.0,226100000.0,17700000.0,17700000.0,205000000.0,205000000.0,370200000.0,226100000.0,117300000.0,116000000.0,1.75,1.77,205000000.0,205000000.0,205000000.0,205000000.0,205000000.0,38800000.0,243800000.0,17700000.0,17700000.0,226100000.0,303100000.0,90000000.0,213100000.0,183300000.0,29800000.0,29800000.0,529200000.0,67100000.0,596300000.0,596300000.0,2023-09-30
0.0,0.07772,349800000.0,249200000.0,19200000.0,81500000.0,349800000.0,330600000.0,32000000.0,34300000.0,249200000.0,249200000.0,411700000.0,251800000.0,115900000.0,114000000.0,2.15,2.19,249200000.0,249200000.0,249200000.0,249200000.0,249200000.0,21000000.0,270200000.0,32000000.0,34300000.0,251800000.0,330200000.0,100000000.0,230200000.0,200500000.0,29700000.0,29700000.0,582000000.0,81500000.0,663500000.0,663500000.0,2023-12-31
0.0,0.150577,214700000.0,183900000.0,20800000.0,70900000.0,214700000.0,193900000.0,22600000.0,22600000.0,183900000.0,183900000.0,404900000.0,193900000.0,115200000.0,112300000.0,1.6,1.64,183900000.0,183900000.0,183900000.0,183900000.0,183900000.0,32600000.0,216500000.0,22600000.0,22600000.0,193900000.0,334000000.0,99200000.0,234800000.0,206200000.0,28600000.0,28600000.0,527900000.0,70900000.0,598800000.0,598800000.0,2024-03-31
