tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,write_off
-588000.0,0.21,227800000.0,-2800000.0,-2800000.0,4700000.0,154800000.0,368200000.0,225000000.0,70200000.0,-58800000.0,68700000.0,9900000.0,6912000.0,4700000.0,592800000.0,125800000.0,123100000.0,0.04,0.04,4600000.0,-200000.0,4800000.0,-100000.0,4700000.0,700000.0,4000000.0,4000000.0,-2500000.0,1500000.0,-11300000.0,-4800000.0,-6000000.0,5200000.0,,800000.0,-3700000.0,3200000.0,-58800000.0,68700000.0,9900000.0,71600000.0,224600000.0,154800000.0,154800000.0,69800000.0,69800000.0,69800000.0,296200000.0,368200000.0,664400000.0,664400000.0,2022-12-31,
-579754.601227,0.021472,230000000.0,-27000000.0,-27000000.0,-30100000.0,158000000.0,349900000.0,203000000.0,45000000.0,-66200000.0,77600000.0,11400000.0,-3679754.601227,-30100000.0,571800000.0,126200000.0,123300000.0,-0.24,-0.24,-30700000.0,-700000.0,-30000000.0,-100000.0,-30100000.0,2800000.0,-32900000.0,-31900000.0,-700000.0,-32600000.0,-34400000.0,-2700000.0,-2800000.0,,,2800000.0,-4700000.0,-24200000.0,-66200000.0,77600000.0,11400000.0,68000000.0,221900000.0,158000000.0,158000000.0,63900000.0,63900000.0,63900000.0,289900000.0,349900000.0,639800000.0,639800000.0,2023-03-31,
252000.0,0.21,338200000.0,1200000.0,1200000.0,89800000.0,164100000.0,461500000.0,339400000.0,175300000.0,-66100000.0,80100000.0,14000000.0,88852000.0,89800000.0,687900000.0,123400000.0,123400000.0,0.72,0.72,89200000.0,0.0,89200000.0,600000.0,89800000.0,-7700000.0,97500000.0,97500000.0,-2300000.0,95200000.0,-300000.0,-800000.0,-6600000.0,-100000.0,6500000.0,200000.0,-700000.0,7800000.0,-66100000.0,80100000.0,14000000.0,161600000.0,226400000.0,164100000.0,164100000.0,62300000.0,62300000.0,62300000.0,388000000.0,461500000.0,849500000.0,849500000.0,2023-06-30,
-6294.471812,0.012589,430700000.0,-500000.0,-500000.0,163100000.0,162600000.0,484000000.0,430200000.0,267600000.0,-69700000.0,84900000.0,15200000.0,163593705.528188,163100000.0,712800000.0,123500000.0,123500000.0,1.31,1.31,161900000.0,0.0,161900000.0,1200000.0,163100000.0,-17300000.0,180400000.0,180400000.0,2300000.0,182700000.0,-2800000.0,-3700000.0,1900000.0,-3100000.0,1200000.0,0.0,1400000.0,-2400000.0,-69700000.0,84900000.0,15200000.0,255200000.0,228800000.0,162600000.0,162600000.0,66200000.0,66200000.0,66200000.0,484000000.0,484000000.0,968000000.0,968000000.0,2023-09-30,
-7793373.754872,0.016674,269800000.0,-467400000.0,-467400000.0,-436100000.0,177700000.0,392900000.0,-197600000.0,-375300000.0,-81700000.0,86500000.0,4800000.0,23506626.245128,-436100000.0,648400000.0,126400000.0,123500000.0,-0.65,-0.65,-434500000.0,-1800000.0,-432700000.0,-3400000.0,-436100000.0,18000000.0,-454100000.0,-454100000.0,-7700000.0,-461800000.0,-453600000.0,-2000000.0,-375900000.0,6000000.0,369900000.0,0.0,15800000.0,-91500000.0,-81700000.0,86500000.0,4800000.0,73500000.0,255500000.0,177700000.0,177700000.0,77800000.0,77800000.0,77800000.0,329000000.0,392900000.0,721900000.0,721900000.0,2023-12-31,
