ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_assets,total_non_current_assets,other_non_current_assets,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,current_assets,restricted_cash,inventory,finished_goods,receivables,other_receivables,notes_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
124000000.0,124000000.0,7055200000.0,7128000000.0,6389400000.0,14937800000.0,-1952600000.0,6389400000.0,7809800000.0,12807200000.0,7888500000.0,78700000.0,7809800000.0,-9900000.0,-9900000.0,-1731200000.0,9549700000.0,1200000.0,1200000.0,9195700000.0,6205400000.0,935900000.0,272100000.0,4997400000.0,4997400000.0,2990300000.0,352100000.0,352100000.0,2130600000.0,2130600000.0,2130600000.0,507600000.0,396300000.0,111300000.0,111300000.0,17084200000.0,16046500000.0,655100000.0,13971000000.0,1420400000.0,402000000.0,1018400000.0,1037700000.0,17600000.0,202700000.0,202700000.0,617300000.0,246200000.0,371100000.0,200100000.0,127300000.0,72800000.0,2022-12-31
124422000.0,124422000.0,7325300000.0,7400100000.0,6205000000.0,15090400000.0,-1601300000.0,6205000000.0,7690300000.0,13252300000.0,7770100000.0,79800000.0,7690300000.0,7700000.0,7700000.0,-1875000000.0,9556400000.0,1200000.0,1200000.0,9593700000.0,6862900000.0,940100000.0,360800000.0,5562000000.0,5562000000.0,2730800000.0,433800000.0,433800000.0,1838100000.0,1838100000.0,1838100000.0,458900000.0,340900000.0,118000000.0,118000000.0,17363800000.0,16234300000.0,898200000.0,13850800000.0,1485300000.0,392700000.0,1092600000.0,1129500000.0,,232500000.0,232500000.0,716700000.0,219500000.0,497200000.0,180300000.0,105500000.0,74800000.0,2023-03-31
124400000.0,124400000.0,7483400000.0,7552100000.0,6218500000.0,15260200000.0,-1756400000.0,6218500000.0,7708100000.0,13257300000.0,7788500000.0,80400000.0,7708100000.0,37600000.0,37600000.0,-1898200000.0,9567500000.0,1200000.0,1200000.0,9772900000.0,6867500000.0,958300000.0,360000000.0,5549200000.0,5549200000.0,2905400000.0,430900000.0,430900000.0,2002900000.0,2002900000.0,2002900000.0,471600000.0,353600000.0,118000000.0,118000000.0,17561400000.0,16412400000.0,935300000.0,13987500000.0,1489600000.0,385400000.0,1104200000.0,1149000000.0,,236600000.0,236600000.0,733300000.0,211500000.0,521800000.0,179100000.0,110400000.0,68700000.0,2023-06-30
124400000.0,124400000.0,7559300000.0,7621300000.0,6281000000.0,15361100000.0,-1729200000.0,6281000000.0,7739800000.0,13276200000.0,7835800000.0,96000000.0,7739800000.0,5200000.0,5200000.0,-1848200000.0,9581600000.0,1200000.0,1200000.0,9769500000.0,6813500000.0,928900000.0,348200000.0,5536400000.0,5536400000.0,2956000000.0,372700000.0,372700000.0,2084900000.0,2084900000.0,2084900000.0,498400000.0,380200000.0,118200000.0,118200000.0,17605300000.0,16378500000.0,929000000.0,13990700000.0,1458800000.0,374700000.0,1084100000.0,1226800000.0,,219800000.0,219800000.0,832200000.0,298700000.0,533500000.0,174800000.0,112800000.0,62000000.0,2023-09-30
124436432.0,124436432.0,7748100000.0,7777300000.0,5980300000.0,14860100000.0,-2115400000.0,5980300000.0,7082800000.0,12795000000.0,7173000000.0,90200000.0,7082800000.0,12200000.0,12200000.0,-2397500000.0,9466900000.0,1200000.0,1200000.0,9767700000.0,6926200000.0,953100000.0,260900000.0,5712200000.0,5712200000.0,2841500000.0,344500000.0,344500000.0,2065100000.0,2065100000.0,2065100000.0,431900000.0,313700000.0,118200000.0,118200000.0,16940700000.0,16214600000.0,668500000.0,14443600000.0,1102500000.0,369500000.0,733000000.0,726100000.0,13500000.0,205600000.0,205600000.0,477800000.0,323700000.0,154100000.0,29200000.0,0.0,29200000.0,2023-12-31
