treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
57093000.0,550754000.0,607847000.0,5946000000.0,21333000000.0,-1666000000.0,42077000000.0,1664000000.0,-1666000000.0,3313000000.0,24057000000.0,41995000000.0,24237000000.0,180000000.0,24057000000.0,-1132000000.0,,4213000000.0,9341000000.0,20060000000.0,1000000.0,1000000.0,0.0,52633000000.0,24169000000.0,2483000000.0,615000000.0,615000000.0,21071000000.0,3133000000.0,17938000000.0,28464000000.0,16745000000.0,478000000.0,478000000.0,262000000.0,180000000.0,82000000.0,82000000.0,10979000000.0,10979000000.0,1634000000.0,9345000000.0,76870000000.0,46742000000.0,1349000000.0,14684000000.0,25723000000.0,6911000000.0,18812000000.0,4986000000.0,-2066000000.0,7052000000.0,467000000.0,2554000000.0,3194000000.0,659000000.0,178000000.0,0.0,30128000000.0,2461000000.0,13272000000.0,13272000000.0,-130000000.0,13402000000.0,14395000000.0,2321000000.0,12074000000.0,2022-12-31
62641000.0,551714000.0,614355000.0,2467000000.0,21641000000.0,-524000000.0,43362000000.0,2152000000.0,-524000000.0,3321000000.0,25042000000.0,43265000000.0,25186000000.0,144000000.0,25042000000.0,-915000000.0,-915000000.0,4636000000.0,10471000000.0,20121000000.0,1000000.0,1000000.0,0.0,57796000000.0,24939000000.0,3050000000.0,522000000.0,522000000.0,21367000000.0,3144000000.0,18223000000.0,32857000000.0,17504000000.0,2398000000.0,2398000000.0,274000000.0,177000000.0,97000000.0,97000000.0,12681000000.0,12681000000.0,2077000000.0,10604000000.0,82982000000.0,47973000000.0,1518000000.0,15833000000.0,25566000000.0,6730000000.0,18836000000.0,5056000000.0,,5056000000.0,,5056000000.0,,,,,35009000000.0,1811000000.0,15210000000.0,15210000000.0,,,17988000000.0,2135000000.0,15853000000.0,2023-03-31
68740000.0,546003000.0,614743000.0,836000000.0,21353000000.0,435000000.0,43677000000.0,3560000000.0,435000000.0,3347000000.0,25671000000.0,43567000000.0,25787000000.0,116000000.0,25671000000.0,-998000000.0,-998000000.0,5044000000.0,11529000000.0,20183000000.0,1000000.0,1000000.0,0.0,57066000000.0,25760000000.0,4198000000.0,495000000.0,495000000.0,21067000000.0,3171000000.0,17896000000.0,31306000000.0,16884000000.0,2373000000.0,2373000000.0,286000000.0,176000000.0,110000000.0,110000000.0,11763000000.0,11763000000.0,2071000000.0,9692000000.0,82853000000.0,47987000000.0,1614000000.0,16108000000.0,25236000000.0,6520000000.0,18716000000.0,5029000000.0,,5029000000.0,,5029000000.0,,,,,34866000000.0,1883000000.0,13601000000.0,13601000000.0,,,19382000000.0,2212000000.0,17170000000.0,2023-06-30
80360000.0,534596000.0,614956000.0,,19107000000.0,1460000000.0,43296000000.0,4554000000.0,1460000000.0,1106000000.0,25295000000.0,43183000000.0,25416000000.0,121000000.0,25295000000.0,-1122000000.0,-1122000000.0,5825000000.0,11998000000.0,20243000000.0,1000000.0,1000000.0,0.0,58965000000.0,22114000000.0,2713000000.0,577000000.0,577000000.0,18824000000.0,936000000.0,17888000000.0,36851000000.0,17141000000.0,2356000000.0,2356000000.0,283000000.0,170000000.0,113000000.0,113000000.0,17071000000.0,17071000000.0,2160000000.0,14911000000.0,84381000000.0,42976000000.0,1473000000.0,15234000000.0,23835000000.0,6277000000.0,17558000000.0,2434000000.0,,2434000000.0,,2434000000.0,,,,,41405000000.0,5471000000.0,15503000000.0,15503000000.0,,,20431000000.0,2241000000.0,18190000000.0,2023-09-30
80807000.0,534484000.0,615291000.0,636000000.0,18877000000.0,2181000000.0,43669000000.0,4040000000.0,2181000000.0,1048000000.0,25840000000.0,43550000000.0,25956000000.0,116000000.0,25840000000.0,-652000000.0,-652000000.0,5856000000.0,12043000000.0,20304000000.0,1000000.0,1000000.0,0.0,58685000000.0,21969000000.0,2738000000.0,641000000.0,641000000.0,18590000000.0,880000000.0,17710000000.0,36716000000.0,18000000000.0,715000000.0,715000000.0,287000000.0,168000000.0,119000000.0,119000000.0,17714000000.0,17714000000.0,1462000000.0,16252000000.0,84641000000.0,43885000000.0,1525000000.0,16286000000.0,23659000000.0,6101000000.0,17558000000.0,2415000000.0,-2400000000.0,4815000000.0,252000000.0,396000000.0,3477000000.0,534000000.0,156000000.0,0.0,40756000000.0,5572000000.0,15532000000.0,15532000000.0,-120000000.0,15652000000.0,19652000000.0,2459000000.0,17193000000.0,2023-12-31
82790000.0,536383000.0,619173000.0,415000000.0,18000000000.0,3472000000.0,44958000000.0,5664000000.0,3472000000.0,,26958000000.0,44845000000.0,27064000000.0,106000000.0,26958000000.0,-630000000.0,-630000000.0,6007000000.0,13206000000.0,20388000000.0,1000000.0,1000000.0,0.0,55560000000.0,22776000000.0,4155000000.0,734000000.0,734000000.0,17887000000.0,,17887000000.0,32784000000.0,18109000000.0,681000000.0,681000000.0,113000000.0,,113000000.0,,13881000000.0,13881000000.0,1751000000.0,12130000000.0,82624000000.0,44176000000.0,2206000000.0,16496000000.0,23486000000.0,5928000000.0,17558000000.0,1988000000.0,,,,,,,,,38448000000.0,1957000000.0,16824000000.0,16824000000.0,,,19667000000.0,2082000000.0,17585000000.0,2024-03-31
