tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,excise_taxes,operating_revenue,date
-17220000.0,0.21,672000000.0,-82000000.0,-82000000.0,-213000000.0,375000000.0,31691000000.0,590000000.0,215000000.0,-174000000.0,174000000.0,-148220000.0,-213000000.0,35264000000.0,-282000000.0,559934000.0,559934000.0,-0.38,-0.38,-213000000.0,-213000000.0,-213000000.0,6000000.0,-219000000.0,-219000000.0,260000000.0,41000000.0,-82000000.0,-575000000.0,-4000000.0,,493000000.0,-174000000.0,174000000.0,297000000.0,3550000000.0,352000000.0,352000000.0,208000000.0,208000000.0,144000000.0,3198000000.0,,,3847000000.0,31714000000.0,35561000000.0,-2008000000.0,33553000000.0,2022-12-31
62604000.0,0.188,1584000000.0,333000000.0,333000000.0,1130000000.0,346000000.0,34294000000.0,1917000000.0,1571000000.0,-180000000.0,180000000.0,859604000.0,1130000000.0,37651000000.0,1218000000.0,553845000.0,550779000.0,2.04,2.05,1130000000.0,1130000000.0,1130000000.0,0.0,1130000000.0,1130000000.0,261000000.0,1391000000.0,333000000.0,-20000000.0,,20000000.0,353000000.0,-180000000.0,180000000.0,1238000000.0,3336000000.0,325000000.0,325000000.0,183000000.0,183000000.0,142000000.0,3011000000.0,,,4574000000.0,34315000000.0,38889000000.0,-3937000000.0,34952000000.0,2023-03-31
103378000.0,0.254,1514000000.0,407000000.0,407000000.0,1058000000.0,304000000.0,33099000000.0,1921000000.0,1596000000.0,-181000000.0,181000000.0,754378000.0,1058000000.0,36419000000.0,1171000000.0,550308000.0,548932000.0,1.92,1.93,1058000000.0,1058000000.0,1058000000.0,3000000.0,1055000000.0,1055000000.0,360000000.0,1415000000.0,407000000.0,-18000000.0,,18000000.0,425000000.0,-181000000.0,181000000.0,1189000000.0,3341000000.0,325000000.0,325000000.0,179000000.0,179000000.0,146000000.0,3016000000.0,,,4530000000.0,33078000000.0,37608000000.0,-2770000000.0,34838000000.0,2023-06-30
-86332000.0,0.382,1503000000.0,-226000000.0,-226000000.0,469000000.0,328000000.0,33491000000.0,1277000000.0,949000000.0,-181000000.0,181000000.0,608668000.0,469000000.0,36867000000.0,735000000.0,541270000.0,539535000.0,0.87,0.87,469000000.0,469000000.0,469000000.0,-6000000.0,475000000.0,475000000.0,293000000.0,768000000.0,-226000000.0,-440000000.0,,440000000.0,214000000.0,-181000000.0,181000000.0,1175000000.0,3376000000.0,328000000.0,328000000.0,180000000.0,180000000.0,148000000.0,3048000000.0,3048000000.0,3048000000.0,4551000000.0,33491000000.0,38042000000.0,-3075000000.0,34967000000.0,2023-09-30
73500000.0,0.21,172000000.0,350000000.0,350000000.0,45000000.0,315000000.0,35800000000.0,522000000.0,207000000.0,-183000000.0,183000000.0,-231500000.0,45000000.0,39603000000.0,-194000000.0,537614000.0,534254000.0,0.08,0.08,45000000.0,45000000.0,45000000.0,6000000.0,39000000.0,39000000.0,-15000000.0,24000000.0,350000000.0,-51000000.0,,,401000000.0,-183000000.0,183000000.0,-143000000.0,3803000000.0,315000000.0,315000000.0,176000000.0,176000000.0,139000000.0,3488000000.0,,,3660000000.0,35800000000.0,39460000000.0,-4122000000.0,35338000000.0,2023-12-31
113848000.0,0.214,1427000000.0,532000000.0,532000000.0,1163000000.0,308000000.0,35762000000.0,1959000000.0,1651000000.0,-178000000.0,178000000.0,744848000.0,1163000000.0,39288000000.0,1106000000.0,538060000.0,535109000.0,2.16,2.17,1163000000.0,1163000000.0,1163000000.0,5000000.0,1158000000.0,1158000000.0,315000000.0,1473000000.0,532000000.0,-13000000.0,,13000000.0,545000000.0,-178000000.0,178000000.0,1119000000.0,3526000000.0,308000000.0,308000000.0,173000000.0,173000000.0,135000000.0,3218000000.0,,,4645000000.0,35762000000.0,40407000000.0,-4070000000.0,36337000000.0,2024-03-31
