tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.237668,46600000.0,0.0,0.0,17000000.0,16200000.0,152400000.0,46600000.0,30400000.0,-2700000.0,8100000.0,6500000.0,17000000.0,17000000.0,346200000.0,23500000.0,70020000.0,69472000.0,0.24,0.25,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,5300000.0,22300000.0,1500000.0,1500000.0,0.0,-2700000.0,1100000.0,8100000.0,6500000.0,23500000.0,193800000.0,49500000.0,144300000.0,217300000.0,152400000.0,369700000.0,369700000.0,2022-12-31
0.0,0.034,50100000.0,,,23800000.0,17200000.0,117600000.0,50100000.0,32900000.0,-2900000.0,8300000.0,6500000.0,23800000.0,23800000.0,330400000.0,27700000.0,70096000.0,69583000.0,0.34,0.34,23800000.0,23800000.0,23800000.0,23800000.0,23800000.0,800000.0,24600000.0,-200000.0,-200000.0,,-2900000.0,1100000.0,8300000.0,6500000.0,27700000.0,212800000.0,50100000.0,162700000.0,240500000.0,117600000.0,358100000.0,358100000.0,2023-03-31
0.0,0.042,55100000.0,,,27300000.0,18100000.0,131600000.0,55100000.0,37000000.0,-2400000.0,8500000.0,7300000.0,27300000.0,27300000.0,365400000.0,31100000.0,70142000.0,69741000.0,0.39,0.39,27300000.0,27300000.0,27300000.0,27300000.0,27300000.0,1200000.0,28500000.0,-200000.0,-200000.0,,-2400000.0,1200000.0,8500000.0,7300000.0,31100000.0,233800000.0,55100000.0,178700000.0,264900000.0,131600000.0,396500000.0,396500000.0,2023-06-30
0.0,0.034,82800000.0,,,51900000.0,18700000.0,139400000.0,82800000.0,64100000.0,-1800000.0,10400000.0,8600000.0,51900000.0,51900000.0,377900000.0,54800000.0,73624000.0,69823000.0,0.74,0.74,51900000.0,51900000.0,51900000.0,51900000.0,51900000.0,1800000.0,53700000.0,700000.0,700000.0,,-1800000.0,,10400000.0,8600000.0,54800000.0,238500000.0,57800000.0,180700000.0,293300000.0,139400000.0,432700000.0,432700000.0,2023-09-30
0.0,0.041744,133300000.0,,,103300000.0,18800000.0,148600000.0,133300000.0,114500000.0,-500000.0,6700000.0,6200000.0,103300000.0,103300000.0,403400000.0,106400000.0,,,,,103300000.0,103300000.0,103300000.0,103300000.0,103300000.0,4500000.0,107800000.0,1900000.0,1900000.0,,-500000.0,,6700000.0,6200000.0,106400000.0,254800000.0,42000000.0,212800000.0,361200000.0,148600000.0,509800000.0,509800000.0,2023-12-31
