treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,investments_and_advances,other_investments,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,restricted_cash,inventory,other_inventories,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
247743590.0,2217784948.0,2465528538.0,51331000000.0,53539000000.0,22823000000.0,74888000000.0,-2973000000.0,22823000000.0,1474000000.0,22823000000.0,,70565000000.0,23075000000.0,252000000.0,22823000000.0,-5000000.0,2517000000.0,-7542000000.0,,32887000000.0,32887000000.0,,95569000000.0,79781000000.0,4291000000.0,231000000.0,231000000.0,2732000000.0,2732000000.0,48985000000.0,1243000000.0,47742000000.0,5912000000.0,15788000000.0,5284000000.0,4554000000.0,231000000.0,4323000000.0,4323000000.0,5950000000.0,626000000.0,626000000.0,5324000000.0,2436000000.0,2888000000.0,118644000000.0,105829000000.0,8561000000.0,9000000.0,3297000000.0,3297000000.0,77519000000.0,-30946000000.0,108465000000.0,4137000000.0,1330000000.0,12815000000.0,2189000000.0,213000000.0,842000000.0,91000000.0,8837000000.0,4888000000.0,2645000000.0,-166000000.0,2811000000.0,734000000.0,734000000.0,2022-12-31
187743590.0,2345774083.0,2533517673.0,47887000000.0,50559000000.0,27740000000.0,76655000000.0,-2091000000.0,27998000000.0,1644000000.0,27740000000.0,258000000.0,71919000000.0,27998000000.0,252000000.0,27998000000.0,-2000000.0,1907000000.0,-3170000000.0,29590000000.0,1580000000.0,1322000000.0,258000000.0,91614000000.0,77226000000.0,4666000000.0,162000000.0,162000000.0,2974000000.0,2974000000.0,45389000000.0,1468000000.0,43921000000.0,5916000000.0,14388000000.0,4209000000.0,5170000000.0,176000000.0,4994000000.0,4994000000.0,5009000000.0,540000000.0,540000000.0,4469000000.0,2146000000.0,2323000000.0,119612000000.0,107315000000.0,8438000000.0,9000000.0,3438000000.0,3438000000.0,78768000000.0,-31591000000.0,110359000000.0,4280000000.0,1467000000.0,12297000000.0,1505000000.0,387000000.0,835000000.0,34000000.0,8542000000.0,4773000000.0,2568000000.0,-241000000.0,2809000000.0,1028000000.0,1028000000.0,2023-03-31
127743590.0,2441241338.0,2568984928.0,53299000000.0,55713000000.0,23763000000.0,77867000000.0,-521000000.0,23763000000.0,1609000000.0,23763000000.0,,73993000000.0,24015000000.0,252000000.0,23763000000.0,0.0,1298000000.0,-6567000000.0,,31628000000.0,31628000000.0,,96690000000.0,83488000000.0,4648000000.0,226000000.0,226000000.0,2422000000.0,2422000000.0,51703000000.0,1473000000.0,50230000000.0,5971000000.0,13202000000.0,4072000000.0,4010000000.0,136000000.0,3874000000.0,3874000000.0,5120000000.0,662000000.0,662000000.0,4458000000.0,2092000000.0,2366000000.0,120705000000.0,108024000000.0,8333000000.0,13000000.0,3524000000.0,3524000000.0,80191000000.0,-32199000000.0,112390000000.0,4143000000.0,1418000000.0,12681000000.0,1417000000.0,257000000.0,888000000.0,55000000.0,9314000000.0,6397000000.0,2107000000.0,-342000000.0,2449000000.0,805000000.0,805000000.0,2023-06-30
67743590.0,2543508181.0,2611251771.0,53933000000.0,55960000000.0,24132000000.0,78654000000.0,-2363000000.0,24132000000.0,1438000000.0,24132000000.0,,74475000000.0,24384000000.0,252000000.0,24132000000.0,-2000000.0,688000000.0,-6219000000.0,,31041000000.0,31041000000.0,,98625000000.0,83453000000.0,4736000000.0,220000000.0,220000000.0,2181000000.0,2181000000.0,51442000000.0,1099000000.0,50343000000.0,5990000000.0,15172000000.0,4995000000.0,4518000000.0,339000000.0,4179000000.0,4179000000.0,5659000000.0,592000000.0,592000000.0,5067000000.0,2378000000.0,2689000000.0,123009000000.0,110200000000.0,8666000000.0,9000000.0,3410000000.0,3410000000.0,81671000000.0,-32625000000.0,114296000000.0,4580000000.0,1413000000.0,12809000000.0,1343000000.0,373000000.0,888000000.0,66000000.0,9616000000.0,6133000000.0,2178000000.0,-537000000.0,2715000000.0,589000000.0,589000000.0,2023-09-30
0.0,2611341348.0,2611341348.0,55687000000.0,57733000000.0,25040000000.0,81362000000.0,-2931000000.0,25040000000.0,1411000000.0,25040000000.0,,76015000000.0,25292000000.0,252000000.0,25040000000.0,-13000000.0,0.0,-5321000000.0,,30374000000.0,30374000000.0,,100406000000.0,83092000000.0,3633000000.0,476000000.0,476000000.0,1980000000.0,1980000000.0,52047000000.0,1072000000.0,50975000000.0,5512000000.0,17314000000.0,6120000000.0,5686000000.0,339000000.0,5347000000.0,5347000000.0,5508000000.0,679000000.0,679000000.0,4829000000.0,2520000000.0,2309000000.0,125698000000.0,111315000000.0,7609000000.0,24000000.0,3574000000.0,3574000000.0,82919000000.0,-33093000000.0,116012000000.0,4452000000.0,1385000000.0,14383000000.0,2125000000.0,297000000.0,870000000.0,65000000.0,10456000000.0,7154000000.0,2048000000.0,-445000000.0,2493000000.0,635000000.0,635000000.0,2023-12-31
,2614899818.0,2614899818.0,56501000000.0,58568000000.0,25731000000.0,82890000000.0,-222000000.0,25731000000.0,1409000000.0,25731000000.0,,79146000000.0,25983000000.0,252000000.0,25731000000.0,-14000000.0,0.0,-4611000000.0,,30356000000.0,30356000000.0,,101662000000.0,86209000000.0,3865000000.0,474000000.0,474000000.0,2225000000.0,2225000000.0,54473000000.0,1058000000.0,53415000000.0,5505000000.0,15453000000.0,5625000000.0,4095000000.0,351000000.0,3744000000.0,3744000000.0,5733000000.0,581000000.0,581000000.0,5152000000.0,3005000000.0,2147000000.0,127645000000.0,112414000000.0,8111000000.0,24000000.0,3710000000.0,3710000000.0,84236000000.0,-33718000000.0,117954000000.0,4466000000.0,1369000000.0,15231000000.0,1956000000.0,362000000.0,821000000.0,44000000.0,11434000000.0,7951000000.0,2160000000.0,-400000000.0,2560000000.0,658000000.0,658000000.0,2024-03-31
