tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-17640000.0,0.21,1395000000.0,-84000000.0,-84000000.0,517000000.0,941000000.0,3523000000.0,1311000000.0,370000000.0,-470000000.0,562000000.0,92000000.0,583360000.0,517000000.0,5156000000.0,130000000.0,,,,,513000000.0,513000000.0,4000000.0,517000000.0,517000000.0,517000000.0,-709000000.0,-192000000.0,64000000.0,148000000.0,-84000000.0,84000000.0,0.0,-470000000.0,562000000.0,92000000.0,214000000.0,1633000000.0,692000000.0,941000000.0,941000000.0,1847000000.0,3523000000.0,5370000000.0,5370000000.0,2022-12-31
420000.0,0.21,1901000000.0,2000000.0,2000000.0,572000000.0,1077000000.0,4115000000.0,1903000000.0,826000000.0,-490000000.0,602000000.0,112000000.0,570420000.0,572000000.0,5582000000.0,629000000.0,2132000000.0,1991000000.0,0.27,0.29,569000000.0,569000000.0,3000000.0,572000000.0,572000000.0,572000000.0,-348000000.0,224000000.0,87000000.0,85000000.0,2000000.0,-2000000.0,,-490000000.0,602000000.0,112000000.0,627000000.0,1467000000.0,390000000.0,1077000000.0,1077000000.0,2094000000.0,4115000000.0,6209000000.0,6209000000.0,2023-03-31
210000.0,0.21,1711000000.0,1000000.0,1000000.0,410000000.0,997000000.0,3382000000.0,1712000000.0,715000000.0,-497000000.0,640000000.0,143000000.0,409210000.0,410000000.0,4785000000.0,506000000.0,2139000000.0,2019000000.0,0.189808,0.20109,406000000.0,406000000.0,4000000.0,410000000.0,410000000.0,410000000.0,-335000000.0,75000000.0,67000000.0,66000000.0,1000000.0,-1000000.0,,-497000000.0,640000000.0,143000000.0,505000000.0,1403000000.0,406000000.0,997000000.0,997000000.0,1908000000.0,3382000000.0,5290000000.0,5290000000.0,2023-06-30
6720000.0,0.21,1396000000.0,32000000.0,32000000.0,351000000.0,811000000.0,4143000000.0,1428000000.0,617000000.0,-528000000.0,682000000.0,154000000.0,325720000.0,351000000.0,5519000000.0,401000000.0,2140000000.0,2111000000.0,0.16,0.16,348000000.0,348000000.0,3000000.0,351000000.0,351000000.0,351000000.0,-416000000.0,-65000000.0,94000000.0,62000000.0,32000000.0,-32000000.0,,-528000000.0,682000000.0,154000000.0,369000000.0,1376000000.0,565000000.0,811000000.0,811000000.0,1745000000.0,4143000000.0,5888000000.0,5888000000.0,2023-09-30
-96180000.0,0.21,2702000000.0,-458000000.0,-458000000.0,923000000.0,853000000.0,4481000000.0,2244000000.0,1391000000.0,-729000000.0,926000000.0,197000000.0,1284820000.0,923000000.0,5448000000.0,1135000000.0,,,,,919000000.0,919000000.0,4000000.0,923000000.0,923000000.0,923000000.0,-458000000.0,465000000.0,-399000000.0,59000000.0,-458000000.0,458000000.0,,-729000000.0,926000000.0,197000000.0,1593000000.0,967000000.0,114000000.0,853000000.0,853000000.0,2560000000.0,4481000000.0,7041000000.0,7041000000.0,2023-12-31
50387.596899,0.050388,2510000000.0,1000000.0,1000000.0,735000000.0,1022000000.0,3486000000.0,2511000000.0,1489000000.0,-578000000.0,715000000.0,137000000.0,734050387.596899,735000000.0,4586000000.0,1276000000.0,2139000000.0,2134000000.0,0.34,0.34,732000000.0,732000000.0,3000000.0,735000000.0,735000000.0,735000000.0,39000000.0,774000000.0,77000000.0,76000000.0,1000000.0,-1000000.0,,-578000000.0,715000000.0,137000000.0,1275000000.0,1100000000.0,78000000.0,1022000000.0,1022000000.0,2375000000.0,3486000000.0,5861000000.0,5861000000.0,2024-03-31
