free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date,cash_dividends_paid,common_stock_dividend_paid
-1164000000.0,-2725000000.0,4095000000.0,-2173000000.0,312000000.0,734000000.0,-68000000.0,262000000.0,540000000.0,1427000000.0,1427000000.0,57000000.0,1370000000.0,,,,1670000000.0,-2425000000.0,4095000000.0,-1896000000.0,-1896000000.0,9000000.0,268000000.0,1352000000.0,-1084000000.0,0.0,0.0,-2173000000.0,1009000000.0,1009000000.0,587000000.0,859000000.0,-282000000.0,20000000.0,20000000.0,20000000.0,-94000000.0,84000000.0,-242000000.0,-548000000.0,17000000.0,-505000000.0,-505000000.0,941000000.0,941000000.0,941000000.0,517000000.0,2022-12-31,,
-1103000000.0,-4806000000.0,6294000000.0,-2288000000.0,598000000.0,1028000000.0,-387000000.0,947000000.0,468000000.0,1423000000.0,1423000000.0,-65000000.0,1488000000.0,,,,1488000000.0,-4806000000.0,6294000000.0,-2140000000.0,-2140000000.0,5000000.0,143000000.0,446000000.0,-303000000.0,,,-2288000000.0,1185000000.0,1185000000.0,-510000000.0,-1301000000.0,-396000000.0,303000000.0,303000000.0,303000000.0,7000000.0,877000000.0,826000000.0,70000000.0,139000000.0,-163000000.0,-163000000.0,1077000000.0,1077000000.0,1077000000.0,572000000.0,2023-03-31,,
-1117000000.0,-3329000000.0,3932000000.0,-2392000000.0,470000000.0,805000000.0,130000000.0,1028000000.0,-353000000.0,652000000.0,652000000.0,49000000.0,603000000.0,,,,2732000000.0,4336000000.0,-1604000000.0,-2280000000.0,-2280000000.0,2000000.0,110000000.0,609000000.0,-499000000.0,,,-2392000000.0,1275000000.0,1275000000.0,-262000000.0,-850000000.0,-260000000.0,-158000000.0,-158000000.0,-158000000.0,-53000000.0,1059000000.0,763000000.0,142000000.0,154000000.0,-166000000.0,-166000000.0,997000000.0,997000000.0,997000000.0,410000000.0,2023-06-30,,
-611000000.0,-1683000000.0,2122000000.0,-2421000000.0,693000000.0,589000000.0,-116000000.0,805000000.0,-100000000.0,381000000.0,381000000.0,-58000000.0,439000000.0,970000000.0,-1152000000.0,2122000000.0,-531000000.0,-531000000.0,0.0,-2291000000.0,-2291000000.0,4000000.0,126000000.0,626000000.0,-500000000.0,,,-2421000000.0,1810000000.0,1810000000.0,1065000000.0,2095000000.0,252000000.0,186000000.0,186000000.0,186000000.0,0.0,-1468000000.0,-1477000000.0,-435000000.0,259000000.0,-241000000.0,-241000000.0,811000000.0,811000000.0,,351000000.0,2023-09-30,,
-2136000000.0,-6146000000.0,8033000000.0,-2613000000.0,525000000.0,635000000.0,76000000.0,589000000.0,-30000000.0,1944000000.0,1944000000.0,57000000.0,1887000000.0,1213000000.0,-3904000000.0,5117000000.0,674000000.0,-2242000000.0,2916000000.0,-2451000000.0,-2451000000.0,2000000.0,160000000.0,1110000000.0,-950000000.0,,,-2613000000.0,477000000.0,477000000.0,-943000000.0,24000000.0,-85000000.0,-421000000.0,-421000000.0,-421000000.0,18000000.0,-479000000.0,-481000000.0,-245000000.0,84000000.0,-195000000.0,-195000000.0,853000000.0,853000000.0,853000000.0,923000000.0,2023-12-31,,
-377000000.0,-4085000000.0,4949000000.0,-2638000000.0,712000000.0,1020000000.0,,932000000.0,88000000.0,757000000.0,757000000.0,-86000000.0,864000000.0,-1154000000.0,-3612000000.0,2458000000.0,2018000000.0,-473000000.0,2491000000.0,-2930000000.0,-2930000000.0,4000000.0,-296000000.0,538000000.0,-834000000.0,,,-2638000000.0,2261000000.0,2261000000.0,257000000.0,119000000.0,-253000000.0,608000000.0,608000000.0,608000000.0,49000000.0,-266000000.0,-341000000.0,-62000000.0,70000000.0,239000000.0,239000000.0,1022000000.0,1022000000.0,1022000000.0,735000000.0,2024-03-31,-21000000.0,-21000000.0
