ordinary_shares_number,share_issued,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,current_liabilities,current_deferred_liabilities,current_deferred_revenue,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
350000000.0,350000000.0,9983300000.0,11041900000.0,4830900000.0,9983300000.0,11041900000.0,11041900000.0,11112600000.0,70700000.0,11041900000.0,-162500000.0,-162500000.0,3500100000.0,7703900000.0,400000.0,400000.0,0.0,1861400000.0,439300000.0,110300000.0,288000000.0,41000000.0,41000000.0,1422100000.0,405100000.0,397300000.0,401600000.0,615400000.0,372300000.0,243100000.0,96100000.0,147000000.0,12974000000.0,6721000000.0,660300000.0,664600000.0,664600000.0,2623600000.0,,,1058600000.0,710100000.0,348500000.0,2374200000.0,-1237900000.0,3612100000.0,608600000.0,806400000.0,942000000.0,866500000.0,388600000.0,0.0,6253000000.0,164300000.0,893200000.0,350400000.0,159900000.0,382900000.0,1073300000.0,,131200000.0,942100000.0,-22400000.0,964500000.0,4122200000.0,2541000000.0,1581200000.0,1084000000.0,497200000.0,2022-12-31
350400000.0,350400000.0,10152800000.0,11217700000.0,5569600000.0,10152800000.0,11217700000.0,11217700000.0,11294200000.0,76500000.0,11217700000.0,-108500000.0,-108500000.0,3397400000.0,7928400000.0,400000.0,400000.0,0.0,1759000000.0,451600000.0,113200000.0,293700000.0,44700000.0,44700000.0,1307400000.0,417800000.0,417800000.0,260900000.0,628700000.0,339200000.0,289500000.0,125400000.0,164100000.0,13053200000.0,6176200000.0,,644700000.0,644700000.0,1886400000.0,1886400000.0,1886400000.0,1064900000.0,716300000.0,348600000.0,2580200000.0,,,,,,,,,6877000000.0,180800000.0,946600000.0,415000000.0,145100000.0,386500000.0,1057400000.0,,226600000.0,830800000.0,,830800000.0,4692200000.0,2549200000.0,2143000000.0,1537800000.0,605200000.0,2023-03-31
351300000.0,351300000.0,10837400000.0,11879100000.0,6493400000.0,10837400000.0,11879100000.0,11879100000.0,11959700000.0,80600000.0,11879100000.0,-79800000.0,-79800000.0,3807700000.0,8150800000.0,400000.0,400000.0,0.0,1943600000.0,405200000.0,109500000.0,250300000.0,45400000.0,45400000.0,1538400000.0,405200000.0,405200000.0,346600000.0,786600000.0,356700000.0,429900000.0,230200000.0,199700000.0,13903300000.0,5871500000.0,,666500000.0,666500000.0,1332500000.0,1333500000.0,1333500000.0,1041700000.0,693100000.0,348600000.0,2830800000.0,,,,,,,,,8031800000.0,188600000.0,1005200000.0,470000000.0,145000000.0,390200000.0,1038800000.0,-23400000.0,236500000.0,825700000.0,,825700000.0,5799200000.0,2363800000.0,3435400000.0,2915100000.0,520300000.0,2023-06-30
352000000.0,352000000.0,11552500000.0,12539000000.0,7226500000.0,11552500000.0,12539000000.0,12539000000.0,12623500000.0,84500000.0,12539000000.0,-56500000.0,-56500000.0,4209200000.0,8385900000.0,400000.0,400000.0,0.0,2089200000.0,412800000.0,106200000.0,264100000.0,42500000.0,42500000.0,1676400000.0,394800000.0,394800000.0,374800000.0,906800000.0,367800000.0,539000000.0,342800000.0,196200000.0,14712700000.0,5809800000.0,,701400000.0,701400000.0,1044900000.0,1044900000.0,1044900000.0,986500000.0,638400000.0,348100000.0,3077000000.0,-1468200000.0,4545200000.0,1150800000.0,1052900000.0,1051100000.0,900900000.0,389500000.0,0.0,8902900000.0,182600000.0,1147500000.0,577100000.0,150100000.0,420300000.0,1097100000.0,-15300000.0,232800000.0,879600000.0,,879600000.0,6475700000.0,2873700000.0,3602000000.0,3127700000.0,474300000.0,2023-09-30
352299592.0,352299592.0,12919800000.0,13307600000.0,6229300000.0,12919800000.0,13307600000.0,13307600000.0,13397300000.0,89700000.0,13307600000.0,-12200000.0,-12200000.0,4743000000.0,8576400000.0,400000.0,400000.0,0.0,2044200000.0,385500000.0,106100000.0,233800000.0,45600000.0,45600000.0,1658700000.0,446100000.0,446100000.0,436400000.0,776200000.0,476100000.0,300100000.0,111400000.0,188700000.0,15441500000.0,7553500000.0,597600000.0,910500000.0,910500000.0,2120000000.0,,,387800000.0,39100000.0,348700000.0,3537600000.0,-1562000000.0,5099600000.0,1354700000.0,1149700000.0,1135800000.0,1002100000.0,457300000.0,0.0,7888000000.0,176700000.0,1220600000.0,606000000.0,159900000.0,454700000.0,1267500000.0,,137300000.0,1130200000.0,-27100000.0,1157300000.0,5223200000.0,2473100000.0,2750100000.0,2223900000.0,526200000.0,2023-12-31
354700000.0,354700000.0,13580600000.0,13962600000.0,6257600000.0,13580600000.0,13962600000.0,13962600000.0,14046400000.0,83800000.0,13962600000.0,-8700000.0,-8700000.0,5067900000.0,8903000000.0,400000.0,400000.0,0.0,1781600000.0,406500000.0,105800000.0,250500000.0,50200000.0,50200000.0,1375100000.0,437500000.0,437500000.0,238400000.0,699200000.0,453000000.0,246200000.0,51800000.0,194400000.0,15828000000.0,8195300000.0,573300000.0,917800000.0,917800000.0,2522600000.0,2522600000.0,2522600000.0,382000000.0,33800000.0,348200000.0,3799600000.0,,,,,,,,,7632700000.0,272900000.0,1299300000.0,648200000.0,181300000.0,469800000.0,1260400000.0,-16200000.0,248000000.0,1028600000.0,,,4800100000.0,1960600000.0,2839500000.0,2230600000.0,608900000.0,2024-03-31
