tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.146947,478700000.0,324900000.0,106200000.0,544100000.0,478700000.0,372500000.0,22200000.0,22200000.0,324900000.0,324900000.0,1282500000.0,372500000.0,357000000.0,351100000.0,0.91,0.93,324900000.0,324900000.0,324900000.0,-11800000.0,336700000.0,336700000.0,58000000.0,394700000.0,22200000.0,,22200000.0,372500000.0,738400000.0,244100000.0,494300000.0,1110900000.0,544100000.0,1655000000.0,1655000000.0,2022-12-31
0.0,0.145,480300000.0,355300000.0,92700000.0,583200000.0,480300000.0,387600000.0,34200000.0,,355300000.0,355300000.0,1308600000.0,387600000.0,356000000.0,350200000.0,1.0,1.01,355300000.0,355300000.0,355300000.0,-5500000.0,360800000.0,360800000.0,61000000.0,421800000.0,34200000.0,-34200000.0,,387600000.0,725400000.0,244900000.0,480500000.0,1113000000.0,583200000.0,1696200000.0,1696200000.0,2023-03-31
0.0,0.147,560500000.0,420800000.0,97300000.0,584000000.0,560500000.0,463200000.0,36000000.0,36000000.0,420800000.0,420800000.0,1292700000.0,463200000.0,357300000.0,350900000.0,1.18,1.2,420800000.0,420800000.0,420800000.0,-5200000.0,426000000.0,426000000.0,73200000.0,499200000.0,36000000.0,,36000000.0,463200000.0,708700000.0,244400000.0,464300000.0,1171900000.0,584000000.0,1755900000.0,1755900000.0,2023-06-30
0.0,0.196,574400000.0,415700000.0,108600000.0,576500000.0,574400000.0,465800000.0,56200000.0,,415700000.0,415700000.0,1277900000.0,465800000.0,358200000.0,351700000.0,1.16,1.18,415700000.0,415700000.0,415700000.0,-4100000.0,419800000.0,419800000.0,102200000.0,522000000.0,56200000.0,-56200000.0,,465800000.0,701400000.0,249400000.0,452000000.0,1167200000.0,576500000.0,1743700000.0,1743700000.0,2023-09-30
0.0,0.21,573400000.0,606200000.0,123200000.0,650900000.0,573400000.0,450200000.0,65700000.0,,606200000.0,606200000.0,1478100000.0,450200000.0,358200000.0,352100000.0,1.69,1.72,606200000.0,606200000.0,606200000.0,-4500000.0,610700000.0,610700000.0,-94800000.0,515900000.0,65700000.0,,,450200000.0,827200000.0,260100000.0,567100000.0,1277400000.0,650900000.0,1928300000.0,1928300000.0,2023-12-31
0.0,0.017,578700000.0,544900000.0,109300000.0,645200000.0,578700000.0,469400000.0,69100000.0,,544900000.0,544900000.0,1421200000.0,469400000.0,360500000.0,353500000.0,1.51,1.54,544900000.0,544900000.0,544900000.0,-2500000.0,547400000.0,547400000.0,-8900000.0,538500000.0,69100000.0,-69100000.0,,469400000.0,776000000.0,284500000.0,491500000.0,1245400000.0,645200000.0,1890600000.0,1890600000.0,2024-03-31
