ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,current_deferred_assets,restricted_cash,prepaid_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,date
205400000.0,205400000.0,10080000000.0,11677000000.0,-9268000000.0,10241000000.0,417000000.0,-9268000000.0,907000000.0,-529000000.0,9296000000.0,-429000000.0,100000000.0,-529000000.0,-4623000000.0,-4623000000.0,-2772000000.0,6864000000.0,2000000.0,2000000.0,33133000000.0,12827000000.0,95000000.0,1255000000.0,1186000000.0,795000000.0,136000000.0,37000000.0,99000000.0,10546000000.0,721000000.0,9825000000.0,20306000000.0,16618000000.0,250000000.0,250000000.0,1131000000.0,186000000.0,945000000.0,945000000.0,2307000000.0,2307000000.0,193000000.0,2114000000.0,32704000000.0,11981000000.0,112000000.0,652000000.0,,1009000000.0,824000000.0,109000000.0,60000000.0,8739000000.0,447000000.0,8292000000.0,1300000000.0,-1391000000.0,2691000000.0,409000000.0,109000000.0,776000000.0,1397000000.0,0.0,20723000000.0,108000000.0,,355000000.0,15900000000.0,109000000.0,3109000000.0,,74000000.0,3035000000.0,-76000000.0,3111000000.0,1142000000.0,452000000.0,690000000.0,,2022-12-31
204500000.0,204500000.0,10233000000.0,12239000000.0,-8814000000.0,11282000000.0,1549000000.0,-8814000000.0,887000000.0,-70000000.0,10507000000.0,58000000.0,128000000.0,-70000000.0,-4544000000.0,-4544000000.0,-2388000000.0,6860000000.0,2000000.0,2000000.0,34195000000.0,13600000000.0,96000000.0,1235000000.0,1169000000.0,835000000.0,152000000.0,42000000.0,110000000.0,11282000000.0,705000000.0,10577000000.0,20595000000.0,17375000000.0,337000000.0,337000000.0,957000000.0,182000000.0,775000000.0,775000000.0,1926000000.0,1926000000.0,245000000.0,1681000000.0,34253000000.0,12109000000.0,115000000.0,672000000.0,,1080000000.0,897000000.0,107000000.0,63000000.0,8744000000.0,425000000.0,8319000000.0,1328000000.0,,1328000000.0,,,1328000000.0,,,22144000000.0,76000000.0,,257000000.0,16629000000.0,143000000.0,13310000000.0,9562000000.0,35000000.0,3713000000.0,-83000000.0,3796000000.0,8358000000.0,7239000000.0,1119000000.0,1119000000.0,2023-03-31
203200000.0,203200000.0,10375000000.0,12205000000.0,-8563000000.0,11392000000.0,1000000000.0,-8563000000.0,878000000.0,65000000.0,10054000000.0,162000000.0,97000000.0,65000000.0,-4338000000.0,-4338000000.0,-2505000000.0,6906000000.0,2000000.0,2000000.0,35887000000.0,12938000000.0,93000000.0,1211000000.0,1159000000.0,793000000.0,158000000.0,38000000.0,120000000.0,10683000000.0,694000000.0,9989000000.0,22949000000.0,19219000000.0,355000000.0,355000000.0,1522000000.0,184000000.0,1338000000.0,1338000000.0,1853000000.0,1853000000.0,228000000.0,1625000000.0,36049000000.0,12100000000.0,130000000.0,,691000000.0,1149000000.0,963000000.0,105000000.0,45000000.0,8628000000.0,268000000.0,8360000000.0,1352000000.0,,1352000000.0,,,1352000000.0,,,23949000000.0,95000000.0,288000000.0,242000000.0,,164000000.0,14470000000.0,10655000000.0,51000000.0,3764000000.0,-83000000.0,3847000000.0,8690000000.0,7738000000.0,952000000.0,952000000.0,2023-06-30
200800000.0,200800000.0,10443000000.0,12087000000.0,-9083000000.0,10665000000.0,403000000.0,-9083000000.0,836000000.0,-586000000.0,9383000000.0,-486000000.0,100000000.0,-586000000.0,-4579000000.0,-4579000000.0,-3024000000.0,7015000000.0,2000000.0,2000000.0,33598000000.0,12876000000.0,90000000.0,1197000000.0,1146000000.0,812000000.0,153000000.0,36000000.0,117000000.0,10624000000.0,655000000.0,9969000000.0,20722000000.0,17033000000.0,282000000.0,282000000.0,1463000000.0,181000000.0,1282000000.0,1282000000.0,1944000000.0,1944000000.0,195000000.0,1749000000.0,33112000000.0,11987000000.0,134000000.0,,673000000.0,1208000000.0,1022000000.0,102000000.0,45000000.0,8497000000.0,252000000.0,8245000000.0,1328000000.0,,1328000000.0,,,1328000000.0,,,21125000000.0,141000000.0,277000000.0,273000000.0,,147000000.0,12074000000.0,8735000000.0,39000000.0,3300000000.0,-82000000.0,3382000000.0,8213000000.0,7405000000.0,808000000.0,808000000.0,2023-09-30
198600000.0,198600000.0,10421000000.0,12032000000.0,-9474000000.0,10373000000.0,53000000.0,-9474000000.0,833000000.0,-826000000.0,9169000000.0,-742000000.0,84000000.0,-826000000.0,-4373000000.0,-4373000000.0,-3399000000.0,6944000000.0,2000000.0,2000000.0,34701000000.0,13050000000.0,145000000.0,1284000000.0,1225000000.0,827000000.0,148000000.0,33000000.0,115000000.0,10646000000.0,651000000.0,9995000000.0,21651000000.0,17442000000.0,270000000.0,270000000.0,1386000000.0,182000000.0,1204000000.0,1204000000.0,2553000000.0,2553000000.0,291000000.0,2262000000.0,33959000000.0,12255000000.0,140000000.0,618000000.0,,1390000000.0,1195000000.0,100000000.0,45000000.0,8648000000.0,234000000.0,8414000000.0,1314000000.0,-1498000000.0,2812000000.0,430000000.0,130000000.0,706000000.0,1546000000.0,0.0,21704000000.0,137000000.0,354000000.0,370000000.0,16307000000.0,100000000.0,3289000000.0,,35000000.0,3254000000.0,-79000000.0,3333000000.0,1147000000.0,369000000.0,778000000.0,,2023-12-31
