free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
972000000.0,-675000000.0,-500000000.0,0.0,,-70000000.0,132000000.0,128000000.0,7076000000.0,7195000000.0,530000000.0,-649000000.0,-1451000000.0,-1451000000.0,-734000000.0,-116000000.0,-116000000.0,-617000000.0,-675000000.0,,-140000000.0,360000000.0,-500000000.0,-500000000.0,0.0,-240000000.0,-240000000.0,-163000000.0,24000000.0,-187000000.0,-7000000.0,1000000.0,-8000000.0,-70000000.0,1042000000.0,1042000000.0,217000000.0,-66000000.0,233000000.0,50000000.0,,93000000.0,-165000000.0,-165000000.0,62000000.0,62000000.0,26000000.0,26000000.0,36000000.0,-1000000.0,-1000000.0,666000000.0,2022-12-31
367000000.0,-550000000.0,,744000000.0,25000000.0,-76000000.0,79000000.0,206000000.0,8186000000.0,7076000000.0,58000000.0,1052000000.0,404000000.0,404000000.0,473000000.0,-115000000.0,-115000000.0,-525000000.0,-550000000.0,25000000.0,571000000.0,-173000000.0,744000000.0,,744000000.0,205000000.0,205000000.0,282000000.0,293000000.0,-11000000.0,-1000000.0,1000000.0,-2000000.0,-76000000.0,443000000.0,443000000.0,-756000000.0,351000000.0,-443000000.0,-664000000.0,,127000000.0,-70000000.0,-70000000.0,63000000.0,63000000.0,25000000.0,25000000.0,38000000.0,,0.0,1079000000.0,2023-03-31
619000000.0,-550000000.0,,0.0,8000000.0,-69000000.0,141000000.0,255000000.0,8499000000.0,8186000000.0,145000000.0,168000000.0,-443000000.0,-443000000.0,269000000.0,-126000000.0,-126000000.0,-542000000.0,-550000000.0,8000000.0,-44000000.0,-44000000.0,0.0,,0.0,-77000000.0,-77000000.0,-2000000.0,16000000.0,-18000000.0,-6000000.0,0.0,-6000000.0,-69000000.0,688000000.0,688000000.0,20000000.0,132000000.0,-72000000.0,-40000000.0,,99000000.0,-98000000.0,-98000000.0,64000000.0,64000000.0,25000000.0,25000000.0,39000000.0,,0.0,575000000.0,2023-06-30
985000000.0,-850000000.0,,0.0,30000000.0,-58000000.0,89000000.0,152000000.0,8044000000.0,8499000000.0,-260000000.0,-195000000.0,-1162000000.0,-1162000000.0,-160000000.0,-125000000.0,,-820000000.0,-850000000.0,30000000.0,-57000000.0,-57000000.0,0.0,,0.0,-76000000.0,-76000000.0,-8000000.0,24000000.0,-32000000.0,-10000000.0,0.0,-10000000.0,-58000000.0,1043000000.0,1043000000.0,483000000.0,-89000000.0,158000000.0,414000000.0,0.0,95000000.0,-64000000.0,-64000000.0,62000000.0,62000000.0,20000000.0,20000000.0,42000000.0,,0.0,467000000.0,2023-09-30
1212000000.0,-750000000.0,,0.0,9000000.0,-49000000.0,137000000.0,127000000.0,7722000000.0,8044000000.0,321000000.0,-643000000.0,-1664000000.0,-1664000000.0,-697000000.0,-123000000.0,,-741000000.0,-750000000.0,9000000.0,-103000000.0,247000000.0,-350000000.0,,0.0,-240000000.0,-240000000.0,-178000000.0,-172000000.0,-6000000.0,-13000000.0,4000000.0,-17000000.0,-49000000.0,1261000000.0,1261000000.0,715000000.0,144000000.0,370000000.0,102000000.0,0.0,117000000.0,-141000000.0,-141000000.0,67000000.0,67000000.0,19000000.0,19000000.0,48000000.0,,-4000000.0,507000000.0,2023-12-31
