free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
1723000000.0,-3999000000.0,-32000000.0,4703000000.0,-403000000.0,473000000.0,125000000.0,3192000000.0,1482000000.0,-32000000.0,1742000000.0,22000000.0,22000000.0,,14000000.0,-666000000.0,-666000000.0,-3999000000.0,-3999000000.0,4671000000.0,0.0,4671000000.0,-32000000.0,4703000000.0,-406000000.0,-406000000.0,,-22000000.0,307000000.0,-329000000.0,0.0,0.0,18000000.0,18000000.0,-403000000.0,2126000000.0,2126000000.0,-544000000.0,-214000000.0,468000000.0,140000000.0,-358000000.0,-358000000.0,-358000000.0,-580000000.0,130000000.0,55000000.0,2081000000.0,-252000000.0,-252000000.0,502000000.0,502000000.0,,0.0,154000000.0,2022-10-31
-288000000.0,-1997000000.0,-36000000.0,0.0,-739000000.0,67000000.0,180000000.0,1348000000.0,3192000000.0,16000000.0,-1860000000.0,-2117000000.0,-2117000000.0,,65000000.0,-643000000.0,-643000000.0,-1997000000.0,-1997000000.0,463000000.0,,-36000000.0,-36000000.0,0.0,-194000000.0,-194000000.0,,47000000.0,577000000.0,-530000000.0,,,8000000.0,8000000.0,-739000000.0,451000000.0,451000000.0,-1603000000.0,-66000000.0,183000000.0,36000000.0,-1470000000.0,-1470000000.0,-1470000000.0,-286000000.0,127000000.0,58000000.0,5000000.0,13000000.0,13000000.0,472000000.0,472000000.0,,,958000000.0,2023-01-31
1726000000.0,-2106000000.0,-22000000.0,2983000000.0,-380000000.0,383000000.0,1234000000.0,2950000000.0,1348000000.0,,1602000000.0,-200000000.0,-200000000.0,,5000000.0,-633000000.0,-633000000.0,-2106000000.0,-2106000000.0,2534000000.0,-427000000.0,2961000000.0,-22000000.0,2983000000.0,-304000000.0,-304000000.0,-17000000.0,-38000000.0,412000000.0,-450000000.0,123000000.0,123000000.0,8000000.0,8000000.0,-380000000.0,2106000000.0,2106000000.0,-832000000.0,48000000.0,-1408000000.0,157000000.0,1361000000.0,1361000000.0,1361000000.0,-990000000.0,108000000.0,59000000.0,11000000.0,102000000.0,102000000.0,465000000.0,465000000.0,-67000000.0,-67000000.0,2260000000.0,2023-04-30
3477000000.0,-2250000000.0,-23000000.0,0.0,-385000000.0,333000000.0,1331000000.0,3494000000.0,2950000000.0,,544000000.0,-2907000000.0,-2907000000.0,,71000000.0,-624000000.0,-624000000.0,-2250000000.0,-2250000000.0,-95000000.0,-72000000.0,-23000000.0,-23000000.0,0.0,-411000000.0,-411000000.0,-6000000.0,-29000000.0,399000000.0,-428000000.0,0.0,0.0,9000000.0,9000000.0,-385000000.0,3862000000.0,3862000000.0,593000000.0,-54000000.0,33000000.0,67000000.0,-1552000000.0,-1552000000.0,-1552000000.0,2099000000.0,133000000.0,54000000.0,12000000.0,-79000000.0,-79000000.0,476000000.0,476000000.0,0.0,0.0,2673000000.0,2023-07-31
485000000.0,-1581000000.0,-531000000.0,0.0,-579000000.0,699000000.0,598000000.0,1210000000.0,3494000000.0,,-2284000000.0,-2757000000.0,-2757000000.0,-6000000.0,3000000.0,-642000000.0,-642000000.0,-1581000000.0,-1581000000.0,-531000000.0,0.0,-531000000.0,-531000000.0,0.0,-591000000.0,-591000000.0,0.0,-1000000.0,404000000.0,-405000000.0,-23000000.0,-23000000.0,12000000.0,12000000.0,-579000000.0,1064000000.0,1064000000.0,-1336000000.0,-71000000.0,-751000000.0,12000000.0,-419000000.0,-419000000.0,-419000000.0,-107000000.0,129000000.0,47000000.0,27000000.0,-50000000.0,-50000000.0,486000000.0,486000000.0,-12000000.0,-12000000.0,1773000000.0,2023-10-31
488000000.0,-201000000.0,-25000000.0,0.0,-620000000.0,49000000.0,537000000.0,921000000.0,1210000000.0,0.0,-289000000.0,-802000000.0,-802000000.0,-6000000.0,62000000.0,-632000000.0,-632000000.0,-201000000.0,-201000000.0,-25000000.0,0.0,-25000000.0,-25000000.0,0.0,-595000000.0,-595000000.0,-4000000.0,5000000.0,507000000.0,-502000000.0,0.0,0.0,24000000.0,24000000.0,-620000000.0,1108000000.0,1108000000.0,-653000000.0,-93000000.0,69000000.0,-54000000.0,-1210000000.0,-1210000000.0,-1210000000.0,635000000.0,129000000.0,50000000.0,33000000.0,33000000.0,33000000.0,496000000.0,496000000.0,0.0,0.0,1020000000.0,2024-01-31
