ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
611000000.0,611000000.0,30321000000.0,38212000000.0,-12868000000.0,20645000000.0,4115000000.0,-12868000000.0,4699000000.0,-12868000000.0,20036000000.0,-12868000000.0,-12868000000.0,140000000.0,140000000.0,-13313000000.0,0.0,305000000.0,305000000.0,0.0,59841000000.0,38965000000.0,829000000.0,1184000000.0,1184000000.0,36952000000.0,4048000000.0,32904000000.0,20876000000.0,4226000000.0,1736000000.0,1736000000.0,1260000000.0,651000000.0,609000000.0,609000000.0,0.0,,1405000000.0,,12249000000.0,,,12249000000.0,,,,12249000000.0,46973000000.0,21982000000.0,894000000.0,301000000.0,301000000.0,,,,20787000000.0,,20787000000.0,,3512000000.0,,,17275000000.0,24991000000.0,1518000000.0,464000000.0,19817000000.0,19817000000.0,3192000000.0,,3192000000.0,2022-10-31
601000000.0,601000000.0,32612000000.0,37994000000.0,-14254000000.0,19706000000.0,1931000000.0,-14254000000.0,4034000000.0,-14254000000.0,18622000000.0,-14254000000.0,-14254000000.0,307000000.0,307000000.0,-14862000000.0,,301000000.0,301000000.0,0.0,57962000000.0,38451000000.0,862000000.0,1201000000.0,1201000000.0,36388000000.0,3512000000.0,32876000000.0,19511000000.0,1747000000.0,1603000000.0,1603000000.0,1606000000.0,522000000.0,1084000000.0,585000000.0,,499000000.0,1109000000.0,234000000.0,13212000000.0,441000000.0,441000000.0,12771000000.0,633000000.0,1614000000.0,1181000000.0,10524000000.0,43708000000.0,22266000000.0,931000000.0,250000000.0,250000000.0,,,,21085000000.0,-17344000000.0,38429000000.0,793000000.0,13059000000.0,17784000000.0,6793000000.0,0.0,21442000000.0,1178000000.0,384000000.0,18532000000.0,18532000000.0,1348000000.0,,1348000000.0,2023-01-31
592000000.0,592000000.0,33574000000.0,40528000000.0,-14710000000.0,21814000000.0,4708000000.0,-14710000000.0,4004000000.0,-14710000000.0,21153000000.0,-14710000000.0,-14710000000.0,304000000.0,304000000.0,-15310000000.0,,296000000.0,296000000.0,0.0,60627000000.0,41417000000.0,869000000.0,1206000000.0,1206000000.0,39342000000.0,3479000000.0,35863000000.0,19210000000.0,3202000000.0,1645000000.0,1645000000.0,1186000000.0,525000000.0,661000000.0,589000000.0,72000000.0,,766000000.0,,12411000000.0,,,12411000000.0,,526000000.0,526000000.0,11885000000.0,45917000000.0,21999000000.0,943000000.0,150000000.0,150000000.0,103000000.0,103000000.0,103000000.0,20906000000.0,,20906000000.0,,3504000000.0,,,17402000000.0,23918000000.0,1023000000.0,423000000.0,19522000000.0,19522000000.0,2950000000.0,423000000.0,2950000000.0,2023-04-30
582000000.0,582000000.0,32937000000.0,40576000000.0,-14732000000.0,21699000000.0,4624000000.0,-14732000000.0,4145000000.0,-14732000000.0,21107000000.0,-14732000000.0,-14732000000.0,306000000.0,306000000.0,-15341000000.0,12000000.0,291000000.0,291000000.0,0.0,59253000000.0,41641000000.0,960000000.0,1231000000.0,1231000000.0,39450000000.0,3611000000.0,35839000000.0,17612000000.0,3470000000.0,1566000000.0,1566000000.0,1126000000.0,534000000.0,592000000.0,592000000.0,,0.0,1026000000.0,,10424000000.0,,,10424000000.0,,91000000.0,91000000.0,10333000000.0,44521000000.0,22285000000.0,1032000000.0,230000000.0,230000000.0,,,,21023000000.0,,21023000000.0,,3650000000.0,,,17373000000.0,22236000000.0,946000000.0,374000000.0,17422000000.0,17422000000.0,3494000000.0,,3494000000.0,2023-07-31
575000000.0,575000000.0,34708000000.0,40053000000.0,-15147000000.0,20771000000.0,3472000000.0,-15147000000.0,4135000000.0,-15147000000.0,20227000000.0,-15147000000.0,-15147000000.0,302000000.0,302000000.0,-15744000000.0,7000000.0,288000000.0,288000000.0,0.0,57666000000.0,41170000000.0,966000000.0,1228000000.0,1228000000.0,38976000000.0,3602000000.0,35374000000.0,16496000000.0,3135000000.0,1499000000.0,1499000000.0,1077000000.0,533000000.0,544000000.0,544000000.0,,0.0,750000000.0,,10035000000.0,,,10035000000.0,,121000000.0,121000000.0,9914000000.0,42519000000.0,22551000000.0,1097000000.0,280000000.0,280000000.0,,,,21174000000.0,,21174000000.0,,3647000000.0,,,17527000000.0,19968000000.0,907000000.0,321000000.0,17530000000.0,17530000000.0,1210000000.0,,1210000000.0,2023-10-31
574000000.0,574000000.0,35000000000.0,40145000000.0,-15050000000.0,20871000000.0,3503000000.0,-15050000000.0,4224000000.0,-15050000000.0,20334000000.0,-15050000000.0,-15050000000.0,300000000.0,300000000.0,-15637000000.0,,287000000.0,287000000.0,0.0,56845000000.0,41277000000.0,931000000.0,1225000000.0,1225000000.0,39121000000.0,3737000000.0,35384000000.0,15568000000.0,1871000000.0,1408000000.0,1408000000.0,1024000000.0,487000000.0,537000000.0,537000000.0,,0.0,954000000.0,191000000.0,10120000000.0,456000000.0,456000000.0,9664000000.0,633000000.0,327000000.0,33000000.0,8704000000.0,41795000000.0,22724000000.0,1090000000.0,248000000.0,248000000.0,,,,21386000000.0,-18117000000.0,39503000000.0,708000000.0,13971000000.0,18039000000.0,6785000000.0,0.0,19071000000.0,949000000.0,307000000.0,16894000000.0,16894000000.0,921000000.0,,921000000.0,2024-01-31
