free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
-394000000.0,-1000000.0,0.0,,-738000000.0,117000000.0,104000000.0,13000000.0,434000000.0,434000000.0,13000000.0,,-119000000.0,,,,540000000.0,541000000.0,-1000000.0,-1000000.0,0.0,-765000000.0,-765000000.0,0.0,-27000000.0,-27000000.0,-38000000.0,-38000000.0,-700000000.0,344000000.0,344000000.0,-39000000.0,25000000.0,31000000.0,31000000.0,1000000.0,30000000.0,30000000.0,-95000000.0,,27000000.0,7000000.0,67000000.0,67000000.0,164000000.0,164000000.0,-29000000.0,-10000000.0,147000000.0,2022-12-31
-272000000.0,-4000000.0,8000000.0,1688000000.0,-557000000.0,242000000.0,117000000.0,125000000.0,401000000.0,401000000.0,10000000.0,-7000000.0,-119000000.0,-119000000.0,1688000000.0,1688000000.0,-1171000000.0,-1175000000.0,4000000.0,-4000000.0,8000000.0,-561000000.0,-561000000.0,,-4000000.0,-4000000.0,-31000000.0,-31000000.0,-526000000.0,285000000.0,285000000.0,-41000000.0,-24000000.0,-16000000.0,-16000000.0,-60000000.0,44000000.0,44000000.0,-1000000.0,,-46000000.0,3000000.0,26000000.0,26000000.0,172000000.0,172000000.0,1000000.0,1000000.0,170000000.0,2023-03-31
-245000000.0,-1341000000.0,1152000000.0,0.0,-674000000.0,824000000.0,242000000.0,582000000.0,856000000.0,856000000.0,1000000.0,,-138000000.0,-138000000.0,0.0,0.0,986000000.0,0.0,986000000.0,-166000000.0,1152000000.0,-703000000.0,-703000000.0,,-29000000.0,-29000000.0,-47000000.0,-47000000.0,-627000000.0,429000000.0,429000000.0,-61000000.0,-32000000.0,13000000.0,13000000.0,38000000.0,-25000000.0,-25000000.0,-42000000.0,,-14000000.0,6000000.0,48000000.0,48000000.0,174000000.0,174000000.0,-4000000.0,-4000000.0,280000000.0,2023-06-30
-28000000.0,1082000000.0,86000000.0,0.0,-661000000.0,661000000.0,824000000.0,-163000000.0,-132000000.0,-132000000.0,13000000.0,,-138000000.0,,0.0,0.0,-7000000.0,0.0,-7000000.0,-93000000.0,86000000.0,-664000000.0,-664000000.0,,-3000000.0,-3000000.0,-35000000.0,-35000000.0,-626000000.0,633000000.0,633000000.0,71000000.0,19000000.0,58000000.0,58000000.0,40000000.0,18000000.0,18000000.0,-6000000.0,-26000000.0,-2000000.0,8000000.0,55000000.0,55000000.0,177000000.0,177000000.0,1000000.0,1000000.0,323000000.0,2023-09-30
-315000000.0,-19000000.0,18000000.0,0.0,-842000000.0,364000000.0,661000000.0,-297000000.0,63000000.0,63000000.0,22000000.0,,-137000000.0,,0.0,0.0,178000000.0,179000000.0,-1000000.0,-19000000.0,18000000.0,-887000000.0,-887000000.0,,-45000000.0,-45000000.0,-46000000.0,-46000000.0,-796000000.0,527000000.0,527000000.0,107000000.0,50000000.0,36000000.0,36000000.0,52000000.0,-16000000.0,-16000000.0,21000000.0,53000000.0,-14000000.0,7000000.0,79000000.0,79000000.0,181000000.0,181000000.0,-4000000.0,-4000000.0,171000000.0,2023-12-31
