tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2242200.0,0.202,961600000.0,-11100000.0,-11100000.0,605900000.0,139600000.0,3515600000.0,950500000.0,810900000.0,-91500000.0,614757800.0,605900000.0,4409800000.0,799800000.0,602000000.0,595900000.0,1.01,1.01,605900000.0,605900000.0,605900000.0,-2400000.0,608300000.0,608300000.0,25400000.0,147100000.0,730000000.0,10600000.0,21700000.0,-11100000.0,0.0,11100000.0,-91500000.0,91500000.0,810900000.0,894200000.0,894200000.0,1705100000.0,3515600000.0,5220700000.0,5125500000.0,2022-11-30
2041800.0,0.166,842700000.0,12300000.0,12300000.0,553100000.0,137100000.0,3461100000.0,855000000.0,717900000.0,-98300000.0,542841800.0,553100000.0,4408000000.0,730200000.0,599000000.0,592500000.0,0.92,0.94,553100000.0,553100000.0,553100000.0,-4800000.0,557900000.0,557900000.0,12700000.0,108300000.0,653500000.0,33900000.0,21600000.0,12300000.0,13700000.0,1400000.0,-98300000.0,98300000.0,717900000.0,946900000.0,946900000.0,1664800000.0,3461100000.0,5125900000.0,5017900000.0,2023-02-28
-8032912.937347,0.190806,1529200000.0,-42100000.0,-42100000.0,614900000.0,135600000.0,3301800000.0,1487100000.0,1351500000.0,-104600000.0,648967087.062653,614900000.0,4169700000.0,818200000.0,597700000.0,590800000.0,1.03,1.04,614900000.0,614900000.0,614900000.0,-5200000.0,620100000.0,620100000.0,23400000.0,140700000.0,737400000.0,-18300000.0,23800000.0,-42100000.0,0.0,42100000.0,-104600000.0,,860300000.0,867900000.0,867900000.0,1728200000.0,3301800000.0,5030000000.0,5339900000.0,2023-05-31
-250800.0,0.209,1069600000.0,-1200000.0,-1200000.0,673500000.0,137200000.0,3134200000.0,1068400000.0,931200000.0,-117000000.0,674449200.0,673500000.0,3973500000.0,930000000.0,591400000.0,586300000.0,1.14,1.15,673500000.0,673500000.0,673500000.0,-6800000.0,680300000.0,680300000.0,23500000.0,173200000.0,830000000.0,15800000.0,17000000.0,-1200000.0,0.0,1200000.0,-117000000.0,117000000.0,931200000.0,839300000.0,839300000.0,1770500000.0,3134200000.0,4904700000.0,4793800000.0,2023-08-31
-23484000.0,0.19,1187600000.0,-123600000.0,-123600000.0,595500000.0,128600000.0,3373500000.0,1064000000.0,935400000.0,-117800000.0,695616000.0,595500000.0,4204000000.0,811800000.0,583400000.0,580100000.0,1.02,1.03,595500000.0,595500000.0,595500000.0,-6800000.0,602300000.0,602300000.0,24200000.0,136000000.0,714100000.0,-103500000.0,20100000.0,-123600000.0,0.0,123600000.0,-117800000.0,117800000.0,935400000.0,830500000.0,830500000.0,1765900000.0,3373500000.0,5139400000.0,5042200000.0,2023-11-30
-1073000.0,0.185,1068700000.0,-5800000.0,-5800000.0,670100000.0,146400000.0,3391800000.0,1062900000.0,916500000.0,-121700000.0,674827000.0,670100000.0,4182700000.0,910700000.0,572800000.0,569500000.0,1.17,1.18,670100000.0,670100000.0,670100000.0,-6200000.0,676300000.0,676300000.0,18000000.0,149300000.0,807600000.0,12800000.0,18600000.0,-5800000.0,0.0,5800000.0,-121700000.0,121700000.0,916500000.0,790900000.0,790900000.0,1707400000.0,3391800000.0,5099200000.0,4985200000.0,2024-02-29
