free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
676100000.0,-400500000.0,-600000000.0,853400000.0,-135800000.0,644100000.0,594400000.0,-100000.0,49800000.0,-621400000.0,-621400000.0,-16400000.0,53000000.0,-322900000.0,-322900000.0,-400500000.0,-400500000.0,65400000.0,,253400000.0,-600000000.0,853400000.0,-140700000.0,-140700000.0,-4600000.0,-800000.0,0.0,-800000.0,-135300000.0,500000.0,-135800000.0,811900000.0,811900000.0,11000000.0,145300000.0,63900000.0,242900000.0,242900000.0,242900000.0,-16600000.0,-35200000.0,-109700000.0,-33700000.0,24100000.0,-57300000.0,-57300000.0,139600000.0,139600000.0,-25400000.0,-25400000.0,0.0,608300000.0,2022-11-30
701700000.0,-251000000.0,0.0,-351600000.0,-124600000.0,618700000.0,644100000.0,4600000.0,-30000000.0,-725100000.0,-725100000.0,-11700000.0,49500000.0,-319500000.0,-319500000.0,-251000000.0,-251000000.0,-192400000.0,,-351600000.0,0.0,-351600000.0,-131200000.0,-131200000.0,100000.0,-7000000.0,22400000.0,-29400000.0,-124300000.0,300000.0,-124600000.0,826300000.0,826300000.0,10100000.0,85700000.0,41300000.0,-154100000.0,-154100000.0,-154100000.0,88600000.0,41500000.0,68400000.0,55900000.0,29100000.0,-23100000.0,-23100000.0,137100000.0,137100000.0,-26400000.0,-12700000.0,-13700000.0,557900000.0,2023-02-28
413400000.0,-251300000.0,-821700000.0,1822600000.0,-338200000.0,585500000.0,618700000.0,4000000.0,-37200000.0,-448500000.0,-448500000.0,-13400000.0,64300000.0,-320500000.0,-320500000.0,-251300000.0,-251300000.0,72400000.0,-928500000.0,1000900000.0,-821700000.0,1822600000.0,-340300000.0,-340300000.0,-1200000.0,-1400000.0,0.0,-1400000.0,-337700000.0,500000.0,-338200000.0,751600000.0,751600000.0,33300000.0,-70200000.0,-230900000.0,241400000.0,241400000.0,241400000.0,-89900000.0,-82000000.0,91200000.0,-17800000.0,25000000.0,49000000.0,49000000.0,135600000.0,135600000.0,-23400000.0,-23400000.0,0.0,620100000.0,2023-05-31
236400000.0,-500500000.0,,,-141700000.0,490900000.0,585500000.0,-3000000.0,-91600000.0,-334200000.0,-334200000.0,-41500000.0,4500000.0,-348500000.0,-348500000.0,-500500000.0,-500500000.0,551800000.0,551800000.0,,,,-135500000.0,-135500000.0,6200000.0,0.0,0.0,0.0,-141700000.0,,-141700000.0,378100000.0,378100000.0,15800000.0,-457400000.0,4200000.0,-443800000.0,-443800000.0,-443800000.0,140900000.0,-54300000.0,-104400000.0,4900000.0,35300000.0,-14500000.0,-14500000.0,137200000.0,137200000.0,-23500000.0,-23500000.0,0.0,680300000.0,2023-08-31
965500000.0,-800900000.0,,,-152200000.0,593800000.0,490900000.0,5300000.0,97600000.0,-839400000.0,-839400000.0,-12300000.0,1200000.0,-342500000.0,-342500000.0,-800900000.0,-800900000.0,315100000.0,,,,,-180700000.0,-180700000.0,-1600000.0,-27000000.0,0.0,-27000000.0,-152100000.0,,-152200000.0,1117700000.0,1117700000.0,7700000.0,291300000.0,5200000.0,114700000.0,114700000.0,114700000.0,68100000.0,68100000.0,35200000.0,133000000.0,23200000.0,-44200000.0,-44200000.0,128600000.0,128600000.0,-24200000.0,-24200000.0,0.0,602300000.0,2023-11-30
751400000.0,-300200000.0,-500000000.0,-266900000.0,-191700000.0,588600000.0,593800000.0,-2900000.0,-2300000.0,-754000000.0,-754000000.0,-9800000.0,5400000.0,-337000000.0,-337000000.0,-300200000.0,-300200000.0,-112400000.0,,-766900000.0,-500000000.0,-266900000.0,-191400000.0,-191400000.0,200000.0,0.0,0.0,0.0,-191600000.0,100000.0,-191700000.0,943100000.0,943300000.0,7900000.0,156500000.0,-8700000.0,-214600000.0,-214600000.0,-214600000.0,60400000.0,334000000.0,-14600000.0,-17400000.0,18200000.0,-26800000.0,-26800000.0,146400000.0,146400000.0,-18000000.0,-18000000.0,0.0,676300000.0,2024-02-29
