tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1200000.0,0.3,190000000.0,-4000000.0,-4000000.0,53000000.0,135000000.0,1732000000.0,186000000.0,51000000.0,33000000.0,33000000.0,55800000.0,53000000.0,2037000000.0,570000000.0,41000000.0,423000000.0,419000000.0,0.13,0.13,53000000.0,53000000.0,53000000.0,-5000000.0,58000000.0,58000000.0,2000000.0,24000000.0,80000000.0,-4000000.0,-12000000.0,12000000.0,0.0,8000000.0,33000000.0,33000000.0,51000000.0,193000000.0,25000000.0,23000000.0,23000000.0,23000000.0,23000000.0,145000000.0,145000000.0,145000000.0,244000000.0,1844000000.0,2088000000.0,2059000000.0,2022-12-31
-5415000.0,0.285,553000000.0,-19000000.0,-19000000.0,289000000.0,116000000.0,2196000000.0,534000000.0,418000000.0,38000000.0,38000000.0,302585000.0,289000000.0,2499000000.0,691000000.0,416000000.0,423000000.0,418000000.0,0.68,0.69,289000000.0,289000000.0,289000000.0,-24000000.0,313000000.0,313000000.0,1000000.0,125000000.0,437000000.0,-19000000.0,-3000000.0,3000000.0,,-16000000.0,38000000.0,38000000.0,418000000.0,189000000.0,24000000.0,2000000.0,2000000.0,2000000.0,2000000.0,163000000.0,163000000.0,163000000.0,607000000.0,2310000000.0,2917000000.0,2890000000.0,2023-03-31
-6175000.0,0.247,408000000.0,-25000000.0,-25000000.0,197000000.0,112000000.0,2094000000.0,383000000.0,271000000.0,40000000.0,40000000.0,215825000.0,197000000.0,2383000000.0,675000000.0,257000000.0,422000000.0,418000000.0,0.47,0.47,197000000.0,197000000.0,197000000.0,-17000000.0,214000000.0,214000000.0,-1000000.0,71000000.0,286000000.0,-25000000.0,-14000000.0,14000000.0,,-11000000.0,40000000.0,40000000.0,271000000.0,177000000.0,24000000.0,0.0,0.0,0.0,0.0,153000000.0,153000000.0,153000000.0,448000000.0,2206000000.0,2654000000.0,2627000000.0,2023-06-30
-1100000.0,0.275,438000000.0,-4000000.0,-4000000.0,244000000.0,111000000.0,2282000000.0,434000000.0,323000000.0,46000000.0,46000000.0,246900000.0,244000000.0,2591000000.0,732000000.0,323000000.0,420000000.0,416000000.0,0.58,0.59,244000000.0,244000000.0,244000000.0,-23000000.0,267000000.0,267000000.0,2000000.0,100000000.0,365000000.0,-4000000.0,0.0,0.0,,-4000000.0,46000000.0,46000000.0,323000000.0,198000000.0,29000000.0,0.0,0.0,0.0,0.0,169000000.0,169000000.0,169000000.0,521000000.0,2393000000.0,2914000000.0,2882000000.0,2023-09-30
-6695652.173913,0.23913,263000000.0,-28000000.0,-28000000.0,97000000.0,114000000.0,2070000000.0,235000000.0,121000000.0,45000000.0,45000000.0,118304347.826087,97000000.0,2372000000.0,654000000.0,110000000.0,415000000.0,411000000.0,0.23,0.23,97000000.0,97000000.0,97000000.0,-10000000.0,107000000.0,107000000.0,2000000.0,33000000.0,138000000.0,-28000000.0,-12000000.0,12000000.0,,-16000000.0,45000000.0,45000000.0,121000000.0,188000000.0,35000000.0,0.0,0.0,0.0,0.0,153000000.0,153000000.0,153000000.0,309000000.0,2184000000.0,2493000000.0,2453000000.0,2023-12-31
