free_cash_flow,repurchase_of_capital_stock,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,issuance_of_debt,interest_paid_supplemental_data,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance
-86000000.0,-55000000.0,-170000000.0,80000000.0,1130000000.0,1211000000.0,25000000.0,-106000000.0,-261000000.0,-261000000.0,-156000000.0,-50000000.0,-50000000.0,-55000000.0,-55000000.0,71000000.0,71000000.0,1000000.0,240000000.0,1139000000.0,-899000000.0,0.0,0.0,-170000000.0,84000000.0,84000000.0,0.0,-201000000.0,-97000000.0,-10000000.0,-10000000.0,35000000.0,-45000000.0,-45000000.0,-9000000.0,-90000000.0,5000000.0,5000000.0,88000000.0,11000000.0,-13000000.0,-13000000.0,135000000.0,135000000.0,6000000.0,0.0,-6000000.0,12000000.0,58000000.0,2022-12-31,,,,,
328000000.0,-60000000.0,-179000000.0,39000000.0,1111000000.0,1130000000.0,2000000.0,-21000000.0,-99000000.0,-99000000.0,15000000.0,-54000000.0,-54000000.0,-60000000.0,-60000000.0,-429000000.0,-429000000.0,2000000.0,-252000000.0,1126000000.0,-1378000000.0,0.0,0.0,-179000000.0,507000000.0,507000000.0,4000000.0,-55000000.0,-94000000.0,-18000000.0,-18000000.0,-93000000.0,75000000.0,75000000.0,12000000.0,40000000.0,5000000.0,5000000.0,90000000.0,13000000.0,7000000.0,7000000.0,116000000.0,116000000.0,19000000.0,-1000000.0,17000000.0,3000000.0,313000000.0,2023-03-31,,,,,
264000000.0,-62000000.0,-153000000.0,136000000.0,1189000000.0,1111000000.0,-39000000.0,117000000.0,-131000000.0,-131000000.0,,-54000000.0,-54000000.0,-62000000.0,-62000000.0,-169000000.0,-169000000.0,0.0,-16000000.0,778000000.0,-794000000.0,0.0,0.0,-153000000.0,417000000.0,417000000.0,4000000.0,-37000000.0,-99000000.0,97000000.0,97000000.0,147000000.0,-50000000.0,-50000000.0,7000000.0,-39000000.0,-3000000.0,-3000000.0,76000000.0,16000000.0,6000000.0,6000000.0,112000000.0,112000000.0,26000000.0,1000000.0,11000000.0,14000000.0,214000000.0,2023-06-30,,,,,
243000000.0,-158000000.0,-167000000.0,70000000.0,1131000000.0,1189000000.0,-4000000.0,-54000000.0,-10000000.0,-10000000.0,,-54000000.0,-54000000.0,-158000000.0,-158000000.0,-454000000.0,-454000000.0,2000000.0,-289000000.0,826000000.0,-1115000000.0,0.0,0.0,-167000000.0,410000000.0,410000000.0,0.0,-57000000.0,-102000000.0,104000000.0,104000000.0,58000000.0,46000000.0,46000000.0,-29000000.0,-26000000.0,-4000000.0,-4000000.0,89000000.0,17000000.0,-19000000.0,-19000000.0,111000000.0,111000000.0,2000000.0,-2000000.0,4000000.0,0.0,267000000.0,2023-09-30,,,,,
-72000000.0,-333000000.0,-211000000.0,79000000.0,1128000000.0,1131000000.0,25000000.0,-28000000.0,-476000000.0,-476000000.0,-41000000.0,-54000000.0,-54000000.0,-333000000.0,-333000000.0,309000000.0,309000000.0,1000000.0,519000000.0,769000000.0,-250000000.0,0.0,0.0,-211000000.0,139000000.0,139000000.0,3000000.0,-209000000.0,-112000000.0,-74000000.0,-74000000.0,-28000000.0,-46000000.0,-46000000.0,-25000000.0,6000000.0,-4000000.0,-4000000.0,83000000.0,18000000.0,-4000000.0,-4000000.0,114000000.0,114000000.0,27000000.0,-2000000.0,17000000.0,12000000.0,107000000.0,2023-12-31,52000000.0,0.0,-48000000.0,-48000000.0,52000000.0
