free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
1018000000.0,,0.0,-144000000.0,1000000.0,12000000.0,1475000000.0,1254000000.0,8000000.0,213000000.0,-75000000.0,-75000000.0,-75000000.0,0.0,,,0.0,0.0,0.0,-874000000.0,-874000000.0,15000000.0,-711000000.0,545000000.0,-1256000000.0,-34000000.0,-34000000.0,-144000000.0,-144000000.0,1162000000.0,1162000000.0,408000000.0,863000000.0,296000000.0,240000000.0,56000000.0,56000000.0,34000000.0,-785000000.0,-785000000.0,105000000.0,363000000.0,18000000.0,18000000.0,118000000.0,118000000.0,150000000.0,2022-12-31
737000000.0,,0.0,-165000000.0,11000000.0,22000000.0,1859000000.0,1475000000.0,1000000.0,383000000.0,5000000.0,5000000.0,-112000000.0,117000000.0,,,0.0,0.0,0.0,-524000000.0,-524000000.0,13000000.0,-372000000.0,880000000.0,-1252000000.0,,,-165000000.0,-165000000.0,902000000.0,902000000.0,131000000.0,-119000000.0,-305000000.0,-259000000.0,-46000000.0,-46000000.0,-64000000.0,619000000.0,619000000.0,107000000.0,381000000.0,7000000.0,7000000.0,126000000.0,126000000.0,150000000.0,2023-03-31
448000000.0,,0.0,-132000000.0,1000000.0,41000000.0,1670000000.0,1859000000.0,-1000000.0,-188000000.0,-94000000.0,-94000000.0,-94000000.0,0.0,,,0.0,0.0,0.0,-674000000.0,-674000000.0,0.0,-542000000.0,1073000000.0,-1615000000.0,,,-132000000.0,-132000000.0,580000000.0,580000000.0,-195000000.0,-250000000.0,111000000.0,155000000.0,-44000000.0,-44000000.0,-72000000.0,16000000.0,16000000.0,109000000.0,397000000.0,-911000000.0,-911000000.0,136000000.0,136000000.0,1044000000.0,2023-06-30
175000000.0,,0.0,-136000000.0,11000000.0,40000000.0,1119000000.0,1670000000.0,-4000000.0,-547000000.0,-333000000.0,-333000000.0,-127000000.0,76000000.0,,,0.0,0.0,0.0,-525000000.0,-525000000.0,-28000000.0,-79000000.0,915000000.0,-994000000.0,-282000000.0,-282000000.0,-136000000.0,-136000000.0,311000000.0,311000000.0,-624000000.0,-301000000.0,-193000000.0,-95000000.0,-98000000.0,-98000000.0,-47000000.0,-83000000.0,-83000000.0,104000000.0,413000000.0,30000000.0,30000000.0,146000000.0,146000000.0,242000000.0,2023-09-30
1344000000.0,-256000000.0,0.0,-261000000.0,0.0,24000000.0,1904000000.0,1119000000.0,5000000.0,780000000.0,-381000000.0,-381000000.0,-126000000.0,1000000.0,-256000000.0,-256000000.0,0.0,0.0,0.0,-444000000.0,-444000000.0,11000000.0,-194000000.0,654000000.0,-848000000.0,0.0,0.0,-261000000.0,-261000000.0,1605000000.0,1605000000.0,587000000.0,1038000000.0,421000000.0,375000000.0,46000000.0,46000000.0,-20000000.0,-852000000.0,-852000000.0,139000000.0,413000000.0,17000000.0,17000000.0,154000000.0,154000000.0,295000000.0,2023-12-31
