tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.180328,308000000.0,150000000.0,118000000.0,415000000.0,308000000.0,190000000.0,32000000.0,7000000.0,39000000.0,150000000.0,150000000.0,1785000000.0,155000000.0,203000000.0,203000000.0,0.74,0.74,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,33000000.0,183000000.0,-4000000.0,-4000000.0,32000000.0,7000000.0,39000000.0,155000000.0,1370000000.0,454000000.0,916000000.0,722000000.0,194000000.0,194000000.0,,1525000000.0,415000000.0,1940000000.0,1940000000.0,2022-12-31
0.0,0.2,320000000.0,150000000.0,126000000.0,438000000.0,320000000.0,194000000.0,54000000.0,6000000.0,60000000.0,150000000.0,150000000.0,1952000000.0,144000000.0,204263000.0,203385000.0,0.73,0.74,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,38000000.0,188000000.0,-10000000.0,-10000000.0,54000000.0,6000000.0,60000000.0,144000000.0,1514000000.0,492000000.0,1022000000.0,697000000.0,325000000.0,139000000.0,186000000.0,1658000000.0,438000000.0,2096000000.0,2096000000.0,2023-03-31
0.0,0.21,316000000.0,1044000000.0,136000000.0,471000000.0,316000000.0,180000000.0,68000000.0,6000000.0,74000000.0,1044000000.0,1044000000.0,2033000000.0,117000000.0,205351000.0,204021000.0,5.08,5.12,1044000000.0,1044000000.0,1044000000.0,1044000000.0,1044000000.0,-870000000.0,174000000.0,-11000000.0,-11000000.0,68000000.0,6000000.0,74000000.0,117000000.0,1562000000.0,521000000.0,1041000000.0,832000000.0,209000000.0,209000000.0,,1679000000.0,471000000.0,2150000000.0,2150000000.0,2023-06-30
0.0,0.19,451000000.0,242000000.0,146000000.0,496000000.0,451000000.0,305000000.0,76000000.0,6000000.0,82000000.0,242000000.0,242000000.0,2057000000.0,231000000.0,206277000.0,204464000.0,1.17,1.18,242000000.0,242000000.0,242000000.0,242000000.0,242000000.0,57000000.0,299000000.0,-8000000.0,-8000000.0,76000000.0,6000000.0,82000000.0,231000000.0,1561000000.0,549000000.0,1012000000.0,799000000.0,213000000.0,213000000.0,,1792000000.0,496000000.0,2288000000.0,2288000000.0,2023-09-30
0.0,0.149856,507000000.0,295000000.0,154000000.0,516000000.0,507000000.0,353000000.0,80000000.0,6000000.0,86000000.0,295000000.0,295000000.0,2167000000.0,270000000.0,,,,,295000000.0,295000000.0,295000000.0,295000000.0,295000000.0,52000000.0,347000000.0,-3000000.0,-3000000.0,80000000.0,6000000.0,86000000.0,270000000.0,1651000000.0,562000000.0,1089000000.0,847000000.0,242000000.0,242000000.0,,1921000000.0,516000000.0,2437000000.0,2437000000.0,2023-12-31
