ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,inventories_adjustments_allowances,other_inventories,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
123925000.0,123925000.0,150548000.0,1320248000.0,-158223000.0,858719000.0,1924332000.0,-158223000.0,303306000.0,-158223000.0,858719000.0,-158223000.0,-158223000.0,-44654000.0,-44654000.0,-6569349000.0,6454540000.0,1240000.0,1240000.0,0.0,3704582000.0,2936667000.0,1464595000.0,193791000.0,193791000.0,1278281000.0,261339000.0,1016942000.0,767915000.0,40289000.0,42105000.0,42105000.0,41967000.0,41967000.0,130690000.0,512864000.0,414770000.0,98094000.0,98094000.0,3546359000.0,854112000.0,115482000.0,738630000.0,-173450000.0,912080000.0,230848000.0,14595000.0,343033000.0,45202000.0,269322000.0,9080000.0,0.0,2692247000.0,132916000.0,128962000.0,-32700000.0,-42000.0,25606000.0,113783000.0,22315000.0,237963000.0,237963000.0,2192406000.0,1326012000.0,866394000.0,2022-12-31,
124241000.0,124241000.0,345642000.0,1320341000.0,-259240000.0,758647000.0,1867627000.0,-259240000.0,302454000.0,-259240000.0,758647000.0,-259240000.0,-259240000.0,-39124000.0,-39124000.0,-6743450000.0,6522091000.0,1243000.0,1243000.0,0.0,3651180000.0,2977789000.0,1509246000.0,191257000.0,191257000.0,1277286000.0,259399000.0,1017887000.0,673391000.0,23706000.0,35794000.0,35794000.0,43055000.0,43055000.0,,570836000.0,508599000.0,62237000.0,62237000.0,3391940000.0,850922000.0,112841000.0,738081000.0,,738081000.0,,,738081000.0,,,,,2541018000.0,119030000.0,131879000.0,,,,,,219434000.0,219434000.0,2070675000.0,1398430000.0,672245000.0,2023-03-31,
124901000.0,124901000.0,361043000.0,1314333000.0,-408131000.0,610712000.0,1735408000.0,-408131000.0,295490000.0,-408131000.0,610712000.0,-408131000.0,-408131000.0,-37080000.0,-37080000.0,-7019474000.0,6647173000.0,1250000.0,1250000.0,0.0,3810527000.0,3021888000.0,1555500000.0,194129000.0,194129000.0,1272259000.0,253416000.0,1018843000.0,788639000.0,33650000.0,54639000.0,54639000.0,42074000.0,42074000.0,,658276000.0,598530000.0,59746000.0,59746000.0,3402396000.0,878349000.0,142074000.0,736275000.0,,736275000.0,,,736275000.0,,,,,2524047000.0,145452000.0,100453000.0,,,,,,220635000.0,220635000.0,2057507000.0,1399707000.0,657800000.0,2023-06-30,
125454000.0,125454000.0,,1309036000.0,-165866000.0,853943000.0,2035667000.0,-165866000.0,289227000.0,-165866000.0,853943000.0,-165866000.0,-165866000.0,-32339000.0,-32339000.0,-6871721000.0,6736939000.0,1255000.0,1255000.0,0.0,4004939000.0,3055154000.0,1591548000.0,196086000.0,196086000.0,1267520000.0,247711000.0,1019809000.0,949785000.0,44195000.0,77140000.0,77140000.0,41516000.0,41516000.0,,786934000.0,713094000.0,73840000.0,73840000.0,3839073000.0,853621000.0,124545000.0,729076000.0,,729076000.0,,,729076000.0,,,,,2985452000.0,157958000.0,95771000.0,,,,,,325445000.0,325445000.0,2406278000.0,1373254000.0,1033024000.0,2023-09-30,
125794000.0,125794000.0,208088000.0,1305387000.0,-220644000.0,800132000.0,2014911000.0,-220644000.0,284611000.0,-220644000.0,800132000.0,-220644000.0,-220644000.0,-23375000.0,-23375000.0,-7009591000.0,6811063000.0,1259000.0,1259000.0,0.0,4050524000.0,3082738000.0,1630686000.0,188175000.0,188175000.0,1263877000.0,243101000.0,1020776000.0,967786000.0,54991000.0,102753000.0,102753000.0,41510000.0,41510000.0,122170000.0,646362000.0,590843000.0,55519000.0,55519000.0,3829880000.0,847183000.0,121394000.0,725789000.0,-223076000.0,948865000.0,235411000.0,30099000.0,354855000.0,47769000.0,271651000.0,9080000.0,0.0,2982697000.0,126382000.0,89146000.0,,,,,,327787000.0,327787000.0,2439382000.0,1626694000.0,812688000.0,2023-12-31,0.0
