free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-153613000.0,0.0,-777000.0,-21635000.0,1303000.0,868556000.0,1075389000.0,1619000.0,-208452000.0,63437000.0,63437000.0,7500000.0,56714000.0,-777000.0,-777000.0,0.0,-777000.0,-139911000.0,-139911000.0,381000.0,-118657000.0,604720000.0,-723377000.0,-21635000.0,-21635000.0,-131978000.0,-131978000.0,-13675000.0,-41279000.0,-11453000.0,102617000.0,102617000.0,102617000.0,8687000.0,-18978000.0,-53269000.0,-53269000.0,4451000.0,42767000.0,24885000.0,24885000.0,24885000.0,17087000.0,17087000.0,-207493000.0,2022-12-31
-180366000.0,,,-13891000.0,13912000.0,674411000.0,868556000.0,2176000.0,-196321000.0,46371000.0,46371000.0,4000000.0,42371000.0,,,,,-76217000.0,-76217000.0,,-62326000.0,373420000.0,-435746000.0,-13891000.0,-13891000.0,-166475000.0,-166475000.0,-86137000.0,-8850000.0,-12827000.0,-81975000.0,-81975000.0,-81975000.0,-1235000.0,-403000.0,19153000.0,19153000.0,18999000.0,39947000.0,26079000.0,26079000.0,26079000.0,8738000.0,8738000.0,-174101000.0,2023-03-31
-74905000.0,,,-15919000.0,3216000.0,659976000.0,674411000.0,-130000.0,-14305000.0,53394000.0,53394000.0,4000000.0,49394000.0,,,,,-8713000.0,-8713000.0,,7206000.0,384347000.0,-377141000.0,-15919000.0,-15919000.0,-58986000.0,-58986000.0,64578000.0,21716000.0,-11020000.0,82741000.0,82741000.0,82741000.0,-27874000.0,1985000.0,-2970000.0,-2970000.0,24396000.0,75802000.0,23447000.0,23447000.0,23447000.0,28815000.0,28815000.0,-276024000.0,2023-06-30
342320000.0,,,-17092000.0,9547000.0,1035210000.0,659976000.0,-6552000.0,381786000.0,33138000.0,33138000.0,8333000.0,24805000.0,,,,,-10764000.0,-10764000.0,,10766000.0,432223000.0,-421457000.0,-17092000.0,-17092000.0,359412000.0,359412000.0,25526000.0,24467000.0,-11167000.0,118740000.0,118740000.0,118740000.0,-3318000.0,4795000.0,-107991000.0,-107991000.0,50611000.0,63937000.0,23532000.0,23532000.0,23532000.0,48053000.0,48053000.0,147753000.0,2023-09-30
-45104000.0,,0.0,-15309000.0,5443000.0,814884000.0,1035210000.0,10897000.0,-231223000.0,39228000.0,39228000.0,8334000.0,30894000.0,0.0,0.0,,0.0,-240656000.0,-240656000.0,0.0,-225347000.0,363810000.0,-589157000.0,-15309000.0,-15309000.0,-29795000.0,-29795000.0,6792000.0,17689000.0,-11488000.0,-38666000.0,-38666000.0,-38666000.0,23398000.0,11990000.0,3869000.0,3869000.0,12981000.0,41994000.0,23973000.0,23973000.0,23973000.0,22335000.0,22335000.0,-137870000.0,2023-12-31
