free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-1298000000.0,-1002000000.0,3875000000.0,0.0,-1181000000.0,6037000000.0,7107000000.0,-12000000.0,-1058000000.0,360000000.0,360000000.0,-38000000.0,1000000.0,0.0,0.0,397000000.0,-2476000000.0,,2873000000.0,-1002000000.0,3875000000.0,-1300000000.0,-1300000000.0,,-38000000.0,-38000000.0,0.0,0.0,0.0,-1166000000.0,15000000.0,-1181000000.0,-117000000.0,-116000000.0,279000000.0,296000000.0,186000000.0,79000000.0,107000000.0,107000000.0,-158000000.0,-8000000.0,-37000000.0,111000000.0,22000000.0,462000000.0,568000000.0,568000000.0,,38000000.0,,-1598000000.0,2022-11-30
-687000000.0,-679000000.0,830000000.0,0.0,-1075000000.0,5491000000.0,6037000000.0,-2000000.0,-544000000.0,111000000.0,111000000.0,-40000000.0,0.0,0.0,0.0,151000000.0,0.0,,151000000.0,-679000000.0,830000000.0,-1044000000.0,-1044000000.0,8000000.0,0.0,,0.0,,,-1052000000.0,23000000.0,-1075000000.0,388000000.0,387000000.0,392000000.0,596000000.0,-7000000.0,28000000.0,-35000000.0,-35000000.0,-57000000.0,-19000000.0,-121000000.0,87000000.0,9000000.0,0.0,582000000.0,582000000.0,11000000.0,11000000.0,,-693000000.0,2023-02-28
440000000.0,-1815000000.0,186000000.0,5000000.0,-697000000.0,4507000000.0,5491000000.0,8000000.0,-992000000.0,-1663000000.0,-1663000000.0,-41000000.0,2000000.0,5000000.0,5000000.0,-1629000000.0,-200000000.0,,-1429000000.0,-1615000000.0,186000000.0,-465000000.0,-465000000.0,0.0,0.0,,0.0,,,-465000000.0,232000000.0,-697000000.0,1137000000.0,1138000000.0,817000000.0,1433000000.0,53000000.0,41000000.0,12000000.0,12000000.0,-748000000.0,13000000.0,66000000.0,70000000.0,22000000.0,0.0,597000000.0,597000000.0,38000000.0,16000000.0,,-407000000.0,2023-05-31
997000000.0,-4534000000.0,1945000000.0,0.0,-837000000.0,2870000000.0,4507000000.0,19000000.0,-1656000000.0,-2677000000.0,-2677000000.0,-88000000.0,0.0,0.0,0.0,-2589000000.0,0.0,0.0,-2589000000.0,-4534000000.0,1945000000.0,-813000000.0,-812000000.0,19000000.0,0.0,0.0,0.0,,,-832000000.0,5000000.0,-837000000.0,1834000000.0,1835000000.0,6000000.0,-932000000.0,140000000.0,86000000.0,54000000.0,54000000.0,879000000.0,-37000000.0,-44000000.0,116000000.0,12000000.0,19000000.0,595000000.0,595000000.0,12000000.0,-11000000.0,-45000000.0,1074000000.0,2023-08-31
247000000.0,-832000000.0,0.0,0.0,-675000000.0,2436000000.0,2870000000.0,-8000000.0,-426000000.0,-860000000.0,-860000000.0,-28000000.0,0.0,0.0,0.0,-832000000.0,0.0,0.0,-832000000.0,-832000000.0,0.0,-488000000.0,-489000000.0,107000000.0,0.0,0.0,0.0,,,-595000000.0,80000000.0,-675000000.0,922000000.0,920000000.0,310000000.0,72000000.0,38000000.0,-8000000.0,46000000.0,46000000.0,323000000.0,-42000000.0,-81000000.0,90000000.0,10000000.0,2000000.0,596000000.0,596000000.0,-38000000.0,-3000000.0,-34000000.0,-48000000.0,2023-11-30
-370000000.0,-1390000000.0,1735000000.0,,-2138000000.0,2274000000.0,2436000000.0,-3000000.0,-159000000.0,237000000.0,237000000.0,-108000000.0,,,,345000000.0,,,345000000.0,-1390000000.0,1735000000.0,-2163000000.0,-2163000000.0,-25000000.0,,,,,,-2138000000.0,0.0,-2138000000.0,1768000000.0,1769000000.0,1237000000.0,619000000.0,97000000.0,108000000.0,-11000000.0,-11000000.0,634000000.0,-7000000.0,-106000000.0,85000000.0,11000000.0,,613000000.0,613000000.0,36000000.0,3000000.0,,-214000000.0,2024-02-29
