ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
53400000.0,53400000.0,191183000.0,1818677000.0,1988819000.0,1732563000.0,1818677000.0,21041000.0,1818677000.0,1960950000.0,1818842000.0,165000.0,1818677000.0,612000.0,612000.0,1303506000.0,514559000.0,514559000.0,1256100000.0,339160000.0,466000.0,22923000.0,159574000.0,159574000.0,156197000.0,13924000.0,142273000.0,916940000.0,-1000.0,179106000.0,179106000.0,34986000.0,7117000.0,27869000.0,27869000.0,702849000.0,104174000.0,598675000.0,38713000.0,38713000.0,559962000.0,3074942000.0,425439000.0,2334000.0,3620000.0,104616000.0,95741000.0,4787000.0,1590000.0,,,3197000.0,310082000.0,-180544000.0,490626000.0,303000.0,20827000.0,195572000.0,189308000.0,84616000.0,0.0,2649503000.0,5757000.0,6626000.0,0.0,9507000.0,1421817000.0,972150000.0,155739000.0,293928000.0,901201000.0,133034000.0,,768167000.0,-180000.0,768347000.0,304595000.0,304595000.0,2022-12-31
52484000.0,52484000.0,207018000.0,1768407000.0,1955614000.0,1622795000.0,1768407000.0,19811000.0,1768407000.0,1901642000.0,1768573000.0,166000.0,1768407000.0,683000.0,683000.0,1239445000.0,528279000.0,528279000.0,1424031000.0,331651000.0,439000.0,24133000.0,161176000.0,161176000.0,145903000.0,12668000.0,133235000.0,1092380000.0,,196912000.0,196912000.0,61115000.0,7143000.0,53972000.0,53972000.0,834353000.0,99916000.0,734437000.0,92598000.0,92598000.0,641839000.0,3192604000.0,477429000.0,2283000.0,3637000.0,157873000.0,148558000.0,4084000.0,1590000.0,2494000.0,2494000.0,,309552000.0,-187093000.0,496645000.0,303000.0,19514000.0,194758000.0,195791000.0,86279000.0,0.0,2715175000.0,12466000.0,6476000.0,0.0,10246000.0,1540419000.0,1075482000.0,159994000.0,304943000.0,782767000.0,110712000.0,,672055000.0,-168000.0,672223000.0,362801000.0,362801000.0,2023-03-31
52901358.0,52901358.0,290302000.0,1972005000.0,2262307000.0,1804774000.0,1972005000.0,,1972005000.0,2092184000.0,1972170000.0,165000.0,1972005000.0,639000.0,639000.0,1433014000.0,538352000.0,538352000.0,1702559000.0,327907000.0,37947000.0,,169781000.0,169781000.0,120179000.0,,120179000.0,1374652000.0,,134667000.0,134667000.0,170123000.0,,170123000.0,170123000.0,1069862000.0,163865000.0,905997000.0,129166000.0,129166000.0,776831000.0,3674729000.0,495303000.0,42409000.0,,162654000.0,162654000.0,,,,,,290240000.0,-189387000.0,479627000.0,303000.0,,189552000.0,203130000.0,86642000.0,0.0,3179426000.0,117412000.0,,,,1445564000.0,1045177000.0,71874000.0,328513000.0,1175991000.0,,27732000.0,1148259000.0,-82000.0,1148341000.0,440459000.0,440459000.0,2023-06-30
53295000.0,53295000.0,154705000.0,2165378000.0,2311610000.0,1966013000.0,2165378000.0,8473000.0,2165378000.0,2270767000.0,2165539000.0,161000.0,2165378000.0,651000.0,651000.0,1590009000.0,574718000.0,574718000.0,1930425000.0,325604000.0,45737000.0,,174478000.0,174478000.0,105389000.0,,105389000.0,1604821000.0,,209488000.0,209488000.0,49316000.0,8473000.0,40843000.0,40843000.0,1346017000.0,100564000.0,1245453000.0,161395000.0,161395000.0,1084058000.0,4095964000.0,525130000.0,47786000.0,,185675000.0,185675000.0,,,,,,291669000.0,-194956000.0,486625000.0,303000.0,,195625000.0,203480000.0,87217000.0,0.0,3570834000.0,129144000.0,,,,2052805000.0,1364995000.0,333689000.0,354121000.0,845729000.0,,,845729000.0,-79000.0,845808000.0,543156000.0,543156000.0,2023-09-30
55917304.0,55917304.0,384569000.0,3076910000.0,3452539000.0,2850266000.0,3076910000.0,8940000.0,3076910000.0,3176232000.0,3077074000.0,164000.0,3076910000.0,657000.0,657000.0,1885977000.0,1190276000.0,1190276000.0,2327926000.0,335837000.0,46173000.0,,190342000.0,190342000.0,99322000.0,,99322000.0,1992089000.0,,253864000.0,253864000.0,285247000.0,8940000.0,276307000.0,276307000.0,1452978000.0,144992000.0,1307986000.0,46453000.0,46453000.0,1261533000.0,5405000000.0,562645000.0,47269000.0,,218274000.0,218274000.0,,,,,,297102000.0,-201696000.0,498798000.0,1941000.0,,200899000.0,205204000.0,90754000.0,0.0,4842355000.0,146727000.0,,,,2466997000.0,1566278000.0,516331000.0,384388000.0,1502971000.0,,,1502971000.0,-77000.0,1503048000.0,725660000.0,725660000.0,2023-12-31
