free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
151202000.0,,-149925000.0,64896000.0,-9885000.0,2008000.0,,305088000.0,238746000.0,-221000.0,66563000.0,-84638000.0,-84638000.0,-6792000.0,7183000.0,,,-85029000.0,-85029000.0,-149925000.0,64896000.0,-9885000.0,-9885000.0,0.0,0.0,-9885000.0,-9885000.0,161087000.0,161087000.0,-65364000.0,-39746000.0,-2881000.0,-297008000.0,-44100000.0,-252908000.0,-223210000.0,-29698000.0,-29698000.0,12509000.0,288815000.0,-27053000.0,-27053000.0,-124000.0,16981000.0,15566000.0,-6586000.0,-6586000.0,8649000.0,8649000.0,5940000.0,1351000.0,4589000.0,176167000.0,2022-12-31
190258000.0,,-5784000.0,20289000.0,-7987000.0,1139000.0,,363300000.0,305088000.0,-576000.0,58788000.0,-131470000.0,-131470000.0,-8944000.0,9495000.0,,,14505000.0,14505000.0,-5784000.0,20289000.0,-7987000.0,-7987000.0,0.0,0.0,-7987000.0,-7987000.0,198245000.0,198245000.0,133911000.0,29819000.0,-843000.0,117126000.0,-18547000.0,135673000.0,81788000.0,53885000.0,53885000.0,14570000.0,-124620000.0,97859000.0,97859000.0,-219000.0,13652000.0,6006000.0,-52817000.0,-52817000.0,8736000.0,8736000.0,3130000.0,1013000.0,2117000.0,85846000.0,2023-03-31
-17514000.0,-3472000.0,-823945000.0,929534000.0,-8175000.0,1318000.0,7909000.0,440960000.0,363300000.0,-1131000.0,78791000.0,98998000.0,98998000.0,-8730000.0,5644000.0,-3472000.0,-3472000.0,105556000.0,105556000.0,-823945000.0,929534000.0,-10868000.0,-10868000.0,-500000.0,-500000.0,-8175000.0,-8175000.0,-9339000.0,-9339000.0,-179135000.0,-5475000.0,-541000.0,185151000.0,12328000.0,172823000.0,136255000.0,36568000.0,36568000.0,-6775000.0,126296000.0,-477791000.0,-477791000.0,-19000.0,12786000.0,,-14340000.0,-14340000.0,8972000.0,8972000.0,258000.0,380000.0,-122000.0,193569000.0,2023-06-30
267834000.0,,-138938000.0,0.0,-2631000.0,2214000.0,8999000.0,543650000.0,440960000.0,-203000.0,102893000.0,-159941000.0,-159941000.0,-25291000.0,4288000.0,,,-138938000.0,-138938000.0,-138938000.0,0.0,-7631000.0,-7631000.0,-5000000.0,-5000000.0,-2631000.0,-2631000.0,270465000.0,270465000.0,73442000.0,36055000.0,-46000.0,322183000.0,-13019000.0,335202000.0,302973000.0,32229000.0,32229000.0,19990000.0,-607241000.0,302501000.0,302501000.0,2657000.0,57379000.0,,-23021000.0,-23021000.0,9155000.0,9155000.0,-6142000.0,50000.0,-6192000.0,156995000.0,2023-09-30
-609805000.0,,-638049000.0,857683000.0,-14720000.0,7130000.0,208789000.0,726169000.0,543650000.0,373000.0,182146000.0,792135000.0,792135000.0,-15589000.0,5286000.0,,,219634000.0,219634000.0,-638049000.0,857683000.0,-14904000.0,-14904000.0,-184000.0,-184000.0,-14720000.0,-14720000.0,-595085000.0,-595085000.0,-921026000.0,43173000.0,130000.0,123696000.0,61998000.0,61698000.0,176640000.0,-114942000.0,-114942000.0,-16647000.0,-414192000.0,-657186000.0,-657186000.0,43000.0,43061000.0,,-32599000.0,-32599000.0,9620000.0,9620000.0,9848000.0,-2024000.0,11872000.0,295968000.0,2023-12-31
