tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.143,217496000.0,176167000.0,8649000.0,1465773000.0,217496000.0,208847000.0,-1756000.0,1756000.0,176167000.0,176167000.0,1588013000.0,215182000.0,56144000.0,53160000.0,3.14,3.31,176167000.0,176167000.0,176167000.0,176167000.0,176167000.0,-1351000.0,29573000.0,207091000.0,-6335000.0,-6335000.0,-1756000.0,1756000.0,215182000.0,122240000.0,70700000.0,51540000.0,28445000.0,23095000.0,23095000.0,337422000.0,1465773000.0,1803195000.0,1803195000.0,2022-12-31
0.0,0.111,107740000.0,85846000.0,8736000.0,1056937000.0,107740000.0,99004000.0,-1288000.0,1288000.0,85846000.0,85846000.0,1184214000.0,99082000.0,56233000.0,53280000.0,1.53,1.61,85846000.0,85846000.0,85846000.0,85846000.0,85846000.0,-1013000.0,10857000.0,97716000.0,-78000.0,-78000.0,-1288000.0,1288000.0,99082000.0,127277000.0,77515000.0,49762000.0,25312000.0,24450000.0,24450000.0,226359000.0,1056937000.0,1283296000.0,1283296000.0,2023-03-31
0.0,0.138965,237732000.0,193569000.0,8972000.0,1813165000.0,237732000.0,228760000.0,-3509000.0,3509000.0,193569000.0,193569000.0,1958106000.0,226755000.0,56505000.0,52679000.0,3.43,3.67,193569000.0,193569000.0,193569000.0,193569000.0,193569000.0,-380000.0,31302000.0,225251000.0,2005000.0,2005000.0,-3509000.0,3509000.0,226755000.0,144941000.0,84802000.0,60139000.0,31905000.0,28234000.0,28234000.0,371696000.0,1813165000.0,2184861000.0,2184861000.0,2023-06-30
0.0,0.114,188278000.0,156995000.0,9155000.0,1765981000.0,188278000.0,179123000.0,-1863000.0,1863000.0,156995000.0,156995000.0,1947162000.0,172510000.0,57185000.0,53093000.0,2.75,2.96,156995000.0,156995000.0,156995000.0,156995000.0,156995000.0,-50000.0,20215000.0,177260000.0,6613000.0,6613000.0,-1863000.0,1863000.0,172510000.0,181181000.0,111027000.0,70154000.0,37230000.0,32924000.0,32924000.0,353691000.0,1765981000.0,2119672000.0,2119672000.0,2023-09-30
0.0,0.173,373198000.0,295968000.0,9620000.0,3100602000.0,373198000.0,363578000.0,-8131000.0,8131000.0,295968000.0,295968000.0,3293460000.0,371464000.0,58078000.0,54135000.0,5.1,5.47,295968000.0,295968000.0,295968000.0,295968000.0,295968000.0,2024000.0,61503000.0,355447000.0,-7886000.0,-7886000.0,-8131000.0,8131000.0,371464000.0,192858000.0,108824000.0,84034000.0,46854000.0,37180000.0,37180000.0,564322000.0,3100602000.0,3664924000.0,3664924000.0,2023-12-31
