free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
497200000.0,0.0,0.0,0.0,4400000.0,-30900000.0,62600000.0,1682900000.0,964000000.0,800000.0,718100000.0,-27400000.0,-27400000.0,-31800000.0,4400000.0,0.0,4400000.0,0.0,0.0,0.0,0.0,217400000.0,217400000.0,,279100000.0,279100000.0,0.0,-30800000.0,-30800000.0,-30900000.0,-30900000.0,528100000.0,528100000.0,24400000.0,283100000.0,24000000.0,-21400000.0,82200000.0,55600000.0,26600000.0,26600000.0,,,-100000.0,-49400000.0,-294000000.0,-294000000.0,61900000.0,54700000.0,800000.0,27300000.0,27300000.0,45200000.0,45200000.0,313800000.0,2022-12-31
647200000.0,0.0,,,21200000.0,-30300000.0,20700000.0,2304200000.0,1682900000.0,-100000.0,621400000.0,-13700000.0,-13700000.0,-34900000.0,21200000.0,0.0,21200000.0,,,,,-42400000.0,-42400000.0,100000.0,-12200000.0,195000000.0,-207200000.0,,,-30300000.0,-30300000.0,677500000.0,677500000.0,257900000.0,78400000.0,-4700000.0,4500000.0,69900000.0,74000000.0,-4100000.0,-4100000.0,,,-16000000.0,-45300000.0,171100000.0,171100000.0,66300000.0,56300000.0,-300000.0,27500000.0,27500000.0,22100000.0,22100000.0,247700000.0,2023-03-31
438300000.0,0.0,,,8100000.0,-76800000.0,37900000.0,2376300000.0,2304200000.0,-1200000.0,73300000.0,-17700000.0,-17700000.0,-25800000.0,8100000.0,0.0,8100000.0,,,,,-424100000.0,-424100000.0,0.0,-347300000.0,250100000.0,-597400000.0,,,-76800000.0,-76800000.0,515100000.0,515100000.0,86300000.0,80600000.0,-5000000.0,6300000.0,100800000.0,-56600000.0,157400000.0,500000.0,,,-19400000.0,-84900000.0,7900000.0,7900000.0,70400000.0,65000000.0,-5600000.0,27400000.0,27400000.0,5300000.0,5300000.0,266300000.0,2023-06-30
481100000.0,-604300000.0,,,6700000.0,-70100000.0,26300000.0,2186800000.0,2376300000.0,-600000.0,-188900000.0,-628900000.0,-628900000.0,-31300000.0,-597600000.0,-604300000.0,6700000.0,,,,,-111200000.0,-111200000.0,0.0,-32600000.0,490400000.0,-523000000.0,,,-70100000.0,-70100000.0,551200000.0,551200000.0,67800000.0,18000000.0,-8000000.0,2700000.0,85400000.0,31500000.0,53900000.0,14000000.0,39900000.0,39900000.0,6100000.0,-100800000.0,64400000.0,64400000.0,72900000.0,64300000.0,-10200000.0,28300000.0,28300000.0,5200000.0,5200000.0,322900000.0,2023-09-30
164800000.0,-896200000.0,,,7800000.0,-26900000.0,341400000.0,1397900000.0,2186800000.0,1100000.0,-790000000.0,-910100000.0,-910100000.0,-21700000.0,-888400000.0,-896200000.0,7800000.0,,,,,-71600000.0,-71600000.0,200000.0,-44900000.0,483300000.0,-528200000.0,0.0,0.0,-26900000.0,-26900000.0,191700000.0,191700000.0,-285900000.0,262900000.0,-4000000.0,4200000.0,-138400000.0,111900000.0,-250300000.0,-53500000.0,,,1700000.0,-22500000.0,-389800000.0,-389800000.0,75200000.0,63400000.0,-11600000.0,30200000.0,30200000.0,9500000.0,9500000.0,310900000.0,2023-12-31
